Source,Target,Label,Fecha
Liliana Vitale,Veronica Condomi,Danza de la Noche,2017-10-27
Liliana Vitale,Veronica Condomi,Será Que la Canción Llegó Hasta el Sol,2017-10-27
Liliana Vitale,Veronica Condomi,Danza de Ánimas,2017-10-27
Liliana Vitale,Veronica Condomi,Canción de Nacimiento en la Galaxia del Buen Hijo,2017-10-27
Liliana Vitale,Veronica Condomi,Danza de Nosotras,2017-10-27
Liliana Vitale,Veronica Condomi,Sangre de Agua,2017-10-27
Liliana Vitale,Veronica Condomi,Danza Desnuda,2017-10-27
Liliana Vitale,Veronica Condomi,Dos Mundos,2011-07-01
Liliana Vitale,Veronica Condomi,Arde en el Aire,2011-07-01
Liliana Vitale,Veronica Condomi,Lavanda y Jazmín,2011-07-01
Liliana Vitale,Veronica Condomi,Uraquimataro,2011-07-01
Liliana Vitale,Veronica Condomi,La Estrella Azul,2011-07-01
Liliana Vitale,Veronica Condomi,Chacarera de Aire,2011-07-01
Liliana Vitale,Veronica Condomi,Humanas,2011-07-01
Liliana Vitale,Veronica Condomi,Jabalina,2011-07-01
Liliana Vitale,Veronica Condomi,Carnavalito del Dolor y la Alegría,2011-07-01
Liliana Vitale,Veronica Condomi,Que Ves el Cielo,2011-07-01
Liliana Vitale,Veronica Condomi,Danza Dos Mares,1996
Liliana Vitale,Veronica Condomi,Todos los Duendes de la Paz,1996
Liliana Vitale,Veronica Condomi,Cadenza: La Parodia de los Violines,1996
Liliana Vitale,Veronica Condomi,"A Starosta, Le Idiota",1996
Liliana Vitale,Veronica Condomi,Danza Futura,1996
Liliana Vitale,Veronica Condomi,Adagio de Pájaro,1996
Liliana Vitale,Veronica Condomi,Y Te Dieron Alma,1996
Liliana Vitale,Veronica Condomi,Tzutuhl,1996
Liliana Vitale,Veronica Condomi,Pompero Pora,1996
Liliana Vitale,Veronica Condomi,Abbot y Costello,1996
Liliana Vitale,Veronica Condomi,Epabilate,1996
Liliana Vitale,Veronica Condomi,Para Cantar en Brazos,1996
Liliana Vitale,Veronica Condomi,Milonga Batarazza,1996
Liliana Vitale,Veronica Condomi,Parapush,1996
Liliana Vitale,Veronica Condomi,Lavanda y Jazmin,1996
Liliana Vitale,Veronica Condomi,Con Qué,1996
Liliana Vitale,Veronica Condomi,Bonus Track: Discanto Comechingon,1996
Liliana Vitale,Emme,Canción de Amor para Marea y Tambor,2013-11-17
Veronica Condomi,Ernesto Snajer,¿Por Qué Si Estás en Mí No Estás Conmigo?,2020-12-11
María Elena Walsh,Leda Valladares,Baguala Salteña del Valle de Lerna,2015-05-13
María Elena Walsh,Leda Valladares,La Cocinerita,2015-05-13
María Elena Walsh,Leda Valladares,La Unitaria,2015-05-13
María Elena Walsh,Leda Valladares,Casi Casi,2015-05-13
María Elena Walsh,Leda Valladares,Pobre de Mi,2015-05-13
María Elena Walsh,Leda Valladares,Tuita la Noche,2015-05-13
María Elena Walsh,Leda Valladares,Baguala Tucumana del Mollar,2015-05-13
María Elena Walsh,Leda Valladares,Chacarera de Tafi,2015-05-13
María Elena Walsh,Leda Valladares,Tonadas o Coplas,2015-05-13
María Elena Walsh,Leda Valladares,Las Obreras,2015-05-13
María Elena Walsh,Leda Valladares,Mi Pacha Mama,2010-03-29
María Elena Walsh,Leda Valladares,Pobre de Mi Paloma,2010-03-29
María Elena Walsh,Leda Valladares,Cuequita Boliviana,2010-03-29
María Elena Walsh,Leda Valladares,Taripai Cha Cucharata,2010-03-29
María Elena Walsh,Leda Valladares,Quiesiera Cruzar el Rio,2010-03-29
María Elena Walsh,Leda Valladares,Vidalas de los Indios,2010-03-29
María Elena Walsh,Leda Valladares,Ya Se Murió el Burro,1974
María Elena Walsh,Leda Valladares,De los Alamos Vengo,1974
María Elena Walsh,Leda Valladares,Remende,1974
María Elena Walsh,Leda Valladares,Romance del Conde Olinos,1974
María Elena Walsh,Leda Valladares,"Al Olivo, Al Olivo",1974
María Elena Walsh,Leda Valladares,Tres Morillas,1974
María Elena Walsh,Leda Valladares,En Que Nos Parecemos,1974
María Elena Walsh,Leda Valladares,Ya Se Van los Pastores,1974
María Elena Walsh,Leda Valladares,Romance del Enamorado y la Muerte,1974
María Elena Walsh,Leda Valladares,A la Mar Fui por Naranjas,1974
María Elena Walsh,Leda Valladares,Tres Hojitas,1974
María Elena Walsh,Leda Valladares,Eres Alta y Delgada,1974
María Elena Walsh,Leda Valladares,Picaro Molinero,1974
María Elena Walsh,Leda Valladares,Navegando Navegué,1974
María Elena Walsh,Leda Valladares,Coplas de Navidad,1969-11-05
María Elena Walsh,Leda Valladares,Villancico Boliviano,1969-11-05
María Elena Walsh,Leda Valladares,Rin Rin,1969-11-05
María Elena Walsh,Leda Valladares,Pampanitos,1969-11-05
Fabiana Cantilo,Gustavo Cerati,Eiti Leda (feat. Gustavo Cerati),2005-07-26
Fabiana Cantilo,Mariano Lopez,Mi enfermedad,1997-07-01
Fabiana Cantilo,Mariano Lopez,Mary Poppins y el deshollinador,1997-07-01
Fabiana Cantilo,Mariano Lopez,Cosas que pasan,1991-11-11
Fabiana Cantilo,Mariano Lopez,Una chica torpe en la gran ciudad,1991-11-11
Fabiana Cantilo,Mariano Lopez,Cuatro brazos cuatro piernas,1991-11-11
Fabiana Cantilo,Mariano Lopez,Ayer soñé con Walter,1991-11-11
Fabiana Cantilo,Mariano Lopez,Buscando siempre,1991-11-11
Fabiana Cantilo,Eduardo Bergallo,Nada es para siempre,1997-07-01
Fabiana Cantilo,Eduardo Bergallo,(Ya fue) Nos vemos luego,1997-07-01
Fabiana Cantilo,Eduardo Bergallo,Na na na na,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Tontos pies,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,La arena del amor,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Guarden mi secreto,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Baby Love,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Te amaré sin flores,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Enloquecerte,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Coma,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Loca Tuca de Dios,1995-11-01
Fabiana Cantilo,Eduardo Bergallo,Nada lo compra - Money Can't Buy It,1995-11-01
Fabiana Cantilo,Natalie Perez,Pegaditos,2019-10-14
Fabiana Cantilo,Mery Granados,BYE BYE (feat. Fabiana Cantilo),2019-10-18
Nacha Guevara,Carlos Gardel,El Dia Que Me Quieras (with Nacha Guevara),1984
Javier Malosetti,Ruben Lopez Furst,I Should Care,2000-01-01
Javier Malosetti,Ruben Lopez Furst,My Funny Valentine,2000-01-01
Javier Malosetti,Ruben Lopez Furst,Very Good,2000-01-01
Javier Malosetti,Ruben Lopez Furst,The Song Is You,2000-01-01
Javier Malosetti,Ruben Lopez Furst,Just in Time,2000-01-01
Javier Malosetti,Los Abuelos De La Nada,Cosas Mias,2021-08-18
Javier Malosetti,Aca Seca Trio,Esa tristeza,2009-11-30
Javier Malosetti,Nico Cota,Madrid Solo (Melodia Bass) [feat. Javier Malosetti],2015-10-24
Javier Malosetti,Nico Cota,Madrid Solo Theme (feat. Javier Malosetti),2015-10-24
Javier Malosetti,Nico Cota,Truman Vals (Free Bird) [feat. Javier Malosetti],2015-10-24
Javier Malosetti,Nico Cota,Truman Vals (Version Uno) [feat. Javier Malosetti],2015-10-24
Javier Malosetti,Quintino Cinalli,Eloisa,2014-04-25
Javier Malosetti,Coni Cibils,Algo en Ti,2018-05-11
Jorge Cumbo,Javier Casalla,Huayno T,2020-04-04
Jorge Cumbo,Javier Casalla,Cueca del Guzanito,2020-04-04
Jorge Cumbo,Javier Casalla,Clasicón,2020-04-04
Jorge Cumbo,Javier Casalla,Chacarera Feliz,2020-04-04
Jorge Cumbo,Luis Borda,Chamarrita del Sauce,2003-07-29
Jorge Cumbo,Ernesto Snajer,Danza del Agua,2003-07-29
Jorge Cumbo,Ernesto Snajer,Cuando el Diablo Anda en el Vino,2003-07-29
Jorge Cumbo,Ignacio López,"Bartók: Para Niños, Sz. 42, Libro I, ""Canciones Folklóricas Húngaras"": Nº 6, Danza Regional",2003-07-29
Jorge Cumbo,Ignacio López,"Bartók: Para Niños, Sz. 42, Libro III, ""Canciones Folklóricas Eslovenas"": Nº 61, Amante Distante, Assai Lento",2003-07-29
Jorge Cumbo,Ignacio López,"Bartók: Para Niños, Sz. 42, Libro I, ""Canciones Folklóricas Húngaras"": Nº 10, Flores Exóticas, Allegro Molto",2003-07-29
Jorge Cumbo,Ignacio López,Canción para Quenistas,2003-07-29
Jorge Cumbo,Terceto Murillo,El Viaje Interior,2014-08-11
Eladia Blazquez,Raúl Lavié,Golpea Que Te Van a Abrir,2009-09-02
Eladia Blazquez,Victor Villadangos,Kite-flying Dream,2004-02-18
Eladia Blazquez,Chico Novarro,Convencernos (with Eladia Blázquez),2009-07-21
Jorge Araujo,AnToN KuRT,Give - Anton Kurt Remix,2019-10-22
Jorge Araujo,Scorpio,Amitie,2017
Bernardo Baraj,Marcelo Baraj,Stella by Starlight,2020-03-27
Bernardo Baraj,Marcelo Baraj,Someday my Prince Will Come,2020-03-27
Bernardo Baraj,Marcelo Baraj,Comin Home Baby,2020-03-27
Bernardo Baraj,Marcelo Baraj,Los Ejes de mi Carreta,2020-03-27
Bernardo Baraj,Marcelo Baraj,Straigth No Chaser,2020-03-27
Bernardo Baraj,Juan Bayon,Stella by Starlight,2020-03-27
Bernardo Baraj,Juan Bayon,Someday my Prince Will Come,2020-03-27
Bernardo Baraj,Juan Bayon,Comin Home Baby,2020-03-27
Bernardo Baraj,Juan Bayon,Los Ejes de mi Carreta,2020-03-27
Bernardo Baraj,Juan Bayon,Straigth No Chaser,2020-03-27
Bernardo Baraj,César Franov,Cuando Seria,2022-09-02
Tangoloco (Daniel García Quinteto),Raúl Lavié,Candombe para Gardel / La Puñalada (Medley),2022-01-28
