Source,Target,Label,Fecha
Roberto Goyeneche,Anibal Troilo,San Pedro y San Pablo - Buenos Aires 4/6/1959 [Restauración 2021],2014-04-08
Roberto Goyeneche,Anibal Troilo,Lo que vos te mereces,2010-12-17
Roberto Goyeneche,Anibal Troilo,Barrio pobre,2010-12-17
Roberto Goyeneche,Anibal Troilo,Aguantate Casimiro,2010-12-17
Roberto Goyeneche,Anibal Troilo,San Pedro y San Pablo,2010-12-17
Roberto Goyeneche,Anibal Troilo,Un boliche,2010-12-17
Roberto Goyeneche,Anibal Troilo,El metejon,2010-12-17
Roberto Goyeneche,Anibal Troilo,Pa'lo que te va a durar,2010-12-17
Roberto Goyeneche,Anibal Troilo,Apenas Marielena,2004-06-01
Roberto Goyeneche,Anibal Troilo,La Esquina Cualquiera,2004-06-01
Roberto Goyeneche,Anibal Troilo,Cielo De Cometas,2004-06-01
Roberto Goyeneche,Anibal Troilo,A Homero (with Roberto Goyeneche),2004-03-29
Roberto Goyeneche,Anibal Troilo,Tinta Roja (with Roberto Goyeneche),2004-01-29
Roberto Goyeneche,Anibal Troilo,Barrio De Tango (with Roberto Goyeneche),2004-01-29
Roberto Goyeneche,Anibal Troilo,Fogon De Huella,2004-01-29
Roberto Goyeneche,Anibal Troilo,Corazon De Papel,2004-01-29
Roberto Goyeneche,Anibal Troilo,Cómo Se Pianta la Vida (with Roberto Goyeneche),2001-08-16
Roberto Goyeneche,Anibal Troilo,Un Boliche,1999-01-01
Roberto Goyeneche,Anibal Troilo,Lo Que Vos Te Mereces,1999-01-01
Roberto Goyeneche,Anibal Troilo,La Calesita,1999-01-01
Roberto Goyeneche,Anibal Troilo,Pa' Lo Que Te Va A Durar,1999-01-01
Roberto Goyeneche,Anibal Troilo,Malón De Ausencia,1999-01-01
Roberto Goyeneche,Anibal Troilo,Pa'lo Que Te Va a Durar,2015-06-26
Roberto Goyeneche,Anibal Troilo,Malon de Ausencia,2015-06-26
Roberto Goyeneche,Anibal Troilo,"Aguantate, Casimiro",2015-06-26
Roberto Goyeneche,Anibal Troilo,Quiero Huir de Mi,2015-06-26
Roberto Goyeneche,Anibal Troilo,A Mi No Me Hablen de Tango,2014-08-12
Roberto Goyeneche,Anibal Troilo,Aguante Casimiro,2014-08-12
Roberto Goyeneche,Anibal Troilo,A Mí No Me Hablen De Tango,1994-03-01
Roberto Goyeneche,Armando Pontier,La Última Curda (with Armando Pontier y su Orquesta Tipica),2004-09-28
Roberto Goyeneche,Armando Pontier,Mi Canción De Ausencia,2004-09-28
Roberto Goyeneche,Armando Pontier,Carrillón de la Merced (with Armando Pontier y su Orquesta Tipica),2004-03-01
Roberto Goyeneche,Armando Pontier,Que Facil Es Decir,2000-06-01
Roberto Goyeneche,Osvaldo Berlingieri,Buenos Aires Conoce (with Osvaldo Berlingieri Y Su Orquesta),2004-12-06
Roberto Goyeneche,Osvaldo Berlingieri,Mi Buenos Aires Querido (with Osvaldo Berlingieri Y Su Orquesta),2004-12-06
Roberto Goyeneche,Osvaldo Berlingieri,Nunca Tuvo Novio (with Osvaldo Berlingieri Y Su Orquesta),2004-12-06
Roberto Goyeneche,Osvaldo Pugliese,El Motivo - Con Antonio Carrizo en ¨la Vida y el Canto¨,2015-12-12
Daniel Binelli,Púrpura Pansa,Buenos Aires Hora 0,2020-05-20
Daniel Binelli,Púrpura Pansa,Llamada de Tambores,2020-05-20
Daniel Binelli,Púrpura Pansa,Balada Nocturna,2020-05-20
Daniel Binelli,Púrpura Pansa,Metrópolis,2020-05-20
Daniel Binelli,Púrpura Pansa,París Desde Aquí,2020-05-20
Daniel Binelli,Osvaldo Pugliese,La Yumba,2014-06-01
Daniel Binelli,Horacio Salgán,Milonga Casi Candombe,2013-10-11
Daniel Binelli,Horacio Salgán,Aquellos tangos camperos,2010-01-01
Daniel Binelli,Camerata Bariloche,La Casita de Mis Viejos - Arr. by Astor Piazzolla,1994-01-01
Daniel Binelli,Camerata Bariloche,Cinco Tango Sensations : I. Asleep,1994-01-01
Daniel Binelli,Camerata Bariloche,Cinco Tango Sensations : II. Loving,1994-01-01
Daniel Binelli,Camerata Bariloche,Cinco Tango Sensations : III. Anxiety,1994-01-01
Daniel Binelli,Camerata Bariloche,Cinco Tango Sensations : IV. Despertar,1994-01-01
Daniel Binelli,Camerata Bariloche,Cinco Tango Sensations : V. Fear,1994-01-01
Daniel Binelli,Camerata Bariloche,Divina - Arr. by Astor Piazzolla,1994-01-01
Daniel Binelli,Camerata Bariloche,Doble Concierto: Introducción,1994-01-01
Daniel Binelli,Camerata Bariloche,Doble Concierto: Milonga,1994-01-01
Daniel Binelli,Camerata Bariloche,Doble Concierto: Tango,1994-01-01
Daniel Binelli,Hugo Romero,Atardecer Antiguo,1990
Daniel Binelli,Hugo Romero,Grasa y Cemento,1990
Daniel Binelli,Hugo Romero,Cuerdas Milongueras,1990
Daniel Binelli,Hugo Romero,Por Milongas: Milonga en Rojo / Los Ejes de Mi Carreta / Milonga Triste / La Trampera / El Firulete / Nocturna,1990
Daniel Binelli,Hugo Romero,Verano Del '76,1990
Daniel Binelli,Hugo Diz,Paris desde aqui,2010-02-01
Daniel Binelli,Alicia Terzian,Llamado de Tambores,2019-08-09
Gerardo Gandini,Ernesto Jodos,5 la Cumparsita,2020-08-07
Gerardo Gandini,Patricia Da Dalt,"""Interludio"" De Estudios Para ""Descripción De La Luna"" Para Flauta En Sol Y Gong",1998
Pablo Ziegler,Quique Sinesi,"Once Again, Milonga",2015-05-22
Pablo Ziegler,Quique Sinesi,Desperate Dance,2015-05-22
Pablo Ziegler,Quique Sinesi,Murga del Amanecer,2015-05-22
Pablo Ziegler,Quique Sinesi,Milonga para Grela,2015-05-22
Pablo Ziegler,Quique Sinesi,Mahavishnu Tango,2015-05-22
Pablo Ziegler,Quique Sinesi,Conexion Portena,2015-05-22
Pablo Ziegler,Quique Sinesi,Francanapa,2015-05-22
Pablo Ziegler,Quique Sinesi,Que Lo Pario,2015-05-22
Pablo Ziegler,Quique Sinesi,Buenos Aires Report,2007-03-05
Pablo Ziegler,Quique Sinesi,Pájaro Ángel,2007-03-05
Pablo Ziegler,Quique Sinesi,Milonga para Hermeto,2007-03-05
Pablo Ziegler,Quique Sinesi,Blues Porteño,2007-03-05
Pablo Ziegler,Quique Sinesi,Elegante Canyenguito,2007-03-05
Pablo Ziegler,Quique Sinesi,Muchacha de Boedo,2007-03-05
Pablo Ziegler,Quique Sinesi,Buenos Aires Dark...,2007-03-05
Victor Villadangos,Maximo Diego Pujol,"Tango, Milonga y Final: I. Tango de Abril",2009-08-01
Victor Villadangos,Maximo Diego Pujol,"Tango, Milonga y Final: II. Milonga de Junio",2009-08-01
Victor Villadangos,Maximo Diego Pujol,"Tango, Milonga y Final: III. Final. Feliz",2009-08-01
Victor Villadangos,Maximo Diego Pujol,Tiempo del Hombre: I. Andante,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Tiempo del Hombre: II. Rápido (Tempo de Chacarera),2009-08-01
Victor Villadangos,Maximo Diego Pujol,Truco Suite: I. Primera,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Truco Suite: II. Falta Envido,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Truco Suite: III. Truco,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Truco Suite: IV. Vale Cuatro,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Tres Piezas de Otoño: I. Arbolado,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Tres Piezas de Otoño: II. Sombrío,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Tres Piezas de Otoño: III. Avenida Centenario,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Tres Piezas de Otoño: Cafè para Dos,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Sonatina Caótica: I. Allegro,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Sonatina Caótica: II. Andante,2009-08-01
Victor Villadangos,Maximo Diego Pujol,Sonatina Caótica: III. Presto,2009-08-01
Victor Villadangos,Maximo Diego Pujol,La Catedral: I. Preludio,2007-05-17
Victor Villadangos,Maximo Diego Pujol,La Catedral: II. Andante religioso,2007-05-17
Victor Villadangos,Maximo Diego Pujol,La Catedral: III. Allegro solemne,2007-05-17
Victor Villadangos,Maximo Diego Pujol,La Catedral: Una limosna por el amor de Dios,2007-05-17
Victor Villadangos,Maximo Diego Pujol,Sonatina Caótica for Two Guitars: I. Allegro,2007-05-17
Victor Villadangos,Maximo Diego Pujol,Sonatina Caótica for Two Guitars: II. Andante,2007-05-17
Victor Villadangos,Maximo Diego Pujol,Sonatina Caótica for Two Guitars: III. Presto,2007-05-17
Victor Villadangos,Maximo Diego Pujol,Color sepia,2007-05-17
Victor Villadangos,Maximo Diego Pujol,Máximo Pujol: Preludio Tristón,2006-11-01
Victor Villadangos,Maximo Diego Pujol,Máximo Pujol: Tristango en Vos,2006-11-01
Victor Villadangos,Maximo Diego Pujol,Máximo Pujol: Curda Tangueada,2006-11-01
Victor Villadangos,Maximo Diego Pujol,Máximo Pujol: Candombe en Mi,2006-11-01
Victor Villadangos,Maximo Diego Pujol,Elegia por la muerte de un tanguero (Elegy for the Death of a Tango Player): I. Confuseta (In Confusion),2006-09-21
Victor Villadangos,Maximo Diego Pujol,Elegia por la muerte de un tanguero (Elegy for the Death of a Tango Player): II. En melancolia (In Melancholy),2006-09-21
Victor Villadangos,Maximo Diego Pujol,Elegia por la muerte de un tanguero (Elegy for the Death of a Tango Player): III. Epilogo (Epilogue),2006-09-21
Victor Villadangos,Maximo Diego Pujol,3 Piezas Rioplatenses: Don Julian,2002-07-10
Victor Villadangos,Maximo Diego Pujol,3 Piezas Rioplatenses: Septiembre,2002-07-10
Victor Villadangos,Maximo Diego Pujol,3 Piezas Rioplatenses: Rojo y negro,2002-07-10
Victor Villadangos,Maximo Diego Pujol,"Suite del Plata, No. 1: Preludio",2002-07-10
Victor Villadangos,Maximo Diego Pujol,"Suite del Plata, No. 1: Tango",2002-07-10
Victor Villadangos,Maximo Diego Pujol,"Suite del Plata, No. 1: Milonga",2002-07-10
Victor Villadangos,Maximo Diego Pujol,"Suite del Plata, No. 1: Murga",2002-07-10
Victor Villadangos,Maximo Diego Pujol,"Suite del Plata, No. 1: Candombe",2002-07-10
Victor Villadangos,Quique Sinesi,Sonidos de aquel dia (Sounds from That Day),2006-09-21
Victor Villadangos,Quique Sinesi,Contramarea (Opposing Tide),2006-09-21
Victor Villadangos,Quique Sinesi,Cielo abierto (Open Sky),2006-09-21
Victor Villadangos,Carlos Moscardini,Dona Carmen,2006-09-21
Victor Villadangos,Carlos Moscardini,Milonga of Confusion,2004-02-18
Victor Villadangos,Carlos Moscardini,For the tilingos,2004-02-18
Victor Villadangos,Sergio Natali,El arte de cebar (The Art of Serving Mate): Mate dulce (Sweet Mate),2006-09-21
Victor Villadangos,Sergio Natali,El arte de cebar (The Art of Serving Mate): Mate caliente (Hot Mate),2006-09-21
Victor Villadangos,Pepe Ferrer,El Felipe,2006-09-21
Victor Villadangos,Marcelo Coronel,Imaginario popular argentino (Popular Argentine Legends): I. Pachamama,2006-09-21
Victor Villadangos,Marcelo Coronel,Imaginario popular argentino (Popular Argentine Legends): II. Salamanca,2006-09-21
Victor Villadangos,Marcelo Coronel,Imaginario popular argentino (Popular Argentine Legends): III. Coquena,2006-09-21
Victor Villadangos,Marcelo Coronel,Imaginario popular argentino (Popular Argentine Legends): IV. Velando al angelito (Holding a Wake for the Little Angel),2006-09-21
Victor Villadangos,Julio Santillan,5 Estudios criollos: No. 4. Mal ando (Badly Off),2006-09-21
Victor Villadangos,Carlos Guastavino,Guitar Sonata No. 3: I. Allegro preciso e ritmico,2006-09-21
Victor Villadangos,Carlos Guastavino,Guitar Sonata No. 3: II. Adagio,2006-09-21
Victor Villadangos,Carlos Guastavino,Guitar Sonata No. 3: III. Allegro,2006-09-21
Victor Villadangos,Carlos Guastavino,Guitar Sonata No. 1: Allegro deciso e molto ritmico,2002-07-10
Victor Villadangos,Carlos Guastavino,Guitar Sonata No. 1: Andante,2002-07-10
Victor Villadangos,Carlos Guastavino,Guitar Sonata No. 1: Allegro espiritoso,2002-07-10
Victor Villadangos,Carlos Gardel,The Day You Love Me,2004-02-18
Victor Villadangos,Carlos Gardel,Coming Back,2004-02-18
Victor Villadangos,Mariano Mores,Military Tap,2004-02-18
Victor Villadangos,Julian Plaza,Melancolico: Melancholic,2004-02-18
Victor Villadangos,Julian Plaza,Nostalgic,2004-02-18
Victor Villadangos,Saul Cosentino,La Recoleta,2004-02-18
Victor Villadangos,Pedro Laurenz,Milonga of My Loves,2004-02-18
Victor Villadangos,Narciso Saúl,Boulevard San Jorge,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Preludio,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Choro,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Takirari,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Guarania,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Tonada,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Vals,2002-07-10
Victor Villadangos,Hector Ayala,Serie Americana: Gato y malambo,2002-07-10
Victor Villadangos,Walter Heinze,Concordancias: I Movido,2002-07-10
Victor Villadangos,Walter Heinze,Concordancias: II Tranquilo,2002-07-10
Victor Villadangos,Walter Heinze,Concordancias: III Tangueando,2002-07-10
Victor Villadangos,Walter Heinze,Concordancias: IV --,2002-07-10
Victor Villadangos,Walter Heinze,Concordancias: V Andando,2002-07-10
Victor Villadangos,Walter Heinze,Concordancias: VI Movido da Capo,2002-07-10
Victor Villadangos,Anibal Troilo,Sur: South,2004-02-18
Lalo Schifrin,Horacio Salgán,A Don Augustin Bardi,1998-01-01
Lalo Schifrin,Orquesta Filarmonica De Buenos Aires,La Represión,1998-01-01
Lalo Schifrin,Hector Pilatti,Flores del alma,1998-01-01
Antonio Rios,Demian Chorovicz,Cómo quisiera,2001-05-31
Antonio Rios,Demian Chorovicz,Estamos locos,2001-05-31
Antonio Rios,Demian Chorovicz,Despacio y violento,2001-05-31
Antonio Rios,Demian Chorovicz,Cínica,2001-05-31
Antonio Rios,Demian Chorovicz,Amor ardiente,2001-05-31
Antonio Rios,Demian Chorovicz,No lloraré,2001-05-31
Antonio Rios,Demian Chorovicz,Zorro viejo,2001-05-31
Antonio Rios,Demian Chorovicz,Cómo duele,2001-05-31
Antonio Rios,Demian Chorovicz,Ella y él,2001-05-31
Antonio Rios,Demian Chorovicz,Yo soy el rey,2001-05-31
Antonio Rios,Demian Chorovicz,Es ella,2001-05-31
Antonio Rios,Demian Chorovicz,Otra oportunidad,2001-05-31
Antonio Rios,Demian Chorovicz,Mujer ideal,2001-05-31
Antonio Rios,Demian Chorovicz,Cuerpo a cuerpo,2001-05-31
Antonio Rios,Demian Chorovicz,El macho del siglo,2001-05-31
Antonio Rios,Los Chakales,Casi la Mato,2019-07-12
Antonio Rios,La Repandilla,Yo Me Equivoqué,2011-01-01
Antonio Rios,Rodolfo Mederos,"Recuerdos de Bohemia (with Leopoldo Federico, Antonio Ríos & Rodolfo Mederos)",2017-06-11
Rodolfo Mederos,Daniel Barenboim,"Piazzolla: Estaciónes porteñas: No. 1, Verano porteño",2022-10-28
Rodolfo Mederos,Daniel Barenboim,"Ginastera: Danzas argentinas, Op. 2: No. 2, La moza donosa",2022-10-28
Rodolfo Mederos,Daniel Barenboim,Salgán: Don Agustín Bardi,2022-10-28
Rodolfo Mederos,Daniel Barenboim,Piazzolla: Tzigane tango,2022-10-28
Rodolfo Mederos,Daniel Barenboim,"Piazzolla: Estaciónes porteñas: No. 3, Invierno porteño",2022-10-28
Rodolfo Mederos,Daniel Barenboim,Salgán & de Lío: Aquellos tangos camperos,2022-10-28
Rodolfo Mederos,Daniel Barenboim,"Piazzolla: Estaciónes porteñas: No. 4, Primavera porteña",2022-10-28
Rodolfo Mederos,Daniel Barenboim,Gardel / Arr. Carli: Mi Buenos Aires querido,2022-10-28
Rodolfo Mederos,Daniel Barenboim,Piazzolla: Adiós Nonino,2022-10-28
Rodolfo Mederos,Daniel Barenboim,Gardel / Arr. Carli: El día que me quieras,2022-10-28
Rodolfo Mederos,Daniel Barenboim,Salgán: A fuego lento,2022-10-28
Rodolfo Mederos,Daniel Barenboim,"Piazzolla: Estaciónes porteñas: No. 2, Otoño porteño",2022-10-28
Rodolfo Mederos,Daniel Barenboim,Piazzolla & Troilo: Contrabajeando,2022-10-28
Rodolfo Mederos,Daniel Barenboim,Resta: Bailecito,2022-10-28
Rodolfo Mederos,Héctor Console,"Piazzolla: Estaciónes porteñas: No. 1, Verano porteño",2022-10-28
Rodolfo Mederos,Héctor Console,Salgán: Don Agustín Bardi,2022-10-28
Rodolfo Mederos,Héctor Console,"Piazzolla: Estaciónes porteñas: No. 3, Invierno porteño",2022-10-28
Rodolfo Mederos,Héctor Console,Salgán & de Lío: Aquellos tangos camperos,2022-10-28
Rodolfo Mederos,Héctor Console,"Piazzolla: Estaciónes porteñas: No. 4, Primavera porteña",2022-10-28
Rodolfo Mederos,Héctor Console,Gardel / Arr. Carli: Mi Buenos Aires querido,2022-10-28
Rodolfo Mederos,Héctor Console,Gardel / Arr. Carli: El día que me quieras,2022-10-28
Rodolfo Mederos,Héctor Console,Salgán: A fuego lento,2022-10-28
Rodolfo Mederos,Héctor Console,"Piazzolla: Estaciónes porteñas: No. 2, Otoño porteño",2022-10-28
Rodolfo Mederos,Héctor Console,Piazzolla & Troilo: Contrabajeando,2022-10-28
Rodolfo Mederos,Horacio Salgán,Salgán: Don Agustín Bardi,2022-10-28
Rodolfo Mederos,Horacio Salgán,Salgán & de Lío: Aquellos tangos camperos,2022-10-28
Rodolfo Mederos,Horacio Salgán,Salgán: A fuego lento,2022-10-28
Rodolfo Mederos,Ubaldo De Lio,Salgán & de Lío: Aquellos tangos camperos,2022-10-28
Rodolfo Mederos,Carlos Gardel,Gardel / Arr. Carli: Mi Buenos Aires querido,2022-10-28
Rodolfo Mederos,Carlos Gardel,Gardel / Arr. Carli: El día que me quieras,2022-10-28
Rodolfo Mederos,ALBERTO GINASTERA,"Ginastera: Danzas argentinas, Op. 2: No. 2, La moza donosa",2022-10-28
Rodolfo Mederos,Anibal Troilo,Piazzolla & Troilo: Contrabajeando,2022-10-28
José Carli,Pedro Laurenz,Mala junta (arr. J. Carli),2012-05-02
José Carli,Pedro Laurenz,Orgullo criollo (arr. J. Carli),2012-05-02
José Carli,Pedro Laurenz,Mal de amores (arr. J. Carli),2012-05-02
José Carli,Julio De Caro,Mala junta (arr. J. Carli),2012-05-02
José Carli,Julio De Caro,Orgullo criollo (arr. J. Carli),2012-05-02
José Carli,Héctor Stamponi,Yo queria ser feliz (arr. J. Carli),2012-05-02
José Carli,Carlos Gardel,El dia que me quieras (arr. J. Carli),2012-05-02
José Carli,Pablo Agri,El dia que me quieras (arr. J. Carli),2012-05-02
José Carli,Pablo Agri,Resumen,2012-05-02
José Carli,Pablo Agri,El dia que me quieras (arr. J. Carli),2017-06-11
Roberto Yanes,Saul Cosentino,Otra Soledad,2008-04-01
Gustavo Beytelmann,Carlos Pesce,El Portenito,1995
Gustavo Beytelmann,Antonio Polito,El Portenito,1995
Gustavo Beytelmann,Angel Villoldo,El Portenito,1995
Gustavo Beytelmann,Juan José Mosalini,El Portenito,1995
Gustavo Beytelmann,Juan José Mosalini,Taquilo Militar,1995
Gustavo Beytelmann,Juan José Mosalini,Elégie,1995
Gustavo Beytelmann,Juan José Mosalini,Niebla de Riachuelo,1995
Gustavo Beytelmann,Juan José Mosalini,Caseron de Tejas,1995
Gustavo Beytelmann,Juan José Mosalini,Cardo y Malvon,1991
Gustavo Beytelmann,Juan José Mosalini,Violento,1990
Gustavo Beytelmann,Juan José Mosalini,Fables of Faubus,1990
Gustavo Beytelmann,Juan José Mosalini,Raices Dos,1990
Gustavo Beytelmann,Juan José Mosalini,Raices Tres,1990
Gustavo Beytelmann,Juan José Mosalini,Canal Saint Martin,1990
Gustavo Beytelmann,Juan José Mosalini,L'autre visage,1990
Gustavo Beytelmann,Juan José Mosalini,Apretonados,1990
Gustavo Beytelmann,Juan José Mosalini,Crepuscule with Nellie,1990
Gustavo Beytelmann,Juan José Mosalini,Travesia,1987-01-01
Gustavo Beytelmann,Juan José Mosalini,Le crabe,1987-01-01
Gustavo Beytelmann,Juan José Mosalini,Ballade pour un trio argentin,1987-01-01
Gustavo Beytelmann,Juan José Mosalini,Milonga de la tierra,1987-01-01
Gustavo Beytelmann,Juan José Mosalini,El Portenito,2017-06-11
Gustavo Beytelmann,Sebastian Piana,Caseron de Tejas,1995
Gustavo Beytelmann,Juan Carlos Cobian,Niebla de Riachuelo,1995
Norberto Capelli,Carlos Guastavino,"Pueblito, mi Pueblo",2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Coloniales: I. Cuando Acaba de Llover,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Coloniales: II. Préstame tu Pañuelito,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Coloniales: III. Ya me voy a Retirar,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Coloniales: IV. Las Puertas de la Mañana,2001-10-24
Norberto Capelli,Carlos Guastavino,Luna de los Tristes,2001-10-24
Norberto Capelli,Carlos Guastavino,Romance de José Cubas,2001-10-24
Norberto Capelli,Carlos Guastavino,El Sampedrino,2001-10-24
Norberto Capelli,Carlos Guastavino,Doce Canciones Populares: Hermano,2001-10-24
Norberto Capelli,Carlos Guastavino,Doce Canciones Populares: Pampamapa,2001-10-24
Norberto Capelli,Carlos Guastavino,Doce Canciones Populares: Pampasila,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Argentinas: I. Desde que te Conocí,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Argentinas: II. Viniendo de Chilecito,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Argentinas: III. En los Surcos del Amor,2001-10-24
Norberto Capelli,Carlos Guastavino,Cuatro Canciones Argentinas: IV. Mi Garganta,2001-10-24
Norberto Capelli,Carlos Guastavino,Milonga de dos Hermanos,2001-10-24
Norberto Capelli,Carlos Guastavino,La Rosa y el Sauce,2001-10-24
Norberto Capelli,Carlos Guastavino,Seis Canciones de Cuna: Hallazgo,2001-10-24
Norberto Capelli,Carlos Guastavino,Seis Canciones de Cuna: Encantamiento,2001-10-24
Norberto Capelli,Carlos Guastavino,Seis Canciones de Cuna: Rocio,2001-10-24
Norberto Capelli,Carlos Guastavino,Se Equivoco La Paloma (Rafael Alberti),2001-10-24
Juanjo Dominguez,Fede Gareis,Alegre Despertar,2017-06-30
Juanjo Dominguez,Fede Gareis,Vientos de Cambio,2017-06-30
Juanjo Dominguez,Fede Gareis,La Dulce Betty,2017-06-30
Juanjo Dominguez,Fede Gareis,La Inexistente,2017-06-30
Juanjo Dominguez,Fede Gareis,Tonada Pal Amigo,2017-06-30
Juanjo Dominguez,Fede Gareis,Vals para Patrick (feat. Majo Lanzón & Fede Gareis),2017-06-30
Juanjo Dominguez,Luis Borda,Estampa Del Norte,2013-07-02
Juanjo Dominguez,Luis Borda,Marginal Milonga,2013-07-02
Juanjo Dominguez,Luis Borda,Milonguera,2013-07-02
Juanjo Dominguez,Luis Borda,Lunecer,2013-07-02
Juanjo Dominguez,Luis Borda,El Payaso Sin Cabeza,2013-07-02
Juanjo Dominguez,Luis Borda,Ritmo De Balonga,2013-07-02
Juanjo Dominguez,Luis Borda,Tango Milonga,2013-07-02
Juanjo Dominguez,Nini Flores,A Dos Hermanos de Ley,2010-06-01
Juanjo Dominguez,Julio Pane,El Día que me Quieras,2010-06-01
Juanjo Dominguez,Aquiles Roggero,Milionga Flamenca,2016-12-22
Rodrigo Tapari,Lola Ponce,La Bendición - Unidos,2020-12-10
Rodrigo Tapari,Lorelei Taron,La Bendición - Unidos,2020-12-10
Rodrigo Tapari,Jambao,Heroes Sin Capa,2020-05-30
Rodrigo Tapari,Oscar Belondi,Heroes Sin Capa,2020-05-30
Rodrigo Tapari,Oscar Belondi,Hasta Nunca Amor,2020-05-08
Rodrigo Tapari,Oscar Belondi,Heroes Sin Capa,2017-06-11
Rodrigo Tapari,La Repandilla,Volveré a Abrazarte,2020-05-02
Sol Bassa,Santiago Moraes,Compra-Venta,2021-08-27
Andrea Prodan,Celina Varela,Black City,2020-11-13
Andrea Prodan,Celina Varela,Red Chinatown,2020-11-13
Andrea Prodan,Celina Varela,Forget It,2020-11-13
Andrea Prodan,Celina Varela,Credit Cards,2020-11-13
Andrea Prodan,Celina Varela,Opinionated,2020-11-13
Andrea Prodan,Celina Varela,Show It from the Window,2020-11-13
Andrea Prodan,Celina Varela,Lies,2020-11-13
Andrea Prodan,Celina Varela,El Nuevo Steve Mcqueen,2020-11-13
Andrea Prodan,Celina Varela,Súper Cali Fragil,2020-11-13
Andrea Prodan,Celina Varela,Nuestro Infierno Acá,2020-11-13
Andrea Prodan,Celina Varela,June,2020-11-13
Andrea Prodan,Celina Varela,Solutions,2020-11-13
Los Caligaris,Ciro y los Persas,Queda en Esta Noche,2019-09-20
Los Caligaris,Piti Fernández,Mi Estanciera y Yo - Vivo,2016-10-14
Los Caligaris,"Javier ""La Pepa"" Brizuela",Pecado de Juventud,2011-09-04
Los Caligaris,"Martín ""Mono"" Fabio",Cuarteto Rockero,2009-04-04
Babasónicos,Emisor,Risa (X Emisor),2005
Babasónicos,Daniel Melero,Putita Campestre,2005
Babasónicos,Daniel Melero,Putita Callada,2005
Babasónicos,Daniel Melero,Putita Cansada,2005
Babasónicos,Daniel Melero,Putita Gótica,2005
Babasónicos,Daniel Melero,Fizz,2002
Babasónicos,El Otro Yo,Los Calientes - Afiebrado Remix,2002
Babasónicos,Capri,Pendejo - Compumarcha 2000,2002
Babasónicos,Romina Cohn,Pendejo - Romina Cohn Mix,2002
Babasónicos,Altocamet,Camarín - Camet Freak Mix,2002
Babasónicos,Bruno Galindo,El Target,2012-02-05
Babasónicos,Bruno Galindo,Tú Me Muestras Lo Que No Conozco Yo Te Recuerdo Lo Que Has Olvidado,2012-02-05
Babasónicos,Bruno Galindo,El Último Aviso,2012-02-05
Babasónicos,Bruno Galindo,Volumetrías,2012-02-05
Kapanga,Walter Meza,Angus Young,2002-01-01
Kapanga,La Perra Que Los Parió,Por Acá No Pasarán,2021-09-17
Kapanga,Jambao,La Barca (feat. Kapanga),2022-06-10
Kapanga,Piti Fernández,En cuero y en patas,2019-12-20
Kapanga,Karamelo Santo,Recuerdo Tu Futuro Hoy,2018-03-01
Joaquín Levinton,Juliana Gattas,Be My Baby,2020-10-30
Juanchi Baleiron,Ricardo Soule,Presente (El Momento en Que Estás) - 50º Aniversario,2020-09-25
Juanchi Baleiron,Nonpalidece,Salir del Olvido,2021-10-01
Juanchi Baleiron,Super Ratones,Un Minuto Es Mucho Tiempo,2019-11-29
Juanchi Baleiron,Super Ratones,Voy a inventar recuerdos,2009-11-11
Juanchi Baleiron,Super Ratones,Esperando al sol,2009-11-11
Juanchi Baleiron,Super Ratones,Ariel saltó,2009-11-11
Juanchi Baleiron,Vandera,Presente (El Momento en Que Estás) - 50º Aniversario,2017-06-11
Juanchi Baleiron,Elena Roger,Presente (El Momento en Que Estás) - 50º Aniversario,2017-06-11
Juanchi Baleiron,Chizzo Napoli,Presente (El Momento en Que Estás) - 50º Aniversario,2017-06-11
Juanchi Baleiron,Mery Granados,Presente (El Momento en Que Estás) - 50º Aniversario,2017-06-11
Juanchi Baleiron,Gabriel Pedernera,Presente (El Momento en Que Estás) - 50º Aniversario,2017-06-11
