Id,Label,timeset,id_artista,popularidad,generos_musicales,genero,louvain,infomap,modularity_class
El Chavez,El Chavez,,spotify:artist:78At4Kngmy7acsoeNPRHZN,14,['Alternative'],male,5,36,13
Pablo Paz,Pablo Paz,,spotify:artist:1JXqR4BbP8K0e5TrRsy1xy,4,[],male,7,209,13
Wen,Wen,,spotify:artist:0rjsdg29fNA8UHulvYuhP1,0,[],female,7,209,13
Camanchaca,Camanchaca,,spotify:artist:1WkG8BKt8T8Ot7tsxMjQqN,0,[],NA,7,93,13
Fabián Zylberman,Fabián Zylberman,,spotify:artist:2iy2Nm1eh2WxzwezH0CVRY,0,[],male,4,61,2
Javier Cohen,Javier Cohen,,spotify:artist:04XxVxTAdCKjwTlKyjApPp,1,[],male,18,193,2
Quique Condomí,Quique Condomí,,spotify:artist:00lxVGoCuBm1dJX0QPZyJD,0,[],male,4,61,2
Hernan Ríos,Hernan Ríos,,spotify:artist:0h0xEeJa6MntRaHxDfreHY,0,[],male,4,242,6
Juan Parga,Juan Parga,,spotify:artist:4dFdsaq6OSDuoO4AVpLyD0,0,[],male,13,210,10
Fernando Ferandiere,Fernando Ferandiere,,spotify:artist:1jw9mhpe0aIuf1Zc1GCA9Y,0,[],male,13,324,10
Rosita Quiroga,Rosita Quiroga,,spotify:artist:2NXDP8Xj6f3FCzLjkg0Ymw,4,['Tango'],female,9,11,14
Armando Pontier,Armando Pontier,,spotify:artist:1szZbhqQOu1TDHF4bqDeVM,20,['Tango'],male,8,134,1
Domingo Lombardi,Domingo Lombardi,,spotify:artist:5WHmXqz7OrlZzEaS8ta0E3,0,[],male,-1,94,14
José Gonzalez Castillo,José Gonzalez Castillo,,spotify:artist:4oHopp05U0zeAslcCBZm1W,1,['Tango'],male,-1,94,14
Luis Brighenti,Luis Brighenti,,spotify:artist:6DhrPJaf8hsK0FhoWkpoGK,0,[],male,-1,94,14
Cuarteto Guardia Vieja,Cuarteto Guardia Vieja,,spotify:artist:54ZDvAQ5iZJLSOLJqu3QiA,14,['Tango'],NA,-1,48,14
Enrique Dizeo,Enrique Dizeo,,spotify:artist:5em87S0fdnwKvZuQfEG8pJ,2,['Tango'],male,-1,336,14
Juan Carlos Cambón,Juan Carlos Cambón,,spotify:artist:7hbAjlPzzra0hLgWomf1Sp,0,[],male,9,92,12
BlackDali,BlackDali,,spotify:artist:6fQBCAmdaMg4d9WYOMW58B,31,['Reggae'],male,2,137,6
Mateo Sujatovich,Mateo Sujatovich,,spotify:artist:4B1yCLTGYZvR7OZXPczCmb,3,"['Pop', 'Rock', 'Alternative']",male,16,316,7
Juan Pablo Navarro,Juan Pablo Navarro,,spotify:artist:3VetqlnXxXp0slQYyiLMwA,3,['Tango'],male,15,317,7
Mariano Sivori,Mariano Sivori,,spotify:artist:6eHAYfOiw6NhNkud4JKv9g,2,[],male,18,211,13
Pájaro de Fuego,Pájaro de Fuego,,spotify:artist:6iS3tG6I1Zq8XzWTWfqzus,1,[],NA,1,212,6
Victoria Morán,Victoria Morán,,spotify:artist:6IptlypanXnLQv0rfKUrlB,5,[],female,5,213,7
Monkey Kids,Monkey Kids,,spotify:artist:5hmh8L2CdiLAvcjdVbhJMk,0,[],NA,18,325,6
Sergio Merce,Sergio Merce,,spotify:artist:1yhOW29TA4aVtDeV37ihed,0,[],male,18,26,6
Jordan Grigg,Jordan Grigg,,spotify:artist:6Y5Fhde5ngMHeY9OhDQaFA,17,[],NA,18,319,6
Marcelo Delgado,Marcelo Delgado,,spotify:artist:6dHuBokTMS4boezIRpqHka,0,[],male,25,142,15
Mavi Díaz,Mavi Díaz,,spotify:artist:4vxmDBcHT1ibxYBYKirIaW,8,"['Pop', 'Folklore', 'Rock']",female,18,214,6
Rodrigo Crespo,Rodrigo Crespo,,spotify:artist:3hGJuiuX0TJVkyue5808np,1,[],male,18,214,6
Paula Maffia,Paula Maffia,,spotify:artist:4soieU4IFUQEcYULczxzFa,26,['Alternative'],female,5,20,13
Martín Reznik,Martín Reznik,,spotify:artist:1G0rNs1tF3aJ8WdLTBUyLb,0,[],male,5,20,13
Pablo Dacal,Pablo Dacal,,spotify:artist:2B4BCqQ745oxQY7Je6oEFU,16,['Alternative'],male,5,20,13
Dante Anzolini,Dante Anzolini,,spotify:artist:3ere3d5P9K69t3DUVARI4Z,1,[],male,1,320,6
Rafael Gintoli,Rafael Gintoli,,spotify:artist:4VQumRfhLnn346SuTA0jNC,0,[],male,26,215,1
Pedro Saenz,Pedro Saenz,,spotify:artist:0MluzI9LpanQT9iraPdpl8,0,[],male,26,91,1
Lía Cimaglia Espinosa,Lía Cimaglia Espinosa,,spotify:artist:26mvh3HIDxQ7g0axPxoxxd,0,[],female,26,91,1
Irma Urteaga,Irma Urteaga,,spotify:artist:3lukHq55Q6zWOQkOL5lrtS,0,[],female,26,91,1
Olga Barboaza,Olga Barboaza,,spotify:artist:106IVZ6ZYHUm2cPMiy2tdv,0,[],NA,1,204,11
Jorge Caldara,Jorge Caldara,,spotify:artist:0M3rzvtYVCYi9BAXGtEoBd,0,['Tango'],male,12,51,14
Daiana Leonelli,Daiana Leonelli,,spotify:artist:1phW938sv11jq0j5fZCRsr,16,['Alternative'],female,1,140,13
Miau Trío,Miau Trío,,spotify:artist:0WIn93XS8EmNaLPG3AZpeL,29,['Alternative'],NA,1,140,13
Richard Coleman,Richard Coleman,,spotify:artist:6Hngy3cPnHG2DO493ZxSya,22,"['Pop', 'Rock', 'Alternative']",male,1,79,6
Tavo Kupinski,Tavo Kupinski,,spotify:artist:0kVGhFz57CPHwGueXgLa7Q,0,"['Tango', 'Rock', 'Reggae']",NA,1,337,6
Roque Narvaja,Roque Narvaja,,spotify:artist:7962171njr0mXGlo7bNVWx,19,"['Pop', 'Rock']",male,1,79,6
Jorge Maronna,Jorge Maronna,,spotify:artist:1vk2uohBsRHxclHPBQZxJU,0,[],male,1,79,6
Florencia Paz,Florencia Paz,,spotify:artist:7c5vya7UGr2OU2L9Q7ura8,5,['Folklore'],female,1,205,6
Vox Dei,Vox Dei,,spotify:artist:1sTOtMflHQ1ULtuozST5RR,36,"['Rock', 'Metal']",NA,1,64,13
Ricardo Tapia,Ricardo Tapia,,spotify:artist:3NONwjxJLj1yc4GjBdBeUY,4,"['Tango', 'Rock']",male,1,64,13
Rodrigo Rabery,Rodrigo Rabery,,spotify:artist:7boaEFcJzVCP49ht1FdXTp,3,[],male,12,59,5
Carlos Galarce,Carlos Galarce,,spotify:artist:1lRa5OBXnPtrorBeB5IaIq,0,[],male,19,66,12
Terig Tucci y Su Orquesta,Terig Tucci y Su Orquesta,,spotify:artist:1bWX8nCo0UjalZwjh5jr1Q,2,[],male,19,66,12
Ignacio Corsini,Ignacio Corsini,,spotify:artist:5LiOoJbxVSAMkBS2fUm3X2,24,['Tango'],male,9,117,12
Carlos Lafuente,Carlos Lafuente,,spotify:artist:1eNJZfAHoq5zu1sUukbhAe,3,[],male,9,22,12
José Bohr,José Bohr,,spotify:artist:3QXlUkPBEi2QDPzYLJxnw0,0,['Tango'],male,9,22,12
Ortega del Cerro,Ortega del Cerro,,spotify:artist:7GvjBIm24mo1EZf022vBTm,0,[],male,9,22,12
Alberto Carol,Alberto Carol,,spotify:artist:2jOJxc7y5sXnthiDbWwAZP,2,[],male,9,22,12
Hector Palacios,Hector Palacios,,spotify:artist:3JKxjZPgSVTZuSdxeYqPHV,1,['Tango'],male,9,22,12
Alejandro Kauderer,Alejandro Kauderer,,spotify:artist:23UdLCuyTrLGay2CGjF0PC,6,[],male,5,141,9
Haien Qiu,Haien Qiu,,spotify:artist:2vLHEnZolEk1eOoQ6ZjDZI,9,[],female,5,20,13
Sofja,Sofja,,spotify:artist:6YPy534eIBgUC8aaUr5VcY,0,[],NA,5,338,13
Golpe Erótico,Golpe Erótico,,spotify:artist:33MAc1FAR0VI8kaj51Hwa6,0,[],NA,5,322,13
María Ezquiaga,María Ezquiaga,,spotify:artist:5v8omMFYuqXgJxEHPpw7qn,5,[],female,5,143,13
Coni Cibils,Coni Cibils,,spotify:artist:6VKYRDDhHcvnKnaUB1P5bA,0,[],female,18,26,6
The Cherry Blues Project,The Cherry Blues Project,,spotify:artist:2LGZDUWBTmKNHpQmmTWYrD,0,[],NA,7,93,13
Soema Montenegro,Soema Montenegro,,spotify:artist:3k4DZyXoTNV3aU940gXJUO,8,"['Folklore', 'Alternative']",female,4,318,13
Guillermo Beresñak,Guillermo Beresñak,,spotify:artist:6nVfCc2kQYEbOAf5xEfN24,13,[],male,4,323,13
Faauna,Faauna,,spotify:artist:4tloZXpk6kKF642jyyqdEZ,23,"['Cumbia', 'Electronica']",NA,5,216,13
Javier Navascués,Javier Navascués,,spotify:artist:4WmrxF63IePcZfWuJYdcA7,0,[],male,13,324,10
Celedonio Flores,Celedonio Flores,,spotify:artist:5LPk6kCwCVpyb6nzLGEWzs,9,['Tango'],male,9,11,14
Luis Teisseire,Luis Teisseire,,spotify:artist:23QWtGCd7I9yKyXEAYGUm9,0,['Tango'],male,9,326,14
Gerónimo Gradito,Gerónimo Gradito,,spotify:artist:4Uc4Y8ew5jHf4Id99BPNsj,0,[],male,9,326,14
Francisco García Jiménez,Francisco García Jiménez,,spotify:artist:6d8pUydOLBV2Prx6TzOsSe,0,['Tango'],male,9,11,14
Juan Bautista Guido,Juan Bautista Guido,,spotify:artist:3HxPIWdIyT0oGTNnVbGMBB,0,['Tango'],male,9,11,14
Ciriaco Ortiz,Ciriaco Ortiz,,spotify:artist:55p4ruxJzQ4HsPRk2N7IRH,2,['Tango'],male,9,11,14
Florindo Sassone,Florindo Sassone,,spotify:artist:3UxoLSuhPEXE81rnYRPkub,18,['Tango'],male,8,134,1
Cirilo Fernandez,Cirilo Fernandez,,spotify:artist:4Xr6dK5pdkdLA1KyLFaTrG,23,[],male,18,211,13
Lulo Isod,Lulo Isod,,spotify:artist:5aY8pJBIffI6ozgszJTAhc,0,[],NA,1,212,6
Julian Sanza,Julian Sanza,,spotify:artist:6gMypO0MIeQU2x67phEDh8,15,[],male,18,325,6
Mariano Malamud,Mariano Malamud,,spotify:artist:2qZuRmiCs1RZXwEVZZsjk1,0,[],male,25,142,15
Graciela Oddone,Graciela Oddone,,spotify:artist:7N39lSpHAAOXDywurZpYNA,10,[],female,25,142,15
Alicia Terzian,Alicia Terzian,,spotify:artist:5tLgI2LGJaVMT4xbu2h6aq,0,[],female,26,215,1
Nación Ekeko,Nación Ekeko,,spotify:artist:5sNieaixWfKFosseXlWOym,34,['Folklore'],NA,1,140,13
Emilio Kauderer,Emilio Kauderer,,spotify:artist:3Ie0iKmYPXlTXUzCiGOmDq,29,['Tango'],NA,5,141,9
Manu Caizza,Manu Caizza,,spotify:artist:1uEfPM6w65JkYEzhKdZepV,0,[],male,5,143,13
Rosal,Rosal,,spotify:artist:4VvzpUNrZ5CAqRascoLb1O,22,['Alternative'],NA,5,143,13
Sebastian Schon,Sebastian Schon,,spotify:artist:0EovpzobmEqGoPa2ZUx334,4,"['Electronica', 'Rock']",male,5,143,13
Rayador,Rayador,,spotify:artist:7MzbDvCrvJTEiwiRYWTbVB,0,[],NA,5,216,13
Un Tipo Sin Ritmo,Un Tipo Sin Ritmo,,spotify:artist:0oR00liOtlTL1113Ig0QQO,0,[],NA,5,216,13
Mariana Päraway,Mariana Päraway,,spotify:artist:17FXNujFBCzgEHqMIULmja,16,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,5,309,13
An Espil,An Espil,,spotify:artist:0GEBrC42d3MZT2LpDPh2qt,29,"['R&B', 'Alternative']",female,18,1,13
Abril Olivera,Abril Olivera,,spotify:artist:0syNXPcVZZpTvXcfoRaXLg,24,['R&B'],female,18,269,13
Axel Mark,Axel Mark,,spotify:artist:0BxJVdQrTrAKG3x3STcevC,6,[],male,18,1,13
Fernández 4,Fernández 4,,spotify:artist:2tI0jqFT5qiFp6GASa6k8R,21,"['Jazz', 'Rock', 'Alternative']",NA,18,1,13
Phunktastike,Phunktastike,,spotify:artist:2wvha33qV126VY4l7kT3Ge,2,[],male,18,327,6
Carlos Groisman,Carlos Groisman,,spotify:artist:7H4zhh8TyFez7szEHk2uml,0,[],male,25,142,15
Aquiles Roggero,Aquiles Roggero,,spotify:artist:6os0B7r6wlqLiGbgvtrKwi,0,['Tango'],male,6,215,6
Daniel Tarrab,Daniel Tarrab,,spotify:artist:6prBfbtbeg5w7oAH6jffjM,2,[],male,24,284,1
Federico Jusid,Federico Jusid,,spotify:artist:4Bjfwb6PiXwqru4DHOMwIq,31,[],male,5,141,9
Dinastía,Dinastía,,spotify:artist:3WwVo2fYI0tf6G32a0qQFF,5,[],male,0,236,0
Guido Sava,Guido Sava,,spotify:artist:6yI6LhM9bBTGMMunlrnGPB,0,[],male,18,327,6
Orquesta Sinfónica Nacional Juvenil José de San Martín,Orquesta Sinfónica Nacional Juvenil José de San Martín,,spotify:artist:5W7yGYyJRGTkEQMukp0wdt,0,[],NA,25,-1,15
