Id,Label,timeset,id_artista,popularidad,generos_musicales,genero,louvain,infomap,modularity_class
Daniel Binelli,Daniel Binelli,,spotify:artist:3pI9A9672brzUyGUtkaGqh,21,['Tango'],male,10,184,1
Carlos Nozzi,Carlos Nozzi,,spotify:artist:1YXMZPdfSoD4VhXO2FpbVw,0,[],NA,10,0,1
Gerardo Gandini,Gerardo Gandini,,spotify:artist:5BvrtZLtPiMJR57CpfRYQN,3,['Clasico'],male,4,27,6
Pablo Ziegler,Pablo Ziegler,,spotify:artist:3T5pmAbfrkFjPg1D2sCzDY,21,['Tango'],male,10,0,1
Alfredo Alcón,Alfredo Alcón,,spotify:artist:5TV6Czh1RrFQlDfYP5IDhZ,0,[],male,10,0,1
Jorge Morel,Jorge Morel,,spotify:artist:3PCmED1ckvLHpYTJ8VuX7N,23,[],male,10,0,1
Victor Villadangos,Victor Villadangos,,spotify:artist:4GOS7bvnz94dzQVeDgghaF,34,[],male,13,16,10
SWF-Rundfunkorchester,SWF-Rundfunkorchester,,spotify:artist:607tmMMhM6asSx6AWcjgy7,2,[],NA,10,0,1
Lalo Schifrin,Lalo Schifrin,,spotify:artist:39iHRO9MH9To3gjW7wqaW1,42,['Rock'],male,10,186,1
Antonio Rios,Antonio Rios,,spotify:artist:7s652lD4v77szrPEfgMTBi,51,['Cumbia'],male,10,262,1
Rodolfo Mederos,Rodolfo Mederos,,spotify:artist:6eas1NblWrY95XvCm0V3zC,22,"['Jazz', 'Tango']",male,10,263,1
Jorge Luis Borges,Jorge Luis Borges,,spotify:artist:7cC7jkVtiRu4JDIrG1X51P,21,[],male,10,0,1
Lito Cruz,Lito Cruz,,spotify:artist:63NylTJACZNFLX8T6XUJI1,19,[],male,10,0,1
Héctor Console,Héctor Console,,spotify:artist:1WhJevvVMI2nQxyp2gYQTU,22,[],male,10,0,1
Orquesta Estable del Teatro Colón,Orquesta Estable del Teatro Colón,,spotify:artist:5gAHakiwLZCyLvIWwgWUjJ,2,['Tango'],NA,10,0,1
José Carli,José Carli,,spotify:artist:0WR3tGW87hKZ0hi1mj1Rhk,1,[],male,8,161,8
Roberto Yanes,Roberto Yanes,,spotify:artist:36gGhh6LVf87HeDHnSQ0BD,19,[],male,20,0,7
Daniel Riolobos,Daniel Riolobos,,spotify:artist:0DNtRB9Ove4aRbaBMwy9VI,20,[],male,10,0,1
Gustavo Beytelmann,Gustavo Beytelmann,,spotify:artist:2PH8EDFFaImOaGSe0yXVVu,7,['Tango'],male,10,187,1
Norberto Capelli,Norberto Capelli,,spotify:artist:7rJOI7I6aatzsPLNjYZ5gF,0,[],male,13,62,10
Kali Sandoval,Kali Sandoval,,spotify:artist:6GLA950o5qHRNVfQYhZLGq,1,[],female,0,74,0
théos,théos,,spotify:artist:3zyJ0KYR7Zxowqq4T4QKru,42,['Trap'],male,0,331,0
Pimpinela,Pimpinela,,spotify:artist:7E7CVSqFdLyh0K4AE9uTMo,59,['Pop'],NA,1,39,6
Juanjo Dominguez,Juanjo Dominguez,,spotify:artist:62JdZQLVhEnorpnkE2VdPo,22,"['Tango', 'Folklore']",male,6,111,6
Horacio Guarany,Horacio Guarany,,spotify:artist:7exkSLWDTlXJYcmBhWp9cl,46,['Folklore'],male,2,57,6
Rodrigo Tapari,Rodrigo Tapari,,spotify:artist:1wkImvL5XLLhrNcmX7sVt4,55,['Cumbia'],male,2,29,6
Sol Bassa,Sol Bassa,,spotify:artist:1cttIh2Jh0yR5nxfBmRF6O,13,[],female,2,188,13
Andrea Prodan,Andrea Prodan,,spotify:artist:0dvmNwYnG0qt2yVtW9P1UU,14,"['Rock', 'Punk', 'Reggae']",male,2,264,13
Afrosound Choir,Afrosound Choir,,spotify:artist:34vV8RZzWL7Tr4J01SHUSY,22,[],NA,2,18,13
Ulises Bueno,Ulises Bueno,,spotify:artist:2UqRkW2wfEkZmyvKyTTv2W,58,['Rock'],male,1,224,6
Los Caligaris,Los Caligaris,,spotify:artist:13wFTN72PGSUxzEHJP5Ljs,63,"['Rock', 'Alternative']",NA,1,9,13
Babasónicos,Babasónicos,,spotify:artist:2F9pvj94b52wGKs0OqiNi2,68,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,5,32,13
Kapanga,Kapanga,,spotify:artist:2MLiASzGQHVMyORIApRGsp,48,"['Rock', 'Reggae', 'Alternative']",NA,2,33,13
Joaquín Levinton,Joaquín Levinton,,spotify:artist:40YfcUtQrNSRJty5K9O3eI,13,"['Pop', 'Rock']",male,5,63,13
Juanchi Baleiron,Juanchi Baleiron,,spotify:artist:4CivXQqYkJ5ur1gzzQ9jx0,16,"['Pop', 'Rock', 'Reggae']",male,1,18,6
Turf,Turf,,spotify:artist:0Zncosr79q01riJYbSBNA1,53,"['Rock', 'Alternative']",NA,2,18,13
Gastón Bernardou,Gastón Bernardou,,spotify:artist:6bQNFS784yjIWSGmRdQlhw,0,"['Pop', 'Cumbia', 'Rock', 'Punk', 'Reggae']",NA,2,18,13
Zort,Zort,,spotify:artist:3hjVUCo820MvbrZ1Y987XT,0,['Electronica'],NA,2,18,13
Alberto Castillo,Alberto Castillo,,spotify:artist:14KUc7zg3OndrAMbCNxPBD,37,['Tango'],male,2,265,1
Taty Almeida,Taty Almeida,,spotify:artist:1lDrk9P7ZO7k5hLtJGeDIC,18,[],female,7,238,6
Ale Sergi,Ale Sergi,,spotify:artist:6oKLWbs4OqvmeXnREk0flZ,35,['Pop'],male,1,266,6
Claudio Marciello,Claudio Marciello,,spotify:artist:4gHjWV2oalYMkHYfBCt3Lr,21,"['Tango', 'Folklore', 'Rock', 'Metal']",male,1,64,13
Attaque 77,Attaque 77,,spotify:artist:5rI6C5mJm6GYXbGHhpHTu9,56,"['Rock', 'Punk', 'Alternative']",NA,2,267,6
Marya,Marya,,spotify:artist:5bUQYOK1hZeaxSMRiPm6fo,2,[],NA,1,162,6
Rubén Juárez,Rubén Juárez,,spotify:artist:4idyrAA6wZyU9umXHFoM9p,29,['Tango'],male,9,84,1
Lo' Pibitos,Lo' Pibitos,,spotify:artist:7f4QZ3v32jtmstrh7VHfJL,43,"['Rap', 'Alternative']",NA,1,44,13
Lucas & The Woods,Lucas & The Woods,,spotify:artist:4OIDWn0ASVx73rysnf6pqA,25,['Alternative'],NA,1,52,13
Daniel Agostini,Daniel Agostini,,spotify:artist:3NSJOyQdSXncJloHqhwlQB,54,['Cumbia'],male,3,189,5
Los Chakales,Los Chakales,,spotify:artist:643YpbScVr0u07i276NRiP,33,['Cumbia'],NA,3,239,5
Bandalos Chinos,Bandalos Chinos,,spotify:artist:0wn2qDKzeFlhjRUtJAwJjp,59,"['Rock', 'Alternative']",NA,5,126,13
Chiara Parravicini,Chiara Parravicini,,spotify:artist:7CAbOypVuQA9Rk7359TMas,26,['Alternative'],female,1,268,13
Usted Señalemelo,Usted Señalemelo,,spotify:artist:1a1v0OJC5GqtsLwzoqJm7j,50,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,1,8,13
Meteoros,Meteoros,,spotify:artist:0i9C2rVWJ2UtTV6ZAixxmB,27,['Pop'],NA,1,156,13
Kid Munni,Kid Munni,,spotify:artist:2HBcNkdZk8JzGkqlc7RsIL,30,['Trap'],NA,0,105,0
El príncipe idiota,El príncipe idiota,,spotify:artist:5xEgsOYkENDU9TRoKMWW3u,29,"['Rock', 'Alternative']",NA,1,159,13
Acus,Acus,,spotify:artist:39DDfcoTv0v0HoZY1ZoPWp,19,['R&B'],non-binary,18,269,13
Isla de Caras,Isla de Caras,,spotify:artist:0GUxqzAYRCveTfqBLhojnF,41,['Alternative'],NA,0,23,0
El Chacal & Los Alpes Floreados,El Chacal & Los Alpes Floreados,,spotify:artist:6vtp1NouNva4jvDI2IqQey,22,['Alternative'],NA,1,24,13
Gabo Ferro,Gabo Ferro,,spotify:artist:085q57OvE341Q8n77AE9RT,38,"['Rock', 'Alternative']",male,1,163,6
Emilia Wingeyer,Emilia Wingeyer,,spotify:artist:7mYQKYwFRmr4MLDbpJdwaM,0,[],female,3,240,5
Quique Sinesi,Quique Sinesi,,spotify:artist:3ugxBGVKHKCdUzIvzTUQze,21,"['Jazz', 'Tango', 'Folklore']",male,10,270,1
Silvina López,Silvina López,,spotify:artist:0LBa93wnHVvgipmc8jjk0m,10,[],female,13,45,5
Chancha Via Circuito,Chancha Via Circuito,,spotify:artist:6E8vZ5lkpXbXlkgHhbVJSl,45,"['Cumbia', 'Folklore']",male,7,42,13
Agustín Guerrero,Agustín Guerrero,,spotify:artist:5I59QojHd5nU2WGUVnfB8m,2,['Tango'],male,17,30,2
Ramiro Flores,Ramiro Flores,,spotify:artist:59YTycBxhexu6zRUAQas1t,21,['Jazz'],male,18,65,2
Aca Seca Trio,Aca Seca Trio,,spotify:artist:6nvkqGQVDZLm0y1TxubrFA,30,"['Folklore', 'Rock']",NA,4,112,6
Rodrigo Dominguez,Rodrigo Dominguez,,spotify:artist:3j30jmYK2pIEgaw3ZTLyL2,2,[],male,18,271,2
Sergio Verdinelli,Sergio Verdinelli,,spotify:artist:4ujhVf7VBbCNR8HaOnmg8x,6,"['Jazz', 'Folklore', 'Rock']",male,18,165,2
"Gustavo ""Cuchi"" Leguizamon","Gustavo ""Cuchi"" Leguizamon",,spotify:artist:3VKqXPG7o5b1JZ9vQSbdAH,4,[],male,17,166,2
Roberto Chanel,Roberto Chanel,,spotify:artist:1Newv0kwOisVM6rtV7iiWL,22,['Tango'],male,8,46,9
Jorge Vidal,Jorge Vidal,,spotify:artist:1UJLNPqfYGcW8KHxOgPqZj,20,['Tango'],male,8,47,9
Charlo,Charlo,,spotify:artist:3Ry0Bx0jq7Z6nbzTfcsvkL,21,['Tango'],male,-1,66,14
Edmundo Rivero,Edmundo Rivero,,spotify:artist:6ULt24uY5oov72S2fY1qoi,34,['Tango'],male,9,48,1
Floreal Ruiz,Floreal Ruiz,,spotify:artist:5MKgOzGl9pBQ1wgcWL88hJ,24,['Tango'],male,10,272,1
Alberto Echagüe,Alberto Echagüe,,spotify:artist:659t7L9mu8Kfk0JquBRXFM,27,['Tango'],male,11,273,12
Raul Iriarte,Raul Iriarte,,spotify:artist:0BVutgpayh84Z50y8GyhaJ,20,['Tango'],male,8,127,1
Carlos Gardel,Carlos Gardel,,spotify:artist:05Q9xndTxhXhD5trpmTtfU,48,['Tango'],male,23,117,1
Carlos Dante,Carlos Dante,,spotify:artist:5GFa1oIEY4uabHh6L54t8d,30,['Tango'],male,14,13,8
Alberto Marino,Alberto Marino,,spotify:artist:1gk2rAR139bIdjgbDSyvT5,24,['Tango'],male,9,11,1
Orquesta Tipica Porteña,Orquesta Tipica Porteña,,spotify:artist:2BtyDKqqekgiDmcEWB1ccz,26,[],NA,9,11,1
Nestor Astarita,Nestor Astarita,,spotify:artist:45y1rWlUfzQmyR3RLCHF3x,6,['Jazz'],male,6,106,5
Hugo Lobo,Hugo Lobo,,spotify:artist:50UQHipbWWMFQiT6DZYvHN,30,['Reggae'],male,2,80,13
Ernesto Romeo,Ernesto Romeo,,spotify:artist:65uLXI2bJ9yseni5g0ajfU,16,[],male,2,28,13
BOOM BOOM KID,BOOM BOOM KID,,spotify:artist:3Zy9epYPdkzL0IYzCvLGhp,1,[],NA,2,181,13
Actitud Maria Marta,Actitud Maria Marta,,spotify:artist:7bRRdkXGiJNwJaYgekPGRn,10,[],NA,2,28,13
Ainda,Ainda,,spotify:artist:3eZXi1et2XpXPD7PoUDDzE,50,['Alternative'],NA,7,40,13
Ernesto Snajer,Ernesto Snajer,,spotify:artist:2lsW2v88mmr3SCDpKFlUao,29,"['Tango', 'Folklore']",male,3,31,7
Diego Schissi,Diego Schissi,,spotify:artist:0UyEKAZHgqGAVk610fpW1l,8,[],male,4,119,6
Mariano Loiacono,Mariano Loiacono,,spotify:artist:2nJSd6dTLpgAj6yXRqoDw3,3,[],male,15,241,7
Juan Carlos Caceres,Juan Carlos Caceres,,spotify:artist:3JuAkCibNlIcgHixqvJnaW,25,['Tango'],male,2,274,6
Cuti Carabajal,Cuti Carabajal,,spotify:artist:2wxP22uu9RzqeHT13xmHKu,21,[],male,2,57,6
Roxana Carabajal,Roxana Carabajal,,spotify:artist:3XliglxGifK0IJjHPxo5MP,28,['Folklore'],female,2,120,6
Terceto Murillo,Terceto Murillo,,spotify:artist:1OJY1HPpYUvhp3ZGX6RiKT,0,[],NA,15,115,7
Pablo Agri,Pablo Agri,,spotify:artist:3XZ8Tmt0YduUosPCLXQlNd,6,[],male,15,30,7
Graciela Carabajal,Graciela Carabajal,,spotify:artist:0PvlzV1yEIsuAV8iSEXRe4,14,[],female,15,115,7
Ariel Puchetta,Ariel Puchetta,,spotify:artist:6R3Xug1WmXHR8bzEodNSRK,0,[],male,15,115,7
Miguel Zavaleta,Miguel Zavaleta,,spotify:artist:2xmzx57bFAkRyqbPuF4cZl,9,"['Jazz', 'Pop', 'Rock']",male,1,41,6
Gringui Herrera,Gringui Herrera,,spotify:artist:5KWHvlzAXeR860x5byWIz9,6,['Rock'],male,2,275,6
Luis Borda,Luis Borda,,spotify:artist:0Go2UvTYJFdzwk6HZXo9SR,9,['Tango'],male,4,114,6
César Franov,César Franov,,spotify:artist:6JGU0dmyxaoWlXRZtBYIhZ,4,"['Jazz', 'Rock']",male,6,128,5
Juan Carlos Ingaramo,Juan Carlos Ingaramo,,spotify:artist:6VY7Sm3RPOc6JnpNMG8AGU,1,[],male,3,121,5
Ricardo Lew,Ricardo Lew,,spotify:artist:32DXCPnu4gvhRa86TviIkH,7,[],male,6,129,5
Norberto Minichillo,Norberto Minichillo,,spotify:artist:6DRX4g7ChffT6cZqWKqlJp,0,[],male,6,114,5
Alan Plachta,Alan Plachta,,spotify:artist:0LIpCAgTqGSTqtSUrcWOny,1,[],male,18,85,2
Guillermo Klein,Guillermo Klein,,spotify:artist:6TV13Hya75hVUbLTvX1Jh3,13,['Jazz'],male,18,65,2
Diego Urcola,Diego Urcola,,spotify:artist:3yscB4e5TBjZUHd2uKdgER,20,['Jazz'],male,18,168,2
Oscar Feldman,Oscar Feldman,,spotify:artist:5MtiE94nZ8vlzcPjnvMkes,0,[],male,18,168,2
Silvia Iriondo,Silvia Iriondo,,spotify:artist:6RlNuHRDeVSq9y9VBzgkw7,18,['Folklore'],female,10,72,6
Ricardo Moyano,Ricardo Moyano,,spotify:artist:4QbhKBmJSQNxyrc1QyjWqQ,9,[],male,4,72,6
Jorge Cardoso,Jorge Cardoso,,spotify:artist:5UFAV2zLKjMLpCbHGdGPfO,19,[],male,20,190,6
Florencia Bernales,Florencia Bernales,,spotify:artist:4Gok5DvYiwtY2TI2ioLDtb,6,[],female,4,276,6
Raul Carnota,Raul Carnota,,spotify:artist:1jQDZYNIE9vOQTYFyk7a41,0,[],male,3,108,6
Mónica Abraham,Mónica Abraham,,spotify:artist:7h7OOifiiMnu024OYqMbJT,5,[],female,4,19,6
Edgardo Cardozo,Edgardo Cardozo,,spotify:artist:6XPnV6YclmmE4DpD5mxYKV,21,['Folklore'],male,3,58,7
Santiago Vázquez,Santiago Vázquez,,spotify:artist:6A8O2qoQS9tiuKth4pqnXi,20,['Folklore'],male,4,58,6
Fernando Gallimany,Fernando Gallimany,,spotify:artist:2zKgkpglmW2x49qCHvi0eJ,0,[],male,15,58,7
Onda Vaga,Onda Vaga,,spotify:artist:3cBb4A9AZeZhcq781P3wCZ,48,"['Rock', 'Alternative']",NA,7,40,13
Goy Ogalde,Goy Ogalde,,spotify:artist:170R5MHc1kaj5wjpe9r0V4,24,"['Folklore', 'Rock', 'Punk', 'Reggae']",NA,4,116,6
La Fuerza Suave,La Fuerza Suave,,spotify:artist:2uoikK8SZM0veqVYsHo1qI,3,[],NA,4,116,6
Goy Karamelo,Goy Karamelo,,spotify:artist:6ivDKC9j7KCZ6vYb9syvcC,11,"['Folklore', 'Rock', 'Punk', 'Reggae']",NA,2,17,13
Justo Lamas,Justo Lamas,,spotify:artist:3nApi3p2CRCGg6RBVm2KS2,2,[],male,3,243,5
Ratones Paranoicos,Ratones Paranoicos,,spotify:artist:5fVtUielMhdztOA34ArB6c,51,"['Rock', 'Punk', 'Alternative']",NA,1,55,6
Luciano Napolitano,Luciano Napolitano,,spotify:artist:1vZDXx2kfTUHnjHy8XchFU,19,"['Rock', 'Metal']",male,1,169,6
Oscar Mediavilla,Oscar Mediavilla,,spotify:artist:4MGAArcxYhHjxrARGASYuF,1,['Rock'],male,3,29,6
Gady Pampillón,Gady Pampillón,,spotify:artist:7rcviU03E3Ure9BMWG4DeB,3,['Rock'],male,3,29,6
Kashmir Orquesta,Kashmir Orquesta,,spotify:artist:655zc6SaolsLw5Fd9WAcbo,5,[],NA,3,170,5
Bruno Arias,Bruno Arias,,spotify:artist:59OheJsvimLlXWvuL9j7Df,32,['Folklore'],male,3,277,5
Los Fundamentalistas del Aire Acondicionado,Los Fundamentalistas del Aire Acondicionado,,spotify:artist:1SKA2QwV2fwGgoMlx16FXO,57,[],NA,21,244,3
Nico Cota,Nico Cota,,spotify:artist:3R7H5BnszTX4pYrBXOkmeR,15,['Rock'],male,18,26,6
Emanero,Emanero,,spotify:artist:2BTS8Np1YzPQuXjgdlqsBB,57,"['Trap', 'HipHop', 'Rap']",male,1,123,6
Adrián Abonizio,Adrián Abonizio,,spotify:artist:3sAyn0ZXCaDZkIL9A3wVKY,7,"['Pop', 'Rock']",male,1,191,5
Leopoldo Deza,Leopoldo Deza,,spotify:artist:2CEbctwisZvRB5OaLVJIVo,2,[],male,20,2,5
Facundo Cabral,Facundo Cabral,,spotify:artist:1vCCUwNiIwC41lEu7EuBmx,44,"['Folklore', 'Rock']",male,6,82,5
Ariel Minimal,Ariel Minimal,,spotify:artist:6QEXv1g4G63n5WjMhUGIA0,13,"['Jazz', 'Pop', 'Rock', 'Punk']",male,18,49,6
Los Músicos del Centro,Los Músicos del Centro,,spotify:artist:1NZh8HG0QvTRep7j8eMgw5,7,[],NA,6,2,5
Los Nuñez,Los Nuñez,,spotify:artist:7FnBSeoCJiZDp4x37Yv5RN,13,['Folklore'],NA,6,2,5
Gustavo Giannini,Gustavo Giannini,,spotify:artist:5fp9DVDJ2m2SMt7cAv6m33,0,"['Jazz', 'Rock']",male,6,2,5
Lalo De Los Santos,Lalo De Los Santos,,spotify:artist:0oFtXR8mGkIZUWq7fWDCDb,4,['Rock'],male,3,121,5
Jorge González,Jorge González,,spotify:artist:1yebGfaci7Kf2rCIkyLRAQ,3,[],male,6,129,5
Guadalupe Raventos,Guadalupe Raventos,,spotify:artist:1KGnsWxPxY8bMrM3c7VZGk,1,[],female,6,192,5
Alejandro Picciano,Alejandro Picciano,,spotify:artist:1IciQzATaOVaYL79WlexPi,0,[],male,15,30,5
Ricardo Soule,Ricardo Soule,,spotify:artist:7CZEgK9uHbpW0RdfbWRIQC,12,['Rock'],male,1,191,6
Andrés Ruiz,Andrés Ruiz,,spotify:artist:4LXSWBTtXbZGhJ5aqzUZhB,5,[],male,6,2,5
Gonzalo Aloras,Gonzalo Aloras,,spotify:artist:68ylNUXfCMZfmd9bBx8Knh,19,"['Pop', 'Rock']",male,3,86,13
Hugo Diz,Hugo Diz,,spotify:artist:1TaPzg8J4MHYLIPw9oAEAj,0,[],male,6,125,5
Rodolfo Alchourrón,Rodolfo Alchourrón,,spotify:artist:5qdByjZTAuYQgpw3gCTaM1,2,[],male,6,2,5
Dino Saluzzi,Dino Saluzzi,,spotify:artist:0XsuWf5f3kRzml20heorPz,25,"['Jazz', 'Tango']",male,13,10,1
Mirtha Defilpo,Mirtha Defilpo,,spotify:artist:5jN2wYqhUCltMC9RnxavSa,5,[],female,6,2,5
Chivo Borraro,Chivo Borraro,,spotify:artist:1TuFeddzdF12Gh1UO0LZ89,3,[],male,6,130,5
Quintino Cinalli,Quintino Cinalli,,spotify:artist:46VejkVhYPLpD9FIhfHt4O,4,[],male,18,193,2
Alfredo Lichter,Alfredo Lichter,,spotify:artist:2YlIkIkGFS6DQbYT8FYTg1,0,[],male,6,2,5
Tito Reyes,Tito Reyes,,spotify:artist:3GW0BlXsUmzMe2dQPo8Yyr,3,['Tango'],male,6,278,5
Alejandro Del Prado,Alejandro Del Prado,,spotify:artist:3iBsdKMbWLCe0jrWxPfUoZ,8,['Rock'],male,6,2,5
Marcelo Peralta,Marcelo Peralta,,spotify:artist:4JDJ1LVjQA8I76Bx3XSN9Y,8,[],male,6,2,5
Vocal Melopea,Vocal Melopea,,spotify:artist:1miIHWzGJKjvrA0QL2FCvM,0,[],NA,6,2,5
Inés Estévez,Inés Estévez,,spotify:artist:4mX2xgo5jq2XKiwFJKWjMf,0,[],female,6,2,5
Dúo Salteño,Dúo Salteño,,spotify:artist:5SAeZRhgmJhgq196BR1Mna,29,['Folklore'],NA,6,279,5
Mario Fiocca,Mario Fiocca,,spotify:artist:51Lai9ogCR4bGofJJmg2LR,0,[],male,6,2,5
Gustavo Bergalli,Gustavo Bergalli,,spotify:artist:3DqfWDH5maQ3VOCfqDE6tS,2,['Jazz'],male,20,194,7
Cuarteto Zupay,Cuarteto Zupay,,spotify:artist:05uOsFLijt0mUTxSD7OaLw,24,['Folklore'],NA,6,2,5
Huinca,Huinca,,spotify:artist:4c6hvFl5G5lPhMu0KRayky,4,['Metal'],NA,6,2,5
"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi","Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",,spotify:artist:0EHM6eKxZALAiJP6Flgok0,0,[],male,6,2,5
La Perra Que Los Parió,La Perra Que Los Parió,,spotify:artist:3sVVMPMbALoko1Iub9ADj7,30,[],NA,2,33,13
Los Reyes del Falsete,Los Reyes del Falsete,,spotify:artist:3fSY3Q7ElfLbI1cR3RyOXd,20,['Alternative'],NA,6,195,5
José Francisco Ingaramo,José Francisco Ingaramo,,spotify:artist:0iCX7U9HkEa5mBfCcLxChE,0,[],male,3,2,5
Charo Bogarín,Charo Bogarín,,spotify:artist:5jfggAaZZ37qreOA6VzvJA,5,[],female,2,76,13
Emme,Emme,,spotify:artist:5FgVbD73IGd9orGZK888A8,27,[],female,3,44,13
Leda Valladares,Leda Valladares,,spotify:artist:32frwpljz9gxJhNZRfkZ34,19,[],female,22,247,4
Mariano Lopez,Mariano Lopez,,spotify:artist:5defwXHFW3smFGwOHJHalB,46,[],NA,1,172,6
Eduardo Bergallo,Eduardo Bergallo,,spotify:artist:0iO7GoHspdzqLANoFLZz78,31,[],male,1,172,6
Gabriel Sivak,Gabriel Sivak,,spotify:artist:0muejclvBRGSfZ5wg2RV2M,2,[],male,26,5,1
Fernando Viani,Fernando Viani,,spotify:artist:3rGPUve0f6F0dOLpo6KW6C,14,[],male,26,185,1
Luis Gaeta,Luis Gaeta,,spotify:artist:7IEFNbKf534MI8qvKenx5L,1,[],male,26,5,1
Gabriel Castagna,Gabriel Castagna,,spotify:artist:0lF53kr1siie3JEuHkzLJZ,4,[],male,26,131,1
Dora De Marinis,Dora De Marinis,,spotify:artist:2du6Lrcmg9PFaocsTa8ou5,4,[],female,26,5,1
ALBERTO GINASTERA,ALBERTO GINASTERA,,spotify:artist:7s8gk58HmkAOZJklgAvWWg,0,[],male,26,5,1
Juan Sebastian Delgado,Juan Sebastian Delgado,,spotify:artist:0XHk7PtuOa6O6wTLnM3lwW,0,[],male,26,5,1
Ruben Lopez Furst,Ruben Lopez Furst,,spotify:artist:2U16v6XmFw7LIeoXwfTIsX,1,['Jazz'],male,18,26,6
Ignacio López,Ignacio López,,spotify:artist:3m0D0iq8opkJzGKbw5j07O,1,[],NA,17,164,6
AnToN KuRT,AnToN KuRT,,spotify:artist:3AYmaEv6i9ja3nlRK4D5lP,0,[],male,3,173,5
Scorpio,Scorpio,,spotify:artist:39D2GyTHYcgVTHRsimOQEu,0,[],NA,3,173,5
Marcelo Baraj,Marcelo Baraj,,spotify:artist:6ysdMcll7TRlUherAOSPZs,0,"['HipHop', 'Rock']",male,6,128,5
Juan Bayon,Juan Bayon,,spotify:artist:5XVYQv0ALitPD7iqbGLaCm,2,[],male,3,280,5
Rubén Goldín,Rubén Goldín,,spotify:artist:4LcVOgiAzJlIZJk5gFa4yu,25,['Rock'],male,10,118,5
Juan Darthes,Juan Darthes,,spotify:artist:5hsnsRgj4XU9rwoSeFQ6sC,5,['Pop'],NA,10,118,5
Fena Della Maggiora,Fena Della Maggiora,,spotify:artist:144QYimrD81FcpLv3WBPno,15,"['Pop', 'Rock']",male,4,1,13
Vandera,Vandera,,spotify:artist:7IxhhJ4I8RdyL9CIkdMnA0,8,[],male,1,191,5
Rolando Goldman,Rolando Goldman,,spotify:artist:7iZgS3tD434vSPAR2QAmcz,5,[],male,3,119,6
Ariel Argañaraz,Ariel Argañaraz,,spotify:artist:3IOI9xrhwibocZTdQN1lVQ,3,[],male,4,281,6
Paula Pomeraniec,Paula Pomeraniec,,spotify:artist:6d4xFw6B3fc0B7WOC4i6EP,2,[],female,4,119,6
Juan Canosa,Juan Canosa,,spotify:artist:2dSFZB48yrIdK7NtkuNql8,2,[],male,18,65,2
Esteban Morgado,Esteban Morgado,,spotify:artist:1pL3N36WdUgF8sdmLG8OMl,22,['Tango'],male,4,196,6
Damian Bolotin,Damian Bolotin,,spotify:artist:6K2DK1fVzvbY5oSx3xPajp,10,['Tango'],male,10,161,6
Leo Genovese,Leo Genovese,,spotify:artist:6oTt7SbO878MuvMRjHmTmk,19,[],male,3,280,2
Sofia Rei,Sofia Rei,,spotify:artist:6jIvSVTvBMdlsCWqTQJKbJ,9,[],female,3,248,6
Daniel Barenboim,Daniel Barenboim,,spotify:artist:78sEozQOEJxzXegUuqRSgH,61,[],male,15,263,1
Oscar Alem,Oscar Alem,,spotify:artist:6AYyHYnVjO4Qd4j0TFIGTg,11,[],male,6,19,5
Hilda Herrera,Hilda Herrera,,spotify:artist:0qzpjA8ZRuHJnJJN6OsePI,11,[],NA,3,19,6
Ernesto Baffa,Ernesto Baffa,,spotify:artist:1Bl1x1lp1MD3FElVMbIaI9,6,['Tango'],male,6,278,1
Fernando Rabih,Fernando Rabih,,spotify:artist:51PGQ1TfMvqoUVeMCRRuc4,1,[],male,3,19,6
Federico Mizrahi,Federico Mizrahi,,spotify:artist:0RcujGrIDwI6n6f9PfWhFt,7,[],male,3,132,5
Marcelo Gomez,Marcelo Gomez,,spotify:artist:4m5JMfDN9cWhUlwmRdVqXq,7,[],male,2,57,6
Arias Cáceres,Arias Cáceres,,spotify:artist:2zPIAsiuapY0hgt7UgEb2q,0,[],male,2,57,6
Alambre Gonzalez,Alambre Gonzalez,,spotify:artist:3oLANiNTf5qyrciZmnPyYU,15,[],male,2,78,6
Susy Shock,Susy Shock,,spotify:artist:7cSEm0IEhlSHyPx0rXC6oY,16,[],other,2,75,6
Dancing Mood,Dancing Mood,,spotify:artist:70XauTb6oEJbXxFoH6wY9F,43,"['Jazz', 'Rock', 'Reggae', 'Alternative']",NA,2,28,13
Bam Bam Miranda,Bam Bam Miranda,,spotify:artist:1CFUZzuQO6nb6pJpoEuNAi,1,[],male,2,44,6
Fede Flores,Fede Flores,,spotify:artist:6bZVo4d2ZYRD3K2GCBylQh,0,[],male,2,282,6
Liliana Zavala,Liliana Zavala,,spotify:artist:318joJnkZbXBwp9t8DGqyx,4,['Alternative'],female,2,4,6
Alfredo Abalos,Alfredo Abalos,,spotify:artist:3vsjdss4ZqYIq9u5fD9HPz,29,"['Chamame', 'Folklore']",male,3,254,6
Luis Gurevich,Luis Gurevich,,spotify:artist:3JldJgANj6SKm7p06QkTwA,4,[],male,1,171,6
Miguel Mateos - Zas,Miguel Mateos - Zas,,spotify:artist:3YG18nhGaJkR1F6VpcnSG6,54,"['Rock', 'Alternative']",NA,1,175,6
