Id,Label,id_artista,popularidad,generos_musicales,genero,betweenness
Antonio Tarragó Ros,Antonio Tarragó Ros,spotify:artist:65jGZiPXVWGDlLhnICMfvI,29,"['Chamame', 'Folklore']",NA,14
UN,UN,spotify:artist:2xtD7gxqb7f5OkGXfXtlWK,3,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,3
Carlos Cutaia,Carlos Cutaia,spotify:artist:75eabwXeePVg6qHQe9G0KQ,11,"['Jazz', 'Rock']",male,3
Andres Chazarreta,Andres Chazarreta,spotify:artist:1mXC0D1GSRrql8qGre7Ylb,2,['Tango'],male,1
Atahualpa Yupanqui,Atahualpa Yupanqui,spotify:artist:6I2DJf8fZwixA0GTLAvR1b,42,"['Folklore', 'Rock']",male,1
Benicio Díaz,Benicio Díaz,spotify:artist:15msrruAovf0B53MOjAzK0,0,"['Folklore', 'Rock']",male,1
Martin Bruhn,Martin Bruhn,spotify:artist:7Dac3ptM3pvSiPzkRVJ548,9,"['Folklore', 'Rock']",male,1
Jorge Anders,Jorge Anders,spotify:artist:0bpkpFRdNeOsNrZiw2icad,1,"['Jazz', 'Tango', 'Folklore']",male,0
Javier Martinez Vallejos,Javier Martinez Vallejos,spotify:artist:7A0Hqf5PHDLbxCDmYaz1xI,10,['Jazz'],male,0
Héctor Varela,Héctor Varela,spotify:artist:4rQT6OE5twoxtzH8mvVMBl,28,['Tango'],male,2
Fernando Soler,Fernando Soler,spotify:artist:3gDOWj6jgaakYMnC0K20Rk,20,['Tango'],male,2
Emilia Siede,Emilia Siede,spotify:artist:6RWlJiSPLshpRuQ6emBMpX,17,['Rock'],female,0
Brenda Martin,Brenda Martin,spotify:artist:2btHrP9FC5pS6h5dsxQ1Fr,2,['Rock'],female,11
Antonio Birabent,Antonio Birabent,spotify:artist:4RTZWynN9D2v9GHAvUQOWO,2,"['Pop', 'Rock']",male,11
Leo Dan,Leo Dan,spotify:artist:6qhOH2mrlqUDod9sWA5kR2,67,"['Pop', 'Cumbia', 'Folklore', 'Rock']",male,6
Bahiano,Bahiano,spotify:artist:3FXD2eQcHOiacO9qXENLUN,46,"['Rock', 'Reggae', 'Alternative']",male,0
Matias Romero,Matias Romero,spotify:artist:0XzGdBJiEWFMx0a5GZbOsm,1,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,12
Walter Broide,Walter Broide,spotify:artist:1W8WySv9f5JKQhGO7XPIWp,2,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,12
Cobra Rod,Cobra Rod,spotify:artist:0hMoBHpcXtaYkzIVtdbSg5,3,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,12
Angel Calvo,Angel Calvo,spotify:artist:1Pn9HEsHECjIIXi3lA5v8T,0,"['Rock', 'Punk', 'Alternative']",NA,12
Benito Cerati,Benito Cerati,spotify:artist:13QnAhCICgwMtr6HPWoRbH,21,"['Pop', 'Electronica', 'Rock']",male,5
La Renga,La Renga,spotify:artist:30fEdZPXgWfC4sNttcyB3C,61,"['Rock', 'Alternative']",NA,9
Alejandro Medina,Alejandro Medina,spotify:artist:2MvoqSSTigBbfXWoSHGtgj,13,['Rock'],male,9
Almafuerte,Almafuerte,spotify:artist:6qYd7xlmeeeDkPfx6mZ9PV,49,"['Rock', 'Metal', 'Alternative']",NA,9
Omar Mollo,Omar Mollo,spotify:artist:3gvvM06RykBuIcFpWljUhD,26,"['Tango', 'Folklore', 'Rock']",male,9
Adrián Otero,Adrián Otero,spotify:artist:0RZvJL3AicNni7cisqcIxC,24,['Rock'],male,9
La Mississippi,La Mississippi,spotify:artist:2haNFSI2XvHycF4x0nhp2w,40,"['Rock', 'Metal', 'Alternative']",NA,3
Viejas Locas,Viejas Locas,spotify:artist:7wTu5u7W3kc9Id5JAvSAFV,57,"['Rock', 'Alternative']",NA,9
Divididos,Divididos,spotify:artist:6ZIgPKHzpcswB8zh7sRIhx,58,"['Rock', 'Alternative']",NA,3
Ricardo Iorio,Ricardo Iorio,spotify:artist:0HNFg6mSgz7WLcN74CI3oT,38,"['Rock', 'Metal']",male,9
Vitico,Vitico,spotify:artist:14erJRCwjfKO2FeyOGaUEQ,6,"['Rock', 'Metal']",male,9
Juan Haymes,Juan Haymes,spotify:artist:1uNPpjJfJCrCY99aozbMBR,4,"['Rock', 'Metal']",male,9
Moris,Moris,spotify:artist:1QXuO8QIYgJMYyO0bFsdXi,21,['Rock'],male,11
Sr. Flavio,Sr. Flavio,spotify:artist:2XTAHDg8VYD5yxwOpvaS5p,15,"['Rock', 'Metal', 'Reggae']",male,9
Mex Urtizberea,Mex Urtizberea,spotify:artist:2iPrKTKzQOV6F6PZOS8lMI,23,['Rock'],NA,0
Alfredo Casero,Alfredo Casero,spotify:artist:26Omu9H1XR7cBoEYrMD9gF,26,['Rock'],male,0
Fede Vigevani,Fede Vigevani,spotify:artist:3CuloJ8QY3IiCwna8Q6SOr,38,['Pop'],male,0
Dios Loko,Dios Loko,spotify:artist:35JvXrBTEt6f9h0lFvNsw7,0,"['Pop', 'Rock']",NA,0
The Sacados,The Sacados,spotify:artist:2EHTJRsQ8QNtw4sMrSYMKO,10,['Pop'],NA,8
Alejandro Terán,Alejandro Terán,spotify:artist:6mDcxeuact0GzApRDotQlK,4,"['Tango', 'Rock']",male,3
Miguel Angel Tallarita,Miguel Angel Tallarita,spotify:artist:2QE5d0FMSgNAxn7iNQHdXc,0,"['Tango', 'Rock']",male,3
Paz Martínez,Paz Martínez,spotify:artist:4b02cKcLB7pHqXYfeGR9iK,33,"['Pop', 'Rock']",male,8
Daniel Castro,Daniel Castro,spotify:artist:58WcPGsEIdjXByfgWhf88i,7,"['Jazz', 'Pop', 'Tango', 'Cumbia', 'Rock']",male,15
Mauricio Marcelli,Mauricio Marcelli,spotify:artist:13xPFTo0v121TMohHUHCVo,1,['Tango'],male,1
Jorge Labanca,Jorge Labanca,spotify:artist:3MU9vrL9u0e1b77kGuL1WP,0,['Tango'],male,0
Lucio Demare,Lucio Demare,spotify:artist:3E2zkgPu6SUNZb35jvmzdt,25,['Tango'],male,1
fede herrera,fede herrera,spotify:artist:0QjKTF5Tgmx5mxlMSSHZJn,34,"['Rock', 'Alternative']",male,3
Los Charros,Los Charros,spotify:artist:1poWksyUHxANlcdBLPhsV9,54,['Cumbia'],NA,8
JAF,JAF,spotify:artist:3KsdiCqV04TOBhPWmk7u90,38,"['Rock', 'Metal']",male,0
Lucas González Yancamil,Lucas González Yancamil,spotify:artist:4vdPEHdvAwyHPZwxBGhd2p,0,"['Tango', 'Rock']",male,0
Diosque,Diosque,spotify:artist:3Ib6KIEhkT9Funk4mqF4Lh,28,['Alternative'],male,5
DEFENSA,DEFENSA,spotify:artist:6FkVttiTT84WehLzoTrMEy,13,['R&B'],NA,5
Esteban Falabella,Esteban Falabella,spotify:artist:2AigB0pQvp9Ca2qWdw0rwQ,4,['Tango'],male,1
José Luis Colzani,José Luis Colzani,spotify:artist:0uMx26uDyO3rnc0TO4y3Fe,0,['Tango'],male,1
Carlos María Solare,Carlos María Solare,spotify:artist:4zBxENnepGD3YlC2KMjUBT,0,['Tango'],male,1
Mario Raskin,Mario Raskin,spotify:artist:6dWIz2QGDso2RYWeDlEhqo,9,['Tango'],male,1
Barbara Kusa,Barbara Kusa,spotify:artist:74ScpuNCRkEfKPjB5LVuNv,4,['Tango'],female,1
María Isabel Siewers,María Isabel Siewers,spotify:artist:21vXRfMudUeth9OiAsU4uT,7,['Tango'],female,1
Désirée Halac,Désirée Halac,spotify:artist:0nJko0Ooq3YzkBxiqma7MH,2,['Tango'],female,1
Mario Clavell,Mario Clavell,spotify:artist:29PGZbh1KgaoqukrkJuv3C,8,['Jazz'],male,0
Fernando De Madariaga,Fernando De Madariaga,spotify:artist:17vmK9m31u5yEUWYrGB4vp,29,['Pop'],male,0
Carlos Rossi,Carlos Rossi,spotify:artist:76MDm3GNyh5dkXVfr57Sn9,3,['Jazz'],male,0
Beatríz Suarez Paz,Beatríz Suarez Paz,spotify:artist:1uw59duZ7uzlY3UMTo85LQ,0,['Jazz'],female,0
Hector Pilatti,Hector Pilatti,spotify:artist:7bLagKvKKDlBJ2dZ4F3xCD,0,['Rock'],male,1
Luciana Corral,Luciana Corral,spotify:artist:74pF9HHVF6kl1u7WRvGjHy,0,['Jazz'],female,0
Donna Caroll,Donna Caroll,spotify:artist:3yY1oX84dJUlw19LK5wb4v,0,['Jazz'],female,0
Cecilia Suarez Paz,Cecilia Suarez Paz,spotify:artist:6YedKIYkVZIUyxwpOVSwjv,0,['Jazz'],female,0
Patricia Barone,Patricia Barone,spotify:artist:7pmVXdhcBTzX2tVO3XX9zl,1,['Tango'],female,0
Galo García,Galo García,spotify:artist:0eBDc5CnRCdFJs44bPShKo,2,['Tango'],male,0
Héctor Negro,Héctor Negro,spotify:artist:3zytcOqfLcd3ClHhrjrxNU,0,['Jazz'],male,0
Hamlet Lima Quintana,Hamlet Lima Quintana,spotify:artist:3qcR9RLfUjeLiheHmuueul,4,['Jazz'],male,0
Gloria Diaz,Gloria Diaz,spotify:artist:11vplVii8pmiT1qblHJPuW,6,['Tango'],female,1
Carlos Garcia,Carlos Garcia,spotify:artist:685XBGoHznr4Ps7cxCSzLZ,22,['Tango'],male,1
Osvaldo Ribo,Osvaldo Ribo,spotify:artist:2s9fNWJav83LAaZ2PijOrq,0,['Tango'],male,1
Miguel Montero,Miguel Montero,spotify:artist:4GrcYV9Tyformhut7lR9HV,20,['Tango'],male,2
Teofilo Ibañez,Teofilo Ibañez,spotify:artist:1zRBPElCEJ6YuN9WU7qurw,6,['Tango'],male,2
Alberto Amor,Alberto Amor,spotify:artist:7n6gCMGwtfeWM8yTPaoiYO,12,['Tango'],male,2
Hugo Duval,Hugo Duval,spotify:artist:1rhYmCGduPN1nPRGNU5uRF,1,['Tango'],male,2
Carlos Heredia,Carlos Heredia,spotify:artist:1rjFvWedn6rcTgfcyJlE6P,7,['Tango'],male,2
Jorge Ortiz,Jorge Ortiz,spotify:artist:0u8FXqe4959sjoLUgQeKJB,17,['Tango'],male,2
Alberto Lago,Alberto Lago,spotify:artist:5q6nBSIZWzrhkan1slsBC0,4,['Tango'],male,2
Carlos Acuña,Carlos Acuña,spotify:artist:6hC3tI1R7sHgplEYPviFZY,13,['Tango'],male,2
Carlos Almagro,Carlos Almagro,spotify:artist:4NnBoZbhKs4iIpTRDZcAhc,2,['Tango'],NA,2
Reinaldo Yiso,Reinaldo Yiso,spotify:artist:1xsdGbdYjjMQiSvDJ8eaaf,2,['Tango'],male,2
Héctor Stamponi,Héctor Stamponi,spotify:artist:1gxirTv781flbkCMLUaJFs,7,['Tango'],male,0
Oscar Rubens,Oscar Rubens,spotify:artist:1XCtwjcKMRXzj0F7IThPdg,2,['Tango'],male,2
Enrique Delfino,Enrique Delfino,spotify:artist:6iQFyVAbbLjzs21v0uVO16,2,['Tango'],male,2
Carlos Bahr,Carlos Bahr,spotify:artist:2pGImFq0uh2YcopAyIcAlM,2,['Tango'],male,2
Enrique Munne,Enrique Munne,spotify:artist:6Vnefgbss04uxwyMyb8oYj,10,['Tango'],male,0
José María Suñé,José María Suñé,spotify:artist:2IlZH76IZwmQdW6DkX0vns,0,['Tango'],male,2
Andres Falgas,Andres Falgas,spotify:artist:0xq84BBDX8aOGXSu4rOSaf,12,['Tango'],male,2
Mario Pomar,Mario Pomar,spotify:artist:1DrhDSTotX0eZ8JBb2zG1W,5,['Tango'],male,2
Alberto Podestá,Alberto Podestá,spotify:artist:6NaKJLakKOpxelAHi5MIaz,31,['Tango'],male,2
Argentino Ledesma,Argentino Ledesma,spotify:artist:1mhrMqIzessJ8r38RW873s,23,['Tango'],male,2
Roberto Florio,Roberto Florio,spotify:artist:4MTTjcx5TlMpHYrM8gDk36,11,['Tango'],male,2
Fernando Diaz,Fernando Diaz,spotify:artist:75oSRxVbikihXrNZHlAGAU,14,['Tango'],male,2
Ernesto Fama,Ernesto Fama,spotify:artist:0nRShN4m4GvQv1O4igorb6,16,['Tango'],male,2
Rodolfo Galé,Rodolfo Galé,spotify:artist:2UpfX8nTk3srz60LrxjeXb,0,['Tango'],male,2
Horacio Cásares,Horacio Cásares,spotify:artist:4vlLWlxC3Fc8I9JWrIuxeW,6,['Tango'],male,2
Juan Carlos Thorry,Juan Carlos Thorry,spotify:artist:38yvzctumhO73RIf3cQ0oY,0,['Tango'],male,2
Roberto Ray,Roberto Ray,spotify:artist:3BABTpsASueNEO8nCQc1sp,10,['Tango'],male,2
Armando Garrido,Armando Garrido,spotify:artist:1DzuknPhhooUFAKIj5oyHq,0,['Tango'],male,2
Héctor Pacheco,Héctor Pacheco,spotify:artist:0aAH7Q5ZlBMpZ1RZUMic2Y,10,['Tango'],male,2
Hugo Marcel,Hugo Marcel,spotify:artist:1ZxwKLkmX22OSt1KFvNWF4,1,['Tango'],male,2
Agustin Magaldi,Agustin Magaldi,spotify:artist:2OvqTRWSLCJ9X0MwqvLBBB,21,['Tango'],male,2
Carlos Mayel,Carlos Mayel,spotify:artist:3vTXdR6M5OESm3oKSZx7pI,0,['Tango'],male,2
Ricardo Ruiz,Ricardo Ruiz,spotify:artist:2xLqH2wmZlXGsqOcAVloeJ,11,['Tango'],male,2
Jorge Maciel,Jorge Maciel,spotify:artist:0aPjXjbggXuansgeLZH6K5,27,['Tango'],male,2
Alfredo Del Río,Alfredo Del Río,spotify:artist:7r49fNVRRrHXEJfzPK1xgJ,3,['Tango'],male,2
Tito Landó,Tito Landó,spotify:artist:0WEZ6QOB3jIUc17ACDmqmB,2,['Tango'],male,2
Carlos Almada,Carlos Almada,spotify:artist:2yvuzzqD0ugP1ZFqfGF5rj,0,['Tango'],male,2
Luis Diaz,Luis Diaz,spotify:artist:5UDg2LXGDTsV8ddrVkw5qu,0,['Tango'],male,2
Pedro Lauga,Pedro Lauga,spotify:artist:3DQ79hsHjzjpohYHnt7AIh,0,['Tango'],male,2
Héctor Farrel,Héctor Farrel,spotify:artist:38yPKJXSXIVpKwwh1xPBGk,6,['Tango'],male,2
Roberto Medina,Roberto Medina,spotify:artist:6gMhhYILbtEIT25798f3DK,0,['Tango'],male,2
Orlando Verri,Orlando Verri,spotify:artist:432Nwj27diskiROeSg5QNO,0,['Tango'],male,2
Roberto Quiroga,Roberto Quiroga,spotify:artist:4oo5SrlsFK8afaUrBmgxrt,0,['Tango'],male,2
Agustín Volpe,Agustín Volpe,spotify:artist:725Uto8WzPnI0EzXd3ygQy,0,['Tango'],NA,2
Felix Gutierrez,Felix Gutierrez,spotify:artist:7kjVCqC1wv528djpFfTfUy,2,['Tango'],male,2
Lalo Martel,Lalo Martel,spotify:artist:4GWZtgG0hSR5IxkuZ2VoXx,16,['Tango'],male,2
Juan Carlos Godoy,Juan Carlos Godoy,spotify:artist:4GeamjMPVkQRRb9eNz5hNp,25,['Tango'],male,2
Principe Azul,Principe Azul,spotify:artist:6sZdVPMj367OgSzLSmYs6W,0,['Tango'],male,2
Dorita Davis,Dorita Davis,spotify:artist:2g0KT5CBLKxz6rfsG8P9HY,0,['Tango'],female,2
Carlos Vivan,Carlos Vivan,spotify:artist:1ja4cfeUN8uEUOBxKStuX7,3,['Tango'],male,2
Roberto Diaz,Roberto Diaz,spotify:artist:1jPGifLx9Oq6lV7cLdohUj,0,['Tango'],male,2
Alberto Diale,Alberto Diale,spotify:artist:1qAq5axfV434rKmwJCS07J,0,['Tango'],male,2
Edgardo Donato,Edgardo Donato,spotify:artist:7oWmtaVcPDShJyXTGiiJH4,27,['Tango'],male,2
Enrique Campos,Enrique Campos,spotify:artist:4qL4uotxXj9aVOBrjagloc,23,['Tango'],male,1
Roberto Videla,Roberto Videla,spotify:artist:23gAjXcAt3Lm6XmAbGUehV,2,['Tango'],male,1
Dante Amicarelli,Dante Amicarelli,spotify:artist:6D7YPXowOdPLiz53hIAwcx,1,"['Jazz', 'Tango']",male,1
Eduardo Arolas,Eduardo Arolas,spotify:artist:772w0Qxhu4Ehe7Hhm0pLQF,12,['Tango'],male,2
Mario Demarco,Mario Demarco,spotify:artist:6ydDC8FnufYz1IAOhHCQ9c,1,['Tango'],male,2
Rafael del Bagno,Rafael del Bagno,spotify:artist:52Gg1Sb0FEdoKSrMfp86lR,2,['Tango'],male,2
Ernesto Rossi,Ernesto Rossi,spotify:artist:5JRBopHZI60pk0sj5ADwKx,0,['Tango'],male,2
Carlos Lazzari,Carlos Lazzari,spotify:artist:16WWc7shSyvnTUaL3cuHP2,0,['Tango'],male,2
Enrique Alessio,Enrique Alessio,spotify:artist:53qjNNhcdl4ByZq4GRLlv6,1,['Tango'],male,2
Armando Baliotti,Armando Baliotti,spotify:artist:7oMuMM6pfVBcwpEkeNFXfW,1,['Tango'],male,2
César Ginzo,César Ginzo,spotify:artist:7htWYqwmsGaVQ4nKtyFaVg,0,['Tango'],male,2
Abel Aznar,Abel Aznar,spotify:artist:4I6o18r2yZX6x96EHq8xNv,1,['Tango'],male,2
Adolfo Avilés,Adolfo Avilés,spotify:artist:2tuqSF8Qbga563zHTkLJC8,0,['Tango'],male,2
Antonio Sureda,Antonio Sureda,spotify:artist:2CSYF9svPCFu39IzEcaiVP,0,['Tango'],male,2
Francisco Pracánico,Francisco Pracánico,spotify:artist:2BHmQMnxovqQ0lxBYSU24U,1,['Tango'],male,2
Vicente Demarco,Vicente Demarco,spotify:artist:3797fgQcD7INf9WPO0LD1X,1,['Tango'],male,2
Juan Puey,Juan Puey,spotify:artist:3nuX50Yu7xVOUHsQPUsu02,0,['Tango'],male,2
Pedro Maffia,Pedro Maffia,spotify:artist:19bGTYqDTRma9hN1Sixxqs,4,['Tango'],male,2
Alfredo Belusi,Alfredo Belusi,spotify:artist:64Ni4gszhSPmQhN5zhzhKe,20,['Tango'],male,1
Mario Alonso,Mario Alonso,spotify:artist:12UKKEtQXf31kDyU7XI1ul,5,['Tango'],male,2
Alberto Moran,Alberto Moran,spotify:artist:4lvpIMYw8aODv8WAucdiDG,6,['Tango'],male,2
Carlos Guido,Carlos Guido,spotify:artist:6akddH0vllKYlLQRLUOO4r,0,['Tango'],male,2
Juan Carlos Cobos,Juan Carlos Cobos,spotify:artist:3dmmBZ1cMSkWXMSAU8W4Nl,2,['Tango'],male,2
Patricia Lasala,Patricia Lasala,spotify:artist:4rehpfWTqkztPVJRiSWjtw,0,['Tango'],female,2
Juan Carlos Zorzi,Juan Carlos Zorzi,spotify:artist:553dvTc6HebTrssqNv144k,0,['Tango'],male,1
Elias Khayat,Elias Khayat,spotify:artist:2TnlM3slrnauJQIgb5V7Dw,0,['Tango'],male,1
Andrés Spiller,Andrés Spiller,spotify:artist:0MLGuaTFuuTY6zmj0zCvBv,0,['Tango'],male,1
Mónica Cosachov,Mónica Cosachov,spotify:artist:78bzPkjHHdyBXZMhJOACG7,2,['Tango'],female,1
Enrique Norris,Enrique Norris,spotify:artist:6iDwhuz4HdwpPYeCj8BLQj,2,['Jazz'],NA,0
Carlos Lastra,Carlos Lastra,spotify:artist:4znkFgopFhouIcNIuA4R1Y,0,['Jazz'],male,0
Pablo Del Cerro,Pablo Del Cerro,spotify:artist:5ftTiLHN4OjUuSYwvxiYpQ,2,['Tango'],female,1
Abel Fleury,Abel Fleury,spotify:artist:6o6XZp3quMGzKOsR2xuqYJ,8,['Folklore'],male,1
Jose Luis Merlin,Jose Luis Merlin,spotify:artist:0xIHtmCYA99cFAAdYmz0hK,23,['Tango'],male,1
Roberto Calvo,Roberto Calvo,spotify:artist:63Ymu5y0cQyTmv23LtT5I0,5,['Tango'],male,1
Enrique Francini,Enrique Francini,spotify:artist:42ofZcQQnXuZkAwjBuVjFh,11,['Tango'],male,1
Nestor Fabian,Nestor Fabian,spotify:artist:4z7F1pSyGnl72PJfzctCCz,2,['Tango'],male,2
Hugo Del Carril,Hugo Del Carril,spotify:artist:42piYricuUve61p8O67daU,23,['Tango'],male,2
Juan Carlos Casas,Juan Carlos Casas,spotify:artist:25ksT0SDxnuSq7giAlDqv1,8,['Tango'],male,2
Carlos Bermúdez,Carlos Bermúdez,spotify:artist:3XYAVBNCbiK8Fnxv1wjQQd,9,['Tango'],male,2
Martin Podesta,Martin Podesta,spotify:artist:1JUPChNpBZC8VsMYMpSBuC,9,['Tango'],male,2
Juanjo Mosalini,Juanjo Mosalini,spotify:artist:34xiQVKcwRzzl6AjjFiiNX,12,['Tango'],male,1
Karina,Karina,spotify:artist:1QZuAtDYNrk2QMogJulsyq,58,['Pop'],female,3
Grupo Cali,Grupo Cali,spotify:artist:4R5IzlNSizG1oT8Gs4HH6k,45,['Cumbia'],NA,0
Rudy,Rudy,spotify:artist:2em5rmbRdv6QPZZhU9zYVW,3,['Alternative'],female,3
Manu Martínez,Manu Martínez,spotify:artist:37P2y0CGo3jIcG0QIIJQfS,26,"['Rock', 'Alternative']",male,3
Chucky de Ípola,Chucky de Ípola,spotify:artist:4eSiaw1LHAoRyCSUrd9SvG,4,"['Rock', 'Reggae']",male,3
María Fernanda Aldana,María Fernanda Aldana,spotify:artist:01zNB3m5VtB1vpQllADiLY,8,"['Rock', 'Punk']",female,3
Ezequiel Araujo,Ezequiel Araujo,spotify:artist:2IaROUUX3a6Su8uRpfu8cf,3,"['Rock', 'Punk']",NA,3
Sobrenadar,Sobrenadar,spotify:artist:5jLU38iTkXJNDjEddClnVK,10,['Electronica'],female,5
Flavio Etcheto,Flavio Etcheto,spotify:artist:3eggN2lF4MlJJHGajbkJqB,2,"['Electronica', 'Rock']",male,3
Flavius E.,Flavius E.,spotify:artist:6AKPRlinRlZlme2iHCnlyx,1,['Alternative'],male,3
Carlos Shaw,Carlos Shaw,spotify:artist:5qLfac0gCgSMyFpuk2jzYi,10,['Electronica'],male,3
Lucas Martí,Lucas Martí,spotify:artist:4SjBX6jitXDJ7VUfIqeXfP,27,"['Pop', 'Rock', 'Alternative']",male,3
Willy Crook,Willy Crook,spotify:artist:0OdeZASgfypHefnghEjCAD,40,"['R&B', 'Rock', 'Alternative']",male,6
Luis Sebastian,Luis Sebastian,spotify:artist:6TYdBum0bvnrJA48oN945Y,13,['Cumbia'],male,8
Rayos Láser,Rayos Láser,spotify:artist:3WGilHlQrv83h1CbF18BEs,44,"['Rock', 'Alternative']",NA,3
Hernán Ortiz,Hernán Ortiz,spotify:artist:1IZiuvqUNOsi9upo9Xi1ke,20,"['Rock', 'Alternative']",male,3
Cigarra,Cigarra,spotify:artist:3S1wMIv2YD4f2xwjWvSLrA,2,"['Cumbia', 'Folklore']",NA,5
Poirier,Poirier,spotify:artist:5IpvS5ea4bymk3HpP1jVU4,34,['Alternative'],male,5
La Yegros,La Yegros,spotify:artist:4TkLUhcEmk9Wod6RcEVAi7,42,"['Cumbia', 'Folklore', 'Alternative']",female,5
Lulacruza,Lulacruza,spotify:artist:4Tdm58O53huKPT2480fzjE,27,['Folklore'],NA,5
Gaby Kerpel,Gaby Kerpel,spotify:artist:2cnT3zcI1uKvnT3n1JQnP4,11,['Folklore'],male,5
Pol Nada,Pol Nada,spotify:artist:1Dts5QEWhfTgrZvDBEdNUH,28,['Folklore'],NA,5
Lauphan,Lauphan,spotify:artist:3WCISvz5htT0JUmdjsHj1I,15,"['Folklore', 'Alternative']",NA,5
Blitto,Blitto,spotify:artist:3DtIFsDMaYSiEqBB7YUsMw,0,['Pop'],male,5
Guazú,Guazú,spotify:artist:0eW7AKarke8r1vuzD5x8vK,13,"['Cumbia', 'Folklore']",NA,5
Fantasma,Fantasma,spotify:artist:2gvMCuF5KEeoKHxpqKcB5A,14,['Alternative'],NA,5
Federico Estevez,Federico Estevez,spotify:artist:78wJyJntuNWAPG0FbN8k41,25,['Folklore'],male,5
Jin Yerei,Jin Yerei,spotify:artist:5A2XGov21od4rPuy5U5GaW,29,['Folklore'],male,5
Dat García,Dat García,spotify:artist:1AND4vmzzDNjlciR7kQMDR,0,['Cumbia'],female,5
Barda,Barda,spotify:artist:7rs7LuOnKkLjxj3Lr8J90k,20,['Folklore'],female,5
Fernando Lamas,Fernando Lamas,spotify:artist:669DCQFyDP7rQwzBxuAhNi,2,['Folklore'],male,5
Lagartijeando,Lagartijeando,spotify:artist:30tn7aO5EFnlClql7gPpGw,36,"['Cumbia', 'Folklore']",male,5
Lucila Dominguez,Lucila Dominguez,spotify:artist:0rFTI8c61h6GlSNtyhhvQm,1,['Folklore'],female,5
Germán Cohen,Germán Cohen,spotify:artist:3oZQSLGzE5YqJcd2OFtOhd,20,"['Folklore', 'Rap', 'Alternative']",male,5
Le Freak Selector Remix,Le Freak Selector Remix,spotify:artist:7hRwLWnE6MCfRKKHqaxeQA,1,['Folklore'],male,5
Aylu,Aylu,spotify:artist:1MDwlFKprZOcAzi83BF1VG,3,['Folklore'],female,5
Fútbol,Fútbol,spotify:artist:3F4LyTOlwym0YQmYBlbAAf,11,"['Punk', 'Alternative']",NA,5
Germán Gómez,Germán Gómez,spotify:artist:5NrZwqCa1fWP7d2Aui6KDL,2,['Jazz'],male,0
Fabián Martín,Fabián Martín,spotify:artist:25d8eJE58a25kJdSvBrVgx,0,['Jazz'],male,0
Tomy Sainz,Tomy Sainz,spotify:artist:07mfD3Txop0KJIEHoQRFZZ,7,['Jazz'],male,0
María Luisa Anido,María Luisa Anido,spotify:artist:43nTjYYkBzfuRTZZZcswQx,7,['Tango'],female,1
Jorge Gomez Crespo,Jorge Gomez Crespo,spotify:artist:1ca0HI4CI39QHNeTUXTdyh,1,['Tango'],male,1
Antonio Sinopoli,Antonio Sinopoli,spotify:artist:2evX2sheBnvdSm86YbrLEe,1,['Tango'],male,1
Julio Martinez,Julio Martinez,spotify:artist:1wgF30FsiI6ZRL2hWDdgo0,2,['Tango'],male,1
Vicente Spina,Vicente Spina,spotify:artist:7Cfh1HFSVm5PwYKgwQMrGo,1,['Tango'],male,2
Cayetano Alberto Silva,Cayetano Alberto Silva,spotify:artist:0QvQ6oQ8Q4lv2L9HQ2xA8l,1,['Tango'],NA,1
Pablo Despeyroux,Pablo Despeyroux,spotify:artist:5PIQKptSn7b9KGsMrK296N,28,['Tango'],NA,1
Cátulo Castillo,Cátulo Castillo,spotify:artist:6E0PW48iIV7Aze5yKmQYdO,3,['Tango'],male,2
Azucena Maizani,Azucena Maizani,spotify:artist:0B2RE6SzZ4QsCRkl1nMz1n,10,['Tango'],female,2
Oscar Ferrari,Oscar Ferrari,spotify:artist:19L86mqeexMu7eTMRtkLOK,7,['Tango'],male,1
Roberto Arrieta,Roberto Arrieta,spotify:artist:31cxtM1T6KnzwJtPogFFPy,5,['Tango'],male,1
Oscar Bassil,Oscar Bassil,spotify:artist:5Aq804I8eJnvmGdb2LXOex,1,['Tango'],male,1
Roberto Maida,Roberto Maida,spotify:artist:6OiarJpZWTn6cj4oTlsFY7,21,['Tango'],male,2
Ada Falcón,Ada Falcón,spotify:artist:1bshphZh29CbPD7uyWxxk3,19,['Tango'],female,2
Agustín Irusta,Agustín Irusta,spotify:artist:1QzkpIrrMhBwTa1eb7o9XD,20,['Tango'],male,2
Guillermo Coral,Guillermo Coral,spotify:artist:74838HLaXN8NuHDMvLWSvr,1,['Tango'],male,2
Juan Carlos Rolón,Juan Carlos Rolón,spotify:artist:60hXPmy0oIbJS7WMff4Qwt,5,['Tango'],male,2
Tita Merello,Tita Merello,spotify:artist:7r4Bb7uhP2AhJ4qlRp2vgP,33,['Tango'],female,2
Guillermo Rico,Guillermo Rico,spotify:artist:2JOchnHwV5V1qloXRgVpud,2,['Tango'],male,2
Francisco Amor,Francisco Amor,spotify:artist:4fm9akHwCFjHjXglEsVWIV,3,['Tango'],male,2
Isabel De Grana,Isabel De Grana,spotify:artist:0o7Dky9pH9z4b224MAYuMl,0,['Tango'],female,2
