Id,Label,id_artista,popularidad,generos_musicales,genero,betweenness
Los Fabulosos Cadillacs,Los Fabulosos Cadillacs,spotify:artist:2FS22haX3FYbyOsUAkuYqZ,66,"['Rock', 'Alternative']",NA,0
Edelmiro Molinari,Edelmiro Molinari,spotify:artist:1vNIIIbjhp0ZqFHwtsZV3e,6,['Rock'],male,9
Ramiro Gallo,Ramiro Gallo,spotify:artist:6dHeDHdhGXNzuG7hWjJM5A,13,['Tango'],male,0
Andrés Beeuwsaert,Andrés Beeuwsaert,spotify:artist:3fnzS4PnRLWeLgaRuktFIu,10,"['Jazz', 'Pop', 'Rock', 'Alternative']",male,0
Marcelo Corvalan,Marcelo Corvalan,spotify:artist:0xJqaIySgCaJQFtxA0C8X4,3,"['Rock', 'Punk', 'Rap', 'Metal']",male,0
Lito Epumer,Lito Epumer,spotify:artist:0cQctgT93nOOGdnLKya1pM,6,"['Jazz', 'Folklore', 'Rock']",male,0
Suna Rocha,Suna Rocha,spotify:artist:3SGdv7Nnxz36kYLYcSWuJf,21,['Folklore'],female,0
Oscar Moro,Oscar Moro,spotify:artist:6mYJ5mevBWjr0iKe0BuXtv,3,"['Jazz', 'Rock']",male,0
Néstor Marconi,Néstor Marconi,spotify:artist:0ZWO3TxKWBb6QvvGEDe38H,16,['Tango'],male,1
Balbina Ramos,Balbina Ramos,spotify:artist:2Eqg76yCE6NyGS9XymOv75,3,"['Jazz', 'Pop', 'Tango', 'Rock', 'Alternative']",female,0
Piñon Fijo,Piñon Fijo,spotify:artist:6PRgcvz1LpSPCsJD7dvzBE,33,"['Jazz', 'Pop', 'Tango', 'Rock', 'Alternative']",male,0
Skay Beilinson,Skay Beilinson,spotify:artist:4K8Mrjr9IvA8QU0Vjj4BED,46,"['Rock', 'Punk', 'Metal', 'Alternative']",male,7
Conociendo Rusia,Conociendo Rusia,spotify:artist:79R7PUc6T6j09G8mJzNml2,57,"['Pop', 'Rock', 'Alternative']",NA,0
Nayla Lebón,Nayla Lebón,spotify:artist:3z5hUEzZZdic4OwyuR04ck,11,['Rock'],female,0
Diego Torres,Diego Torres,spotify:artist:0LALueHEQunQ2d61fXGeZh,63,"['Pop', 'Rock']",male,0
Eruca Sativa,Eruca Sativa,spotify:artist:2RPNbhguRnI9uqahGYcUc6,40,"['Folklore', 'Rock', 'Metal', 'Alternative']",NA,0
Polifemo,Polifemo,spotify:artist:5kt7SkycNsq8vbKoFb3QxO,21,['Rock'],NA,0
Silvina Garre,Silvina Garre,spotify:artist:6q9n20PmMRLtZc1xCgq0r3,34,"['Pop', 'Rock']",female,0
Los Tekis,Los Tekis,spotify:artist:0iutktJLkNNtErs8c3EoF6,46,"['Cumbia', 'Folklore']",NA,0
Facundo Saravia,Facundo Saravia,spotify:artist:7c8SVvHiXiEY6f3H7M6BcW,29,['Folklore'],male,14
Gustavo Cerati,Gustavo Cerati,spotify:artist:1QOmebWGB6FdFtW7Bo3F0W,68,"['Pop', 'HipHop', 'Electronica', 'Folklore', 'Rock', 'Alternative']",male,3
Ariel Ramírez,Ariel Ramírez,spotify:artist:2dTieljE0C4ydCdUPIPLRW,42,"['Folklore', 'Rock']",male,0
Chango Farias Gomez,Chango Farias Gomez,spotify:artist:4uk8EjGWEOC5OgpG3MRTCS,19,"['Folklore', 'Rock']",male,0
Jaime Torres,Jaime Torres,spotify:artist:6JogLFS7BAeUUE7DBgOOVb,26,"['Folklore', 'Rock']",male,0
Ruben Lobo,Ruben Lobo,spotify:artist:4p5UgXz2mMS1iUN2dcE331,11,"['Chamame', 'Folklore']",male,0
Oscar Giunta,Oscar Giunta,spotify:artist:26CnXYQlwCWtgIaYpiix6P,14,['Jazz'],male,0
Popi Spatocco,Popi Spatocco,spotify:artist:1OClVljQxHgGRdLn2P6DyO,12,"['Folklore', 'Rock']",male,0
Marcelo Chiodi,Marcelo Chiodi,spotify:artist:6BvPypThcJR8MH0ohwwyBq,10,"['Jazz', 'Tango', 'Chamame']",male,0
Carlos López Puccio,Carlos López Puccio,spotify:artist:3uy6dfOCidSnDmWkqV8FRp,8,"['Folklore', 'Rock']",male,10
Carlos Franzetti,Carlos Franzetti,spotify:artist:7uZe9PKEDBcgMePywrHt8d,8,['Jazz'],male,0
Guillermo Vadala,Guillermo Vadala,spotify:artist:16Zrj1Fc0tOeRmdBGftuhD,17,['Jazz'],male,0
Domingo Cura,Domingo Cura,spotify:artist:0PyBsZlcv8KxT5BsBFnmwG,18,"['Tango', 'Folklore']",male,0
Los Fronterizos,Los Fronterizos,spotify:artist:3JY4oF6rBQ45FSVUJtXixb,33,"['Chamame', 'Folklore']",NA,16
Dúo Nuevo Cuyo,Dúo Nuevo Cuyo,spotify:artist:6KR1dWZ3UsJUio6LLkuTR2,14,"['Folklore', 'Rock']",NA,0
Maria Graña,Maria Graña,spotify:artist:1Yr19zGBA3JmVYOcE4JwRG,23,['Tango'],female,0
Luna Monti,Luna Monti,spotify:artist:5RkjP5JxGRSX834GatSoCt,14,['Folklore'],female,0
Nacha Roldán,Nacha Roldán,spotify:artist:5ecl4cSr8UkV7VAgBuQmYh,13,"['Folklore', 'Rock']",female,0
La Chilinga,La Chilinga,spotify:artist:7J2YL38BFK6fxvA6p6NNfx,37,['Folklore'],NA,6
Alberto Rojo,Alberto Rojo,spotify:artist:178VA738PauCWm1ZjjSaD2,18,['Folklore'],male,0
Coqui Sosa,Coqui Sosa,spotify:artist:4EVLp3DfgfKHi1atOxc7Wb,10,"['Folklore', 'Rock']",male,0
Jorge Giuliano,Jorge Giuliano,spotify:artist:4ohvKWdqkkcnCiWo6qBcRk,16,"['Folklore', 'Rock']",male,0
Javier Casalla,Javier Casalla,spotify:artist:2LzLXJNPrHvw62NE5vKIHo,34,"['Pop', 'Tango', 'Folklore', 'Rock']",male,0
Sof Tot,Sof Tot,spotify:artist:0QLkVX5UDeJyKxSA8z8mtj,9,['Electronica'],female,5
Muray,Muray,spotify:artist:4at5t9fkW0HFE6OWPvAI9j,4,['Trap'],male,4
Agapornis,Agapornis,spotify:artist:27Yc5RzJf27tJfqezJnHY1,54,"['Pop', 'Cumbia']",NA,0
Kris Alaniz,Kris Alaniz,spotify:artist:2BBJWIcxT5ermErEg2LbWB,13,['HipHop'],female,5
Picnic,Picnic,spotify:artist:7GswG3FAeOtdj7lbSSu4Qr,9,"['Pop', 'Rock', 'Alternative']",NA,7
Poseidotica,Poseidotica,spotify:artist:35c7I7m05XIsgtiCq1o99U,13,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,7
Isla de los Estados,Isla de los Estados,spotify:artist:1lCe34SkMDohDtxVgyL8lK,16,['Electronica'],NA,7
Il Carlo,Il Carlo,spotify:artist:0fv2685TCe5p3NzyhvgJCY,1,['Cumbia'],male,7
Agus Cassano,Agus Cassano,spotify:artist:5Jmui4kpdCfcyz8KFSpHRY,10,"['Pop', 'Rock', 'Alternative']",female,7
Vilma Palma e Vampiros,Vilma Palma e Vampiros,spotify:artist:5VQCk9RiLwri99OgOT34kq,62,"['Pop', 'Rock', 'Alternative']",NA,7
Andy Chango,Andy Chango,spotify:artist:6gRaeWdE7T2FCClI72x4Ln,20,"['Pop', 'Rock']",male,0
Ciro Fogliatta,Ciro Fogliatta,spotify:artist:5bPCAiEmMvXK12rK6mVh6k,7,['Rock'],male,0
Poli y Prietto,Poli y Prietto,spotify:artist:6T7P1dGrdFKk84GJzAOgiL,27,['Pop'],NA,0
Los Abuelos De La Nada,Los Abuelos De La Nada,spotify:artist:5R3NywPPOyhLfdvutgg0me,61,"['Rock', 'Punk', 'Alternative']",NA,0
Daniel Melingo,Daniel Melingo,spotify:artist:08X5fKnU2tkjH4IeLnl8vt,20,"['Jazz', 'Tango', 'Rock', 'Reggae']",male,0
Palito Ortega,Palito Ortega,spotify:artist:4jCduxx9HzFKS0RrRAtVXD,50,"['Pop', 'Rock']",male,8
Raúl Lavié,Raúl Lavié,spotify:artist:2GFIX098sqpvCSY9ZQHI4D,28,['Tango'],male,0
Carli Jiménez,Carli Jiménez,spotify:artist:5rGUuPEIFYMVmocNdihpUe,24,['Cumbia'],male,8
Javier Calamaro,Javier Calamaro,spotify:artist:1zqYQ7L6ESgIV03vRAC8Nc,0,"['Pop', 'Tango', 'Rock']",male,0
Banda XXI,Banda XXI,spotify:artist:1HHj74UqXjKHUjf4tav0zU,2,['Pop'],NA,8
Damian Cordoba,Damian Cordoba,spotify:artist:4haveXmEihPeMsRLKsaqQ5,2,"['Rock', 'Alternative']",male,3
La Konga,La Konga,spotify:artist:0XORjaOkimtutsShblypI7,21,['Pop'],NA,8
Slim Dee,Slim Dee,spotify:artist:7jiMD3vf8pQSfYOqsftWVg,12,['HipHop'],male,8
Nene Bellako,Nene Bellako,spotify:artist:23VHwtnLwwlIY6867yLKxF,0,['Cumbia'],NA,4
Manu Rg,Manu Rg,spotify:artist:4BYjb5lZPyqyEJgSCkxXuH,40,['Cumbia'],male,4
Carlos Mellino,Carlos Mellino,spotify:artist:4POuvOTYZeAgJ0yP8E0j79,20,['Rock'],male,0
Nacho Nacif,Nacho Nacif,spotify:artist:3ZQ41cUBIlokZkViPuam4F,2,"['Pop', 'Rock']",male,0
Cacho Castaña,Cacho Castaña,spotify:artist:3lwRbCTt1qmo0QgXUai8ao,47,"['Tango', 'Rock']",male,0
Anabella Cartolano,Anabella Cartolano,spotify:artist:08DbRq8mfXjAQPIyhR070C,17,['Alternative'],female,12
Facundo Barrionuevo,Facundo Barrionuevo,spotify:artist:79p3OrS2zGmMcfYrNOEOak,4,['Alternative'],male,12
Nina Suárez,Nina Suárez,spotify:artist:1NQmLvlEcg6hE8CQ0r31GV,15,['Alternative'],female,12
Jorge Serrano,Jorge Serrano,spotify:artist:0MKZAy5tWkpbK7elkCZRLF,50,"['Rock', 'Alternative']",male,3
Ulises Conti,Ulises Conti,spotify:artist:2GbKQKL9D1dkfoSMeWM7vV,18,['Alternative'],male,12
Kumbia Queers,Kumbia Queers,spotify:artist:5YyaDaOco3I0zoLtGxDM5K,31,"['Cumbia', 'Punk', 'Rap']",NA,7
Todos Tus Muertos,Todos Tus Muertos,spotify:artist:4Pi85oI4dmppSqROLj7rgy,43,"['Rock', 'Punk', 'Metal', 'Reggae', 'Alternative']",NA,3
Rocio Igarzabal,Rocio Igarzabal,spotify:artist:7HzX50l6Oi0gFLTkdHJcOZ,25,['Pop'],female,3
Sol Pereyra,Sol Pereyra,spotify:artist:6nmZ0P2weepXhXvox51G1A,35,"['Pop', 'Alternative']",female,3
Mala Fama,Mala Fama,spotify:artist:1AvkrI2S7knrbaZxydvc9B,44,['Cumbia'],NA,0
Daniel Piazzolla Octet,Daniel Piazzolla Octet,spotify:artist:2enk2JDiMeliIGhAaIIYBU,5,"['Pop', 'Tango', 'Rock', 'Alternative']",NA,0
Hernan Salinas,Hernan Salinas,spotify:artist:2W5cwkDmgEmBBMw9mI31Du,0,"['Pop', 'Tango', 'Rock', 'Alternative']",male,0
Divina Gloria,Divina Gloria,spotify:artist:4R6X8AfgS6zLLB1T32o2b5,4,['Pop'],female,0
Spinetta Jade,Spinetta Jade,spotify:artist:3WxVICwFDAWMTWH8sELmRe,39,"['Rock', 'Alternative']",NA,0
Atilio Bertagni,Atilio Bertagni,spotify:artist:5k20ZoFDfPecgcA77HhUjZ,0,['Tango'],NA,0
César Angeleri,César Angeleri,spotify:artist:0dXS98DkHEA9K2H1YjKiTQ,9,['Tango'],male,0
Fernando Suárez Paz,Fernando Suárez Paz,spotify:artist:0iAXfgocPlqCBCJF0ePtWe,21,['Tango'],male,1
Marcela Roggeri,Marcela Roggeri,spotify:artist:7eHNjAADUow33FO8ZXTnja,20,['Tango'],female,1
Horacio Malvicino,Horacio Malvicino,spotify:artist:3xevpuwJnWpMqAG1OQ6tyw,11,['Jazz'],male,1
Jaime Gosis,Jaime Gosis,spotify:artist:2zrOtvSZABUlEK1BKXB2pY,4,['Tango'],NA,1
Antonio Agri,Antonio Agri,spotify:artist:4WZMrqz4osPATbgxXk8Ybq,8,['Tango'],male,0
Oscar Lopez Ruiz,Oscar Lopez Ruiz,spotify:artist:56Aircc0D2IkPge7hrZuAZ,4,['Tango'],male,1
Osvaldo Manzi,Osvaldo Manzi,spotify:artist:7fHTuS9UpTt3OrSadZT0jE,1,['Tango'],male,1
Hector de Rosas,Hector de Rosas,spotify:artist:0ON4VPRzGR8VO2H1E67L30,0,['Tango'],male,1
Maria De La Fuente,Maria De La Fuente,spotify:artist:3Az9vW4q8VtWHqEvUM0zLm,1,['Tango'],female,1
Elvino Vardaro,Elvino Vardaro,spotify:artist:2AoHpFcyVBqzVSWcJZt5Gj,3,['Tango'],male,1
José Bragato,José Bragato,spotify:artist:4BRgpiaW3Bzof2rAjdNytN,0,['Tango'],male,1
Jorge Sobral,Jorge Sobral,spotify:artist:3RdDFV21hY3jng6cRWV0ai,10,['Tango'],male,1
Nelly Vazquez,Nelly Vazquez,spotify:artist:252RFCMkHlkKpHGN3gNB1D,2,['Tango'],female,1
Trio Luminar,Trio Luminar,spotify:artist:5D9gNtrqcJjw9g6L6uivcN,0,['Tango'],NA,1
Ernesto Sábato,Ernesto Sábato,spotify:artist:1RhzFKc0pwYboeFXmFb2sH,5,['Folklore'],male,0
Roberto Goyeneche,Roberto Goyeneche,spotify:artist:3tkyefEX4NNjb0AILRLq2A,41,"['Tango', 'Rock']",male,1
Daniel Binelli,Daniel Binelli,spotify:artist:3pI9A9672brzUyGUtkaGqh,21,['Tango'],male,1
Carlos Nozzi,Carlos Nozzi,spotify:artist:1YXMZPdfSoD4VhXO2FpbVw,0,['Tango'],NA,1
Gerardo Gandini,Gerardo Gandini,spotify:artist:5BvrtZLtPiMJR57CpfRYQN,3,['Clasico'],male,0
Pablo Ziegler,Pablo Ziegler,spotify:artist:3T5pmAbfrkFjPg1D2sCzDY,21,['Tango'],male,1
Alfredo Alcón,Alfredo Alcón,spotify:artist:5TV6Czh1RrFQlDfYP5IDhZ,0,['Tango'],male,1
Jorge Morel,Jorge Morel,spotify:artist:3PCmED1ckvLHpYTJ8VuX7N,23,['Tango'],male,1
Victor Villadangos,Victor Villadangos,spotify:artist:4GOS7bvnz94dzQVeDgghaF,34,['Tango'],male,1
SWF-Rundfunkorchester,SWF-Rundfunkorchester,spotify:artist:607tmMMhM6asSx6AWcjgy7,2,['Tango'],NA,1
Lalo Schifrin,Lalo Schifrin,spotify:artist:39iHRO9MH9To3gjW7wqaW1,42,['Rock'],male,1
Antonio Rios,Antonio Rios,spotify:artist:7s652lD4v77szrPEfgMTBi,51,['Cumbia'],male,0
Rodolfo Mederos,Rodolfo Mederos,spotify:artist:6eas1NblWrY95XvCm0V3zC,22,"['Jazz', 'Tango']",male,1
Jorge Luis Borges,Jorge Luis Borges,spotify:artist:7cC7jkVtiRu4JDIrG1X51P,21,['Tango'],male,1
Lito Cruz,Lito Cruz,spotify:artist:63NylTJACZNFLX8T6XUJI1,19,['Tango'],male,1
Héctor Console,Héctor Console,spotify:artist:1WhJevvVMI2nQxyp2gYQTU,22,"['Jazz', 'Tango']",male,1
Orquesta Estable del Teatro Colón,Orquesta Estable del Teatro Colón,spotify:artist:5gAHakiwLZCyLvIWwgWUjJ,2,['Tango'],NA,1
José Carli,José Carli,spotify:artist:0WR3tGW87hKZ0hi1mj1Rhk,1,['Tango'],male,1
Roberto Yanes,Roberto Yanes,spotify:artist:36gGhh6LVf87HeDHnSQ0BD,19,['Tango'],male,0
Daniel Riolobos,Daniel Riolobos,spotify:artist:0DNtRB9Ove4aRbaBMwy9VI,20,['Tango'],male,1
Gustavo Beytelmann,Gustavo Beytelmann,spotify:artist:2PH8EDFFaImOaGSe0yXVVu,7,['Tango'],male,1
Norberto Capelli,Norberto Capelli,spotify:artist:7rJOI7I6aatzsPLNjYZ5gF,0,['Tango'],male,1
Kali Sandoval,Kali Sandoval,spotify:artist:6GLA950o5qHRNVfQYhZLGq,1,['Trap'],female,4
théos,théos,spotify:artist:3zyJ0KYR7Zxowqq4T4QKru,42,['Trap'],male,4
Pimpinela,Pimpinela,spotify:artist:7E7CVSqFdLyh0K4AE9uTMo,59,['Pop'],NA,0
Juanjo Dominguez,Juanjo Dominguez,spotify:artist:62JdZQLVhEnorpnkE2VdPo,22,"['Tango', 'Folklore']",male,0
Horacio Guarany,Horacio Guarany,spotify:artist:7exkSLWDTlXJYcmBhWp9cl,46,['Folklore'],male,6
Rodrigo Tapari,Rodrigo Tapari,spotify:artist:1wkImvL5XLLhrNcmX7sVt4,55,['Cumbia'],male,0
Sol Bassa,Sol Bassa,spotify:artist:1cttIh2Jh0yR5nxfBmRF6O,13,"['Rock', 'Alternative']",female,3
Andrea Prodan,Andrea Prodan,spotify:artist:0dvmNwYnG0qt2yVtW9P1UU,14,"['Rock', 'Punk', 'Reggae']",male,3
Afrosound Choir,Afrosound Choir,spotify:artist:34vV8RZzWL7Tr4J01SHUSY,22,"['Rock', 'Alternative']",NA,3
Ulises Bueno,Ulises Bueno,spotify:artist:2UqRkW2wfEkZmyvKyTTv2W,58,['Rock'],male,3
Los Caligaris,Los Caligaris,spotify:artist:13wFTN72PGSUxzEHJP5Ljs,63,"['Rock', 'Alternative']",NA,3
Babasónicos,Babasónicos,spotify:artist:2F9pvj94b52wGKs0OqiNi2,68,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,3
Kapanga,Kapanga,spotify:artist:2MLiASzGQHVMyORIApRGsp,48,"['Rock', 'Reggae', 'Alternative']",NA,3
Joaquín Levinton,Joaquín Levinton,spotify:artist:40YfcUtQrNSRJty5K9O3eI,13,"['Pop', 'Rock']",male,3
Juanchi Baleiron,Juanchi Baleiron,spotify:artist:4CivXQqYkJ5ur1gzzQ9jx0,16,"['Pop', 'Rock', 'Reggae']",male,0
Turf,Turf,spotify:artist:0Zncosr79q01riJYbSBNA1,53,"['Rock', 'Alternative']",NA,3
Gastón Bernardou,Gastón Bernardou,spotify:artist:6bQNFS784yjIWSGmRdQlhw,0,"['Pop', 'Cumbia', 'Rock', 'Punk', 'Reggae']",NA,3
Zort,Zort,spotify:artist:3hjVUCo820MvbrZ1Y987XT,0,['Electronica'],NA,3
Alberto Castillo,Alberto Castillo,spotify:artist:14KUc7zg3OndrAMbCNxPBD,37,['Tango'],male,1
Taty Almeida,Taty Almeida,spotify:artist:1lDrk9P7ZO7k5hLtJGeDIC,18,['Cumbia'],female,0
Ale Sergi,Ale Sergi,spotify:artist:6oKLWbs4OqvmeXnREk0flZ,35,['Pop'],male,0
Claudio Marciello,Claudio Marciello,spotify:artist:4gHjWV2oalYMkHYfBCt3Lr,21,"['Tango', 'Folklore', 'Rock', 'Metal']",male,3
Attaque 77,Attaque 77,spotify:artist:5rI6C5mJm6GYXbGHhpHTu9,56,"['Rock', 'Punk', 'Alternative']",NA,6
Marya,Marya,spotify:artist:5bUQYOK1hZeaxSMRiPm6fo,2,"['Jazz', 'Pop', 'Tango', 'Rock']",NA,0
Rubén Juárez,Rubén Juárez,spotify:artist:4idyrAA6wZyU9umXHFoM9p,29,['Tango'],male,1
Lo' Pibitos,Lo' Pibitos,spotify:artist:7f4QZ3v32jtmstrh7VHfJL,43,"['Rap', 'Alternative']",NA,3
Lucas & The Woods,Lucas & The Woods,spotify:artist:4OIDWn0ASVx73rysnf6pqA,25,['Alternative'],NA,3
Daniel Agostini,Daniel Agostini,spotify:artist:3NSJOyQdSXncJloHqhwlQB,54,['Cumbia'],male,0
Los Chakales,Los Chakales,spotify:artist:643YpbScVr0u07i276NRiP,33,['Cumbia'],NA,0
Bandalos Chinos,Bandalos Chinos,spotify:artist:0wn2qDKzeFlhjRUtJAwJjp,59,"['Rock', 'Alternative']",NA,3
Chiara Parravicini,Chiara Parravicini,spotify:artist:7CAbOypVuQA9Rk7359TMas,26,['Alternative'],female,3
Usted Señalemelo,Usted Señalemelo,spotify:artist:1a1v0OJC5GqtsLwzoqJm7j,50,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,3
Meteoros,Meteoros,spotify:artist:0i9C2rVWJ2UtTV6ZAixxmB,27,['Pop'],NA,3
Kid Munni,Kid Munni,spotify:artist:2HBcNkdZk8JzGkqlc7RsIL,30,['Trap'],NA,4
El príncipe idiota,El príncipe idiota,spotify:artist:5xEgsOYkENDU9TRoKMWW3u,29,"['Rock', 'Alternative']",NA,3
Acus,Acus,spotify:artist:39DDfcoTv0v0HoZY1ZoPWp,19,['R&B'],non-binary,3
Isla de Caras,Isla de Caras,spotify:artist:0GUxqzAYRCveTfqBLhojnF,41,['Alternative'],NA,4
El Chacal & Los Alpes Floreados,El Chacal & Los Alpes Floreados,spotify:artist:6vtp1NouNva4jvDI2IqQey,22,['Alternative'],NA,3
Gabo Ferro,Gabo Ferro,spotify:artist:085q57OvE341Q8n77AE9RT,38,"['Rock', 'Alternative']",male,0
Emilia Wingeyer,Emilia Wingeyer,spotify:artist:7mYQKYwFRmr4MLDbpJdwaM,0,['Folklore'],female,0
Quique Sinesi,Quique Sinesi,spotify:artist:3ugxBGVKHKCdUzIvzTUQze,21,"['Jazz', 'Tango', 'Folklore']",male,1
Silvina López,Silvina López,spotify:artist:0LBa93wnHVvgipmc8jjk0m,10,['Folklore'],female,0
Chancha Via Circuito,Chancha Via Circuito,spotify:artist:6E8vZ5lkpXbXlkgHhbVJSl,45,"['Cumbia', 'Folklore']",male,5
Agustín Guerrero,Agustín Guerrero,spotify:artist:5I59QojHd5nU2WGUVnfB8m,2,['Tango'],male,1
Ramiro Flores,Ramiro Flores,spotify:artist:59YTycBxhexu6zRUAQas1t,21,['Jazz'],male,0
Aca Seca Trio,Aca Seca Trio,spotify:artist:6nvkqGQVDZLm0y1TxubrFA,30,"['Folklore', 'Rock']",NA,0
Rodrigo Dominguez,Rodrigo Dominguez,spotify:artist:3j30jmYK2pIEgaw3ZTLyL2,2,"['Jazz', 'Folklore', 'Rock']",male,0
Sergio Verdinelli,Sergio Verdinelli,spotify:artist:4ujhVf7VBbCNR8HaOnmg8x,6,"['Jazz', 'Folklore', 'Rock']",male,0
"Gustavo ""Cuchi"" Leguizamon","Gustavo ""Cuchi"" Leguizamon",spotify:artist:3VKqXPG7o5b1JZ9vQSbdAH,4,['Tango'],male,0
Roberto Chanel,Roberto Chanel,spotify:artist:1Newv0kwOisVM6rtV7iiWL,22,['Tango'],male,2
Jorge Vidal,Jorge Vidal,spotify:artist:1UJLNPqfYGcW8KHxOgPqZj,20,['Tango'],male,2
Charlo,Charlo,spotify:artist:3Ry0Bx0jq7Z6nbzTfcsvkL,21,['Tango'],male,2
Edmundo Rivero,Edmundo Rivero,spotify:artist:6ULt24uY5oov72S2fY1qoi,34,['Tango'],male,1
Floreal Ruiz,Floreal Ruiz,spotify:artist:5MKgOzGl9pBQ1wgcWL88hJ,24,['Tango'],male,1
Alberto Echagüe,Alberto Echagüe,spotify:artist:659t7L9mu8Kfk0JquBRXFM,27,['Tango'],male,2
Raul Iriarte,Raul Iriarte,spotify:artist:0BVutgpayh84Z50y8GyhaJ,20,['Tango'],male,1
Carlos Gardel,Carlos Gardel,spotify:artist:05Q9xndTxhXhD5trpmTtfU,48,['Tango'],male,1
Carlos Dante,Carlos Dante,spotify:artist:5GFa1oIEY4uabHh6L54t8d,30,['Tango'],male,2
Alberto Marino,Alberto Marino,spotify:artist:1gk2rAR139bIdjgbDSyvT5,24,['Tango'],male,1
Orquesta Tipica Porteña,Orquesta Tipica Porteña,spotify:artist:2BtyDKqqekgiDmcEWB1ccz,26,"['Tango', 'Rock']",NA,1
Nestor Astarita,Nestor Astarita,spotify:artist:45y1rWlUfzQmyR3RLCHF3x,6,['Jazz'],male,0
Hugo Lobo,Hugo Lobo,spotify:artist:50UQHipbWWMFQiT6DZYvHN,30,['Reggae'],male,7
Ernesto Romeo,Ernesto Romeo,spotify:artist:65uLXI2bJ9yseni5g0ajfU,16,"['Rock', 'Reggae', 'Alternative']",male,7
BOOM BOOM KID,BOOM BOOM KID,spotify:artist:3Zy9epYPdkzL0IYzCvLGhp,1,['Cumbia'],NA,7
Actitud Maria Marta,Actitud Maria Marta,spotify:artist:7bRRdkXGiJNwJaYgekPGRn,10,"['Rock', 'Reggae', 'Alternative']",NA,7
Ainda,Ainda,spotify:artist:3eZXi1et2XpXPD7PoUDDzE,50,['Alternative'],NA,3
Ernesto Snajer,Ernesto Snajer,spotify:artist:2lsW2v88mmr3SCDpKFlUao,29,"['Tango', 'Folklore']",male,0
Diego Schissi,Diego Schissi,spotify:artist:0UyEKAZHgqGAVk610fpW1l,8,['Jazz'],male,0
Mariano Loiacono,Mariano Loiacono,spotify:artist:2nJSd6dTLpgAj6yXRqoDw3,3,['Jazz'],male,0
Juan Carlos Caceres,Juan Carlos Caceres,spotify:artist:3JuAkCibNlIcgHixqvJnaW,25,['Tango'],male,6
Cuti Carabajal,Cuti Carabajal,spotify:artist:2wxP22uu9RzqeHT13xmHKu,21,"['Chamame', 'Folklore']",male,6
Roxana Carabajal,Roxana Carabajal,spotify:artist:3XliglxGifK0IJjHPxo5MP,28,['Folklore'],female,6
Terceto Murillo,Terceto Murillo,spotify:artist:1OJY1HPpYUvhp3ZGX6RiKT,0,['Tango'],NA,1
Pablo Agri,Pablo Agri,spotify:artist:3XZ8Tmt0YduUosPCLXQlNd,6,['Tango'],male,1
Graciela Carabajal,Graciela Carabajal,spotify:artist:0PvlzV1yEIsuAV8iSEXRe4,14,"['Tango', 'Folklore']",female,1
Ariel Puchetta,Ariel Puchetta,spotify:artist:6R3Xug1WmXHR8bzEodNSRK,0,"['Tango', 'Folklore']",male,1
Miguel Zavaleta,Miguel Zavaleta,spotify:artist:2xmzx57bFAkRyqbPuF4cZl,9,"['Jazz', 'Pop', 'Rock']",male,0
Gringui Herrera,Gringui Herrera,spotify:artist:5KWHvlzAXeR860x5byWIz9,6,['Rock'],male,10
Luis Borda,Luis Borda,spotify:artist:0Go2UvTYJFdzwk6HZXo9SR,9,['Tango'],male,0
César Franov,César Franov,spotify:artist:6JGU0dmyxaoWlXRZtBYIhZ,4,"['Jazz', 'Rock']",male,0
Juan Carlos Ingaramo,Juan Carlos Ingaramo,spotify:artist:6VY7Sm3RPOc6JnpNMG8AGU,1,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Ricardo Lew,Ricardo Lew,spotify:artist:32DXCPnu4gvhRa86TviIkH,7,['Jazz'],male,0
Norberto Minichillo,Norberto Minichillo,spotify:artist:6DRX4g7ChffT6cZqWKqlJp,0,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Alan Plachta,Alan Plachta,spotify:artist:0LIpCAgTqGSTqtSUrcWOny,1,['Jazz'],male,0
Guillermo Klein,Guillermo Klein,spotify:artist:6TV13Hya75hVUbLTvX1Jh3,13,['Jazz'],male,0
Diego Urcola,Diego Urcola,spotify:artist:3yscB4e5TBjZUHd2uKdgER,20,['Jazz'],male,0
Oscar Feldman,Oscar Feldman,spotify:artist:5MtiE94nZ8vlzcPjnvMkes,0,['Jazz'],male,0
Silvia Iriondo,Silvia Iriondo,spotify:artist:6RlNuHRDeVSq9y9VBzgkw7,18,['Folklore'],female,0
Ricardo Moyano,Ricardo Moyano,spotify:artist:4QbhKBmJSQNxyrc1QyjWqQ,9,['Folklore'],male,0
Jorge Cardoso,Jorge Cardoso,spotify:artist:5UFAV2zLKjMLpCbHGdGPfO,19,['Folklore'],male,0
Florencia Bernales,Florencia Bernales,spotify:artist:4Gok5DvYiwtY2TI2ioLDtb,6,['Folklore'],female,0
Raul Carnota,Raul Carnota,spotify:artist:1jQDZYNIE9vOQTYFyk7a41,0,"['Jazz', 'Tango', 'Folklore']",male,0
Mónica Abraham,Mónica Abraham,spotify:artist:7h7OOifiiMnu024OYqMbJT,5,['Folklore'],female,0
