numero,Source,Target,Label,Fecha
7077,Quintino Cinalli,Javier Cohen,Julián (Hiji),2020-05-12
7078,Quintino Cinalli,Javier Cohen,Viste la Plaza... Tres Cuadras,2020-05-12
7079,Tito Reyes,Ernesto Baffa,A Don Julio de Caro,2003-07-07
7080,Tito Reyes,Ernesto Baffa,Bandoneón para Siempre,2003-07-07
7081,Tito Reyes,Ernesto Baffa,Pa'l Cambalache,2003-07-07
7082,Tito Reyes,Ernesto Baffa,Carta Lunfarda,2003-07-07
7083,Tito Reyes,Ernesto Baffa,Por Derecha,2003-07-07
7084,Tito Reyes,Ernesto Baffa,Sueño Malevo,2003-07-07
7085,Dúo Salteño,Osvaldo Avena,Aromando el Ayer,1994-07-31
7086,Gustavo Bergalli,Jorge Navarro,Lullaby,2014-03-25
7087,Gustavo Bergalli,Jorge Navarro,Trafico Porteno,2014-03-25
7088,Gustavo Bergalli,Jorge Navarro,We'll Be Together Again,2014-03-25
7089,Gustavo Bergalli,Jorge Navarro,Waltz for Debby,2014-03-25
7090,Gustavo Bergalli,Jorge Navarro,Hi Fly,2014-03-25
7091,Gustavo Bergalli,Jorge Navarro,First,2014-03-25
7092,Gustavo Bergalli,Jorge Navarro,Up jumped spring,2014-03-25
7093,Gustavo Bergalli,Jorge Navarro,Day Dream,2014-03-25
7094,Gustavo Bergalli,Jorge Navarro,One Touch of Venus: Speak Low,2014-03-25
7095,La Perra Que Los Parió,El Kuelgue,Por Siempre/ La Respuesta,2019-08-23
7096,Los Reyes del Falsete,Amor Elefante,La Llamada (feat. Amor Elefante),2018-11-02
7097,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Prelude and Fugue,2002-07-14
7098,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: The Juggler,2002-07-14
7099,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Zapateado,2002-07-14
7100,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Vidalita (Argentine Air),2002-07-14
7101,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Quenas (Indian Flute),2002-07-14
7102,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Pericón (Argentinian Rustic Dance),2002-07-14
7103,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: La morochita (The Little Dark-Haired Girl),2002-07-14
7104,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Aire popular (Folk Song),2002-07-14
7105,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Arroró indígena (Indian Lullaby),2002-07-14
7106,Fernando Viani,Luis Gianneo,Musica para ninos (Music for Children: Bailecito Cantado (Little Dance Song),2002-07-14
7107,Fernando Viani,Luis Gianneo,2 Etudes: En forma de vidala (In the Form of a Vidala),2002-07-14
7108,Fernando Viani,Luis Gianneo,2 Etudes: En forma de zamba (In the Form of a Zamba),2002-07-14
7109,Fernando Viani,Luis Gianneo,5 Little Pieces: Requiebros (Coquetterie),2002-07-14
7110,Fernando Viani,Luis Gianneo,5 Little Pieces: Canción de Cuna (Lullaby),2002-07-14
7111,Fernando Viani,Luis Gianneo,5 Little Pieces: Marcha para soldaditos de cuerda (March for the Toy Soldiers),2002-07-14
7112,Fernando Viani,Luis Gianneo,5 Little Pieces: Vals Sentimental (Sentimental Waltz),2002-07-14
7113,Fernando Viani,Luis Gianneo,5 Little Pieces: Movimiento Perpetuo (Perpetual Movemet),2002-07-14
7114,Fernando Viani,Luis Gianneo,In the Altiplano (Prelude),2002-07-14
7115,Fernando Viani,Luis Gianneo,7 Pieces for Children: Ronda (Round),2002-07-14
7116,Fernando Viani,Luis Gianneo,7 Pieces for Children: Canción de Cuna (Cradle Song),2002-07-14
7117,Fernando Viani,Luis Gianneo,7 Pieces for Children: Atardecer pampeano (Pampean Sunset),2002-07-14
7118,Fernando Viani,Luis Gianneo,7 Pieces for Children: Sombrerito (Little Hat),2002-07-14
7119,Fernando Viani,Luis Gianneo,7 Pieces for Children: Tango,2002-07-14
7120,Fernando Viani,Luis Gianneo,7 Pieces for Children: Tamboril (Small Drum),2002-07-14
7121,Fernando Viani,Luis Gianneo,7 Pieces for Children: Danza Campesina (Rustic Dance),2002-07-14
7122,Fernando Viani,Luis Gianneo,3 Danzas argentinas: Gato,2002-07-14
7123,Fernando Viani,Luis Gianneo,3 Danzas argentinas: Tango,2002-07-14
7124,Fernando Viani,Luis Gianneo,3 Danzas argentinas: Chacarera,2002-07-14
7125,Fernando Viani,Luis Gianneo,Christmas Carol,2002-07-14
7126,Fernando Viani,Luis Gianneo,The Little Road to Bethlehem,2002-07-14
7127,Fernando Viani,Luis Gianneo,Piano Sonata No. 1: I. Allegro Moderato,2002-05-15
7128,Fernando Viani,Luis Gianneo,Piano Sonata No. 1: II. Andantino,2002-05-15
7129,Fernando Viani,Luis Gianneo,Piano Sonata No. 1: III. Allegro Agitato,2002-05-15
7130,Fernando Viani,Luis Gianneo,3 Preludes: No. 1. Nocturno,2002-05-15
7131,Fernando Viani,Luis Gianneo,3 Preludes: No. 2. Noche en la Sierra,2002-05-15
7132,Fernando Viani,Luis Gianneo,3 Preludes: No. 3. En el Canaveral,2002-05-15
7133,Fernando Viani,Luis Gianneo,Mi changuita (My Little Gir),2002-05-15
7134,Fernando Viani,Luis Gianneo,Tarantella,2002-05-15
7135,Fernando Viani,Luis Gianneo,4 Compositions: No. 1. Vieja Cancion,2002-05-15
7136,Fernando Viani,Luis Gianneo,4 Compositions: No. 2. En bateau,2002-05-15
7137,Fernando Viani,Luis Gianneo,4 Compositions: No. 3. Berceuse,2002-05-15
7138,Fernando Viani,Luis Gianneo,4 Compositions: No. 4. Arabesca,2002-05-15
7139,Fernando Viani,Luis Gianneo,Variations on a Theme by Handel,2002-05-15
7140,Fernando Viani,Luis Gianneo,Album Intimo (Intimate Album): No. 1. Cancion,2002-05-15
7141,Fernando Viani,Luis Gianneo,Album Intimo (Intimate Album): No. 2. Te amo,2002-05-15
7142,Fernando Viani,Luis Gianneo,Album Intimo (Intimate Album): No. 3. Por que?,2002-05-15
7143,Fernando Viani,Luis Gianneo,Vals Lento (Slow Waltz),2002-05-15
7144,Fernando Viani,Luis Gianneo,Piano Sonata No. 2: Allegro,2002-01-07
7145,Fernando Viani,Luis Gianneo,Piano Sonata No. 2: Romanza,2002-01-07
7146,Fernando Viani,Luis Gianneo,Piano Sonata No. 2: Allegro molto,2002-01-07
7147,Fernando Viani,Luis Gianneo,Suite: Agitato,2002-01-07
7148,Fernando Viani,Luis Gianneo,Suite: Calmo,2002-01-07
7149,Fernando Viani,Luis Gianneo,Suite: Allegro rustico,2002-01-07
7150,Fernando Viani,Luis Gianneo,Piano Sonata No. 3: Allegro impetuoso,2002-01-07
7151,Fernando Viani,Luis Gianneo,Piano Sonata No. 3: Adagio sostenuto,2002-01-07
7152,Fernando Viani,Luis Gianneo,Piano Sonata No. 3: Allegro deciso,2002-01-07
7153,Fernando Viani,Luis Gianneo,Piano Sonatina: Allegro,2002-01-07
7154,Fernando Viani,Luis Gianneo,Piano Sonatina: Tempo di minuetto un poco mosso,2002-01-07
7155,Fernando Viani,Luis Gianneo,Piano Sonatina: Allegro vivo,2002-01-07
7156,Fernando Viani,Luis Gianneo,6 Bagatelles: Allegretto,2002-01-07
7157,Fernando Viani,Luis Gianneo,6 Bagatelles: Allegro,2002-01-07
7158,Fernando Viani,Luis Gianneo,6 Bagatelles: Andantino piacevole,2002-01-07
7159,Fernando Viani,Luis Gianneo,6 Bagatelles: Allegro scherzando,2002-01-07
7160,Fernando Viani,Luis Gianneo,6 Bagatelles: Andante,2002-01-07
7161,Fernando Viani,Luis Gianneo,6 Bagatelles: Vivo,2002-01-07
7162,Fernando Viani,Luis Gianneo,Improvisation,2002-01-07
7163,Fernando Viani,Dora De Marinis,2 Etudes: En forma de vidala (In the Form of a Vidala),2002-07-14
7164,Fernando Viani,Dora De Marinis,2 Etudes: En forma de zamba (In the Form of a Zamba),2002-07-14
7165,Fernando Viani,Dora De Marinis,7 Pieces for Children: Ronda (Round),2002-07-14
7166,Fernando Viani,Dora De Marinis,7 Pieces for Children: Canción de Cuna (Cradle Song),2002-07-14
7167,Fernando Viani,Dora De Marinis,7 Pieces for Children: Atardecer pampeano (Pampean Sunset),2002-07-14
7168,Fernando Viani,Dora De Marinis,7 Pieces for Children: Sombrerito (Little Hat),2002-07-14
7169,Fernando Viani,Dora De Marinis,7 Pieces for Children: Tango,2002-07-14
7170,Fernando Viani,Dora De Marinis,7 Pieces for Children: Tamboril (Small Drum),2002-07-14
7171,Fernando Viani,Dora De Marinis,7 Pieces for Children: Danza Campesina (Rustic Dance),2002-07-14
7172,Fernando Viani,Dora De Marinis,Variations on a Theme by Handel,2002-05-15
7173,Fernando Viani,Dora De Marinis,Piano Sonata No. 2: Allegro,2002-01-07
7174,Fernando Viani,Dora De Marinis,Piano Sonata No. 2: Romanza,2002-01-07
7175,Fernando Viani,Dora De Marinis,Piano Sonata No. 2: Allegro molto,2002-01-07
7176,Gabriel Castagna,Manuel Gomez Carrillo,Fiesta criolla: I. Alegria,2011-06-01
7177,Gabriel Castagna,Manuel Gomez Carrillo,Fiesta criolla: II. Canción triste,2011-06-01
7178,Gabriel Castagna,Manuel Gomez Carrillo,Fiesta criolla: III. El amor en los pañuelos,2011-06-01
7179,Gabriel Castagna,Manuel Gomez Carrillo,Fiesta criolla: IV. Siempre alegria,2011-06-01
7180,Gabriel Castagna,Manuel Gomez Carrillo,Rapsodia santiaguena,2011-06-01
7181,Gabriel Castagna,Juan José Castro,Sinfonia Argentina: I. Arrabal,2011-06-01
7182,Gabriel Castagna,Alberto Williams,Primera obertura de concierto,2011-06-01
7183,Gabriel Castagna,Carlos López Buchardo,Escenas Argentinas: I. Dìa de fiesta,2004-06-01
7184,Gabriel Castagna,Carlos López Buchardo,Escenas Argentinas: II. El arroyo,2004-06-01
7185,Gabriel Castagna,Carlos López Buchardo,Escenas Argentinas: III. La campera,2004-06-01
7186,Gabriel Castagna,Julián Aguirre,"Due danze Argentine: La Huella, Op. 49 (Arr. E. Ansermet for Orchestra)",2004-06-01
7187,Gabriel Castagna,Julián Aguirre,Due danze Argentine: El gato (Arr. E. Ansermet for Orchestra),2004-06-01
7188,Gabriel Castagna,Luis Gianneo,El tarco en flor,2004-06-01
7189,Gabriel Castagna,Carlos Guastavino,3 Romances argentinos: I. Las niñas,2004-06-01
7190,Juan Bayon,Juan Cruz De Urquiza,Alicates y Alambrados,2021-12-10
7191,Juan Bayon,Juan Cruz De Urquiza,23 de Agosto,2021-12-10
7192,Juan Bayon,Juan Cruz De Urquiza,Gigante Indestructible,2021-12-10
7193,Juan Bayon,Leo Genovese,Alicates y Alambrados,2021-12-10
7194,Juan Bayon,Leo Genovese,Tres Fresnos Dorados (1),2021-12-10
7195,Juan Bayon,Leo Genovese,Gigante Indestructible,2021-12-10
7196,Ariel Argañaraz,Julian Vat,Tarántula,2014-02-11
7197,Ariel Argañaraz,Julian Vat,La Pintiana,2014-02-11
7198,Ariel Argañaraz,Julian Vat,Al Galope,2014-02-11
7199,Ariel Argañaraz,Julian Vat,Besos Muertos,2014-02-11
7200,Ariel Argañaraz,Rodrigo Montero,Retamas Amarillas,2021-11-01
7201,Esteban Morgado,Julia Morgado,Quedémonos aquí,2019-11-15
7202,Esteban Morgado,CLAUDIO MORGADO,El último café,2002
7203,Leo Genovese,Hernan Hecht,Suggestions,2019-10-07
7204,Leo Genovese,Hernan Hecht,Testigo,2019-10-07
7205,Leo Genovese,Hernan Hecht,Mariano y Carolina,2019-10-07
7206,Leo Genovese,Hernan Hecht,Persona,2019-10-07
7207,Daniel Barenboim,Martha Argerich,"Fantaisie for Piano and Orchestra, L. 73: I. Andante ma non troppo",2021-06-04
7208,Daniel Barenboim,Martha Argerich,"Fantaisie for Piano and Orchestra, L. 73: II. Lento e molto espressivo",2021-06-04
7209,Daniel Barenboim,Martha Argerich,"Fantaisie for Piano and Orchestra, L. 73: III. Allegro molto",2021-06-04
7210,Daniel Barenboim,Martha Argerich,"Beethoven: Piano Concerto No. 1 in C Major, Op. 15: III. Rondo. Allegro scherzando",2014-04-21
7211,Daniel Barenboim,Martha Argerich,"Schumann: Piano Concerto in A Minor, Op. 54: I. Allegro affettuoso",2014-04-21
7212,Daniel Barenboim,Martha Argerich,"Chopin: Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",2014-04-21
7213,Daniel Barenboim,Martha Argerich,"Chopin: Piano Concerto No. 1 in E Minor, Op. 11: III. Rondo. Vivace",2014-04-21
7214,Daniel Barenboim,Martha Argerich,Falla: Noches en los jardines de España: I. En el Generalife,2014-04-21
7215,Daniel Barenboim,Martha Argerich,"Liszt: Concerto Pathétique in E Minor, S 258: Andante, quasi marcia funebre",2014-04-21
7216,Daniel Barenboim,Martha Argerich,"Debussy / Arr. Maisky for Cello and Piano: Preludes, Book 1, CD 125, L. 117: No. 12, Minstrels",2014-04-21
7217,Daniel Barenboim,Martha Argerich,Kreisler: 3 Old Viennese Dances for Violin and Piano: II. Liebesleid (Tempo di Ländler),2014-04-21
7218,Daniel Barenboim,Martha Argerich,"Schumann: Fantasiestücke, Op. 12: No. 5, In der Nacht",2014-04-21
7219,Daniel Barenboim,Martha Argerich,"Chopin: Mazurka No. 36 in A Minor, Op. 59 No. 1",2014-04-21
7220,Daniel Barenboim,Martha Argerich,"Chopin: Mazurka No. 38 in F-Sharp Minor, Op. 59 No. 3",2014-04-21
7221,Daniel Barenboim,Martha Argerich,"Chopin: Nocturne No. 4 in F Major, Op. 15 No. 1",2014-04-21
7222,Daniel Barenboim,Martha Argerich,"Chopin: Scherzo No. 3 in C-Sharp Minor, Op. 39",2014-04-21
7223,Daniel Barenboim,Martha Argerich,"Chopin: Polonaise No. 6 in A-Flat Major, Op. 53 ""Heroic""",2014-04-21
7224,Daniel Barenboim,Martha Argerich,"Ravel: Gaspard de la nuit, M. 55: I. Ondine",2014-04-21
7225,Daniel Barenboim,Martha Argerich,"Ravel: Sonatine, M. 40: I. Modéré",2014-04-21
7226,Daniel Barenboim,Martha Argerich,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: III. Allemande",2014-04-21
7227,Daniel Barenboim,Martha Argerich,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: IV. Courante",2014-04-21
7228,Daniel Barenboim,Martha Argerich,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: V. Sarabande",2014-04-21
7229,Daniel Barenboim,Martha Argerich,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: VI. Rondeau & Capriccio",2014-04-21
7230,Daniel Barenboim,Martha Argerich,"Scarlatti, D: Keyboard Sonata in D Minor, Kk. 141",2014-04-21
7231,Daniel Barenboim,Martha Argerich,"Kinderszenen, Op. 15: 7. Träumerei",2008-01-01
7232,Daniel Barenboim,Martha Argerich,"24 Préludes, Op. 28: No. 15 in D-Flat Major: Sostenuto",2008-01-01
7233,Daniel Barenboim,Martha Argerich,"24 Préludes, Op. 28: No. 4 in E Minor",2001-01-01
7234,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Introduction et Marche royale du Lion,2001-01-01
7235,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Poules et Coqs,2001-01-01
7236,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Hémiones (Animaux véloces),2001-01-01
7237,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Tortues,2001-01-01
7238,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Kangourous,2001-01-01
7239,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Aquarium,2001-01-01
7240,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Le Coucou au fond des bois,2001-01-01
7241,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Volières,2001-01-01
7242,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Pianistes,2001-01-01
7243,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Fossiles,2001-01-01
7244,Daniel Barenboim,Martha Argerich,"Le Carnaval des Animaux, R. 125: Le Cygne",2001-01-01
7245,Daniel Barenboim,Martha Argerich,Le Carnaval des Animaux: Finale,2001-01-01
7246,Daniel Barenboim,Martha Argerich,Falla: Noches en los jardines de España: II. Danza lejana & III. En los Jardines de la sierra de Córdoba,1990-05-01
7247,Daniel Barenboim,Martha Argerich,"Piano Concerto No. 2 in B Flat Major, Op. 19: I. Allegro con brio",2021-08-27
7248,Daniel Barenboim,Martha Argerich,"Piano Concerto No. 2 in B Flat Major, Op. 19: II. Adagio",2021-08-27
7249,Daniel Barenboim,Martha Argerich,"Piano Concerto No. 2 in B Flat Major, Op. 19: III. Rondo. Molto allegro",2021-08-27
7250,Daniel Barenboim,Daniel Barenboim/New Philharmonia Orchestra/Pierre Boulez,"Bartók: Piano Concerto No. 1, Sz. 83: I. Allegro moderato - Allegro",2003-08-15
7251,Daniel Barenboim,Daniel Barenboim/New Philharmonia Orchestra/Pierre Boulez,"Bartók: Piano Concerto No. 1, Sz. 83: II. Andante",2003-08-15
7252,Daniel Barenboim,Daniel Barenboim/New Philharmonia Orchestra/Pierre Boulez,"Bartók: Piano Concerto No. 1, Sz. 83: III. Allegro molto",2003-08-15
7253,Daniel Barenboim,Daniel Barenboim/New Philharmonia Orchestra/Pierre Boulez,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: I. Allegretto",2003-08-15
7254,Daniel Barenboim,Daniel Barenboim/New Philharmonia Orchestra/Pierre Boulez,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: II. Adagio religioso",2003-08-15
7255,Daniel Barenboim,Daniel Barenboim/New Philharmonia Orchestra/Pierre Boulez,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: III. Allegro vivace",2003-08-15
7256,Oscar Alem,Oscar Aleman & Su Quinteto De Swing,Cielos Azules,2013-05-22
7257,Oscar Alem,Oscar Aleman & Su Quinteto De Swing,Darktown Strutters Ball,2013-05-22
7258,Oscar Alem,Oscar Aleman & Su Quinteto De Swing,Diga Diga Doo,2013-05-22
7259,Oscar Alem,Oscar Aleman Y Su Conjunto De Jazz,Pé De Manaca,2008-10-06
7260,Oscar Alem,Lilián Saba,Para empezar a volar,1997
7261,Federico Mizrahi,Ligia Piro,Desde El Silencio,2020-06-12
7262,Federico Mizrahi,Guillermo Fernández,Blues De La Parcas,2020-04-10
7263,Federico Mizrahi,Guillermo Fernández,Soledad - Remastered 2020,2012
7264,Federico Mizrahi,Demoliendo Tangos,Big bang (Estallan nuestras fuentes),2020-03-06
7265,Federico Mizrahi,Demoliendo Tangos,Charlo y Los Distraigo,2020-03-06
7266,Federico Mizrahi,Demoliendo Tangos,Petite musique,2020-03-06
7267,Federico Mizrahi,Demoliendo Tangos,Intolerancia,2020-03-06
7268,Federico Mizrahi,Demoliendo Tangos,Cielita linda,2020-03-06
7269,Federico Mizrahi,Demoliendo Tangos,Malvinas,2020-03-06
7270,Federico Mizrahi,Demoliendo Tangos,Popourrí Charly,2020-03-06
7271,Federico Mizrahi,Demoliendo Tangos,Demoliendo tangos (texto),2020-03-06
7272,Federico Mizrahi,Demoliendo Tangos,Demoliendo tangos,2020-03-06
7273,Federico Mizrahi,Demoliendo Tangos,Tres mañanas,2020-03-06
7274,Federico Mizrahi,Demoliendo Tangos,Tía Isabel (texto),2020-03-06
7275,Federico Mizrahi,Demoliendo Tangos,Farol de Santa Marta (Remastered 2020),2004
7276,Federico Mizrahi,Mariana Kesselman,Animales,2016-02-09
7277,Federico Mizrahi,Mariana Kesselman,La Vaca Atada,2016-02-09
7278,Federico Mizrahi,Mariana Kesselman,El Cielo de Darwin,2016-02-09
7279,Federico Mizrahi,Mariana Kesselman,Marjane,2016-02-09
7280,Federico Mizrahi,Mariana Kesselman,Macbeth y Su Pato Azul,2016-02-09
7281,Federico Mizrahi,Mariana Kesselman,El Pájaro Que Hiere,2016-02-09
7282,Federico Mizrahi,Mariana Kesselman,Pero Eso No Era,2016-02-09
7283,Federico Mizrahi,Mariana Kesselman,La Mujer Pantera,2016-02-09
7284,Federico Mizrahi,Mariana Kesselman,La Vida de los Atunes,2016-02-09
7285,Federico Mizrahi,Mariana Kesselman,Ratones en el Coco,2016-02-09
7286,Federico Mizrahi,Mariana Kesselman,El Club del Silencio,2016-02-09
7287,Federico Mizrahi,Mariana Kesselman,Oktubre,2016-02-09
7288,Federico Mizrahi,Pablo Green,Animales,2016-02-09
7289,Federico Mizrahi,Pablo Green,La Vaca Atada,2016-02-09
7290,Federico Mizrahi,Pablo Green,El Cielo de Darwin,2016-02-09
7291,Federico Mizrahi,Pablo Green,Marjane,2016-02-09
7292,Federico Mizrahi,Pablo Green,Macbeth y Su Pato Azul,2016-02-09
7293,Federico Mizrahi,Pablo Green,El Pájaro Que Hiere,2016-02-09
7294,Federico Mizrahi,Pablo Green,Pero Eso No Era,2016-02-09
7295,Federico Mizrahi,Pablo Green,La Mujer Pantera,2016-02-09
7296,Federico Mizrahi,Pablo Green,La Vida de los Atunes,2016-02-09
7297,Federico Mizrahi,Pablo Green,Ratones en el Coco,2016-02-09
7298,Federico Mizrahi,Pablo Green,El Club del Silencio,2016-02-09
7299,Federico Mizrahi,Pablo Green,Oktubre,2016-02-09
7300,Alambre Gonzalez,Sergio Villar,La pucha con el hombre,2022-04-08
7301,Alambre Gonzalez,Pappo,Detras de la Iglesia,2014-02-09
7302,Dancing Mood,Pablo Molina,The Harder They Come,2015-10-01
7303,Dancing Mood,Pablo Molina,Children Of The Night,2021-06-18
7304,Dancing Mood,Pablo Molina,Suzie Wong,2009-10-01
7305,Dancing Mood,Mariano Castro,You Baby,2006-10-01
7306,Dancing Mood,Mariano Castro,Love Don't Love Nobody,2004-06-01
7307,Dancing Mood,Mariano Castro,You See Trouble With Me,2002-10-01
7308,Dancing Mood,Pety,You Are The One,2001-01-01
7309,Dancing Mood,Guillermo Bonetto,Chatti Chatti,2001-01-01
7310,Dancing Mood,Micaela Chauque,África,2022-07-22
7311,Bam Bam Miranda,Willy Crook,No Te Culpes (feat. Bam Bam Miranda),2016-11-22
7312,Fede Flores,La Viajerita,Florcita de Cactus,2019-09-28
7313,Fede Flores,La Viajerita,Del Corazón,2019-09-28
7314,Fede Flores,La Viajerita,El Diablo en los Carnavales,2019-09-28
7315,Fede Flores,La Viajerita,"Triste, Loca o Mala",2019-09-28
7316,Fede Flores,La Viajerita,Dejarme Respirar,2019-09-28
7317,Fede Flores,La Viajerita,Esquecimento,2019-09-28
7318,Fede Flores,La Viajerita,Navegantes,2019-09-28
7319,Fede Flores,La Viajerita,Donde Todo Gravitaba,2019-09-28
7320,Fede Flores,La Viajerita,Hormiga Negra,2019-09-28
7321,Barbarita Palacios,Micaela Chauque,Piba Cumbia,2021-11-17
7322,Barbarita Palacios,Lula Bertoldi,El Viento que Va,2021-11-17
7323,Barbarita Palacios,Egle Martin,Mbae Pa Ere Cheve Nde,2021-11-17
7324,Barbarita Palacios,Sonia Alvarez,Mbae Pa Ere Cheve Nde,2021-11-17
7325,Paulina Fain,Patricia Da Dalt,Estudios Tanguísticos: Estudio 1,2014-02-22
7326,Paulina Fain,Patricia Da Dalt,Estudios Tanguísticos: Estudio 2,2014-02-22
7327,Paulina Fain,Patricia Da Dalt,Estudios Tanguísticos: Estudio 3,2014-02-22
7328,Paulina Fain,Patricia Da Dalt,Estudios Tanguísticos: Estudio 4,2014-02-22
7329,Paulina Fain,Patricia Da Dalt,Estudios Tanguísticos: Estudio 5,2014-02-22
7330,Paulina Fain,Germán Gómez,Luna Sola,2021-07-30
7331,Ariel Ardit,Ramiro Gallo String Orchestra,Como aquella princesa,2011-09-01
7332,Ariel Ardit,Ramiro Gallo String Orchestra,Asi es ninon,2011-09-01
7333,Ariel Ardit,Ramiro Gallo String Orchestra,Cuestion de papel,2011-09-01
7334,Ariel Ardit,Ramiro Gallo String Orchestra,Por la herida,2011-09-01
7335,Ariel Ardit,Ramiro Gallo String Orchestra,Mal herido,2011-09-01
7336,Ariel Ardit,Ramiro Gallo String Orchestra,Sin esperanza,2011-09-01
7337,Ariel Ardit,Ramiro Gallo String Orchestra,Que me quiten lo bailao,2011-09-01
7338,Loli Molina,Lucio Mantel,Visiones Doradas,2021-06-11
7339,Loli Molina,Hernan Hecht,I Fall In Love Too Easily,2018-09-21
7340,Loli Molina,Hernan Hecht,Un Bosque Lleno de Pájaros Blancos,2017-10-27
7341,Loli Molina,Dario Jalfin,Pierde el Hilo,2021-12-03
7342,Facundo Ramirez,Facundo Ramírez y Lolita Torres,Esto es La Pampa,1993-01-01
7343,Martha Argerich,Marcelo Nisinman,Nisinman: Hombre Tango,2017-09-01
7344,Martha Argerich,Olga Joukova,Announcement,2017-01-20
7345,Martha Argerich,Nelson Goerner,"Martucci: Tema con variazioni in E-Flat Major, Op. 58",2013-05-13
7346,Martha Argerich,Sergio Tiempo,"Ravel: Rapsodie espagnole, M. 54: I. Prélude à la nuit (Version for Piano 4 Hands)",2012-12-17
7347,Martha Argerich,Sergio Tiempo,"Ravel: Rapsodie espagnole, M. 54: II. Malagueña (Version for Piano 4 Hands)",2012-12-17
7348,Martha Argerich,Sergio Tiempo,"Ravel: Rapsodie espagnole, M. 54: III. Habanera (Version for Piano 4 Hands)",2012-12-17
7349,Martha Argerich,Sergio Tiempo,"Ravel: Rapsodie espagnole, M. 54: IV. Feria (Version for Piano 4 Hands)",2012-12-17
7350,Martha Argerich,Sergio Tiempo,"Ravel: Suite No. 2 from Daphnis et Chloé, M. 57: I. Lever du jour",2012-12-17
7351,Martha Argerich,Sergio Tiempo,"Ravel: Suite No. 2 from Daphnis et Chloé, M. 57: II. Pantomime",2012-12-17
7352,Martha Argerich,Sergio Tiempo,"Ravel: Suite No. 2 from Daphnis et Chloé, M. 57: III. Danse générale",2012-12-17
7353,Martha Argerich,Sergio Tiempo,Daphnis et Chloé - Suite No.2: Lever du jour -,2008-03-03
7354,Martha Argerich,Sergio Tiempo,Daphnis et Chloé - Suite No.2: Pantomime -,2008-03-03
7355,Martha Argerich,Sergio Tiempo,Daphnis et Chloé - Suite No.2: Danse générale,2008-03-03
7356,Martha Argerich,Sergio Tiempo,"Debussy / Arr. Ravel for 2 Pianos: Nocturnes, CD 98, L. 91: No. 1, Nuages",2007-06-11
7357,Martha Argerich,Sergio Tiempo,"Debussy / Arr. Ravel for 2 Pianos: Nocturnes, CD 98, L. 91: No. 2, Fêtes",2007-06-11
7358,Martha Argerich,Sergio Tiempo,"Lieder ohne Worte, Op. 62 - Transcription for Cello and Piano by Alfred Piatti: I. Andante espressivo (No. 25)",2007-01-01
7359,Martha Argerich,Sergio Tiempo,"Lied ohne Worte, Op. 109",2007-01-01
7360,Martha Argerich,Sergio Tiempo,"Auf Flügeln des Gesanges, Op. 34, No. 2",2007-01-01
7361,Martha Argerich,Sergio Tiempo,"5 Morceaux de fantaisie, Op. 3: No. 1 Elégie - Adapted by Mischa Maisky",2007-01-01
7362,Martha Argerich,Sergio Tiempo,Infante: Danzas andaluzas: I. Ritmo,2006-06-05
7363,Martha Argerich,Sergio Tiempo,Tangos for two pianos: Revirado,2004-06-07
7364,Martha Argerich,Sergio Tiempo,Tangos for two pianos: Adios Nonino,2004-06-07
7365,Martha Argerich,Sergio Tiempo,"Fantasia for Piano Four Hands in F Minor, D. 940",2020-04-06
7366,Martha Argerich,Karin Lechner,"Ravel: Rapsodie espagnole, M. 54: I. Prélude à la nuit (Version for Piano 4 Hands)",2012-12-17
7367,Martha Argerich,Karin Lechner,"Ravel: Rapsodie espagnole, M. 54: II. Malagueña (Version for Piano 4 Hands)",2012-12-17
