numero,Source,Target,Label,Fecha
3308,Indio Solari,Los Fundamentalistas del Aire Acondicionado,Adieu! Bye Bye! Aufwiedersehen!,2004
3309,Indio Solari,Los Fundamentalistas del Aire Acondicionado,Pabellón Séptimo (Relato de Horacio),2004
3310,Indio Solari,Los Fundamentalistas del Aire Acondicionado,El Charro Chino,2004
3311,Indio Solari,Los Fundamentalistas del Aire Acondicionado,Canción para un Goldfish,2004
3312,Indio Solari,Los Fundamentalistas del Aire Acondicionado,To Beef Or Not To Beef,2004
3313,Indio Solari,Los Fundamentalistas del Aire Acondicionado,Ciudad Baigón,2004
3314,Isabel De Sebastian,Guillermo Vadala,La Fete des Peres: Sense of Balance,2011-08-01
3315,Isabel De Sebastian,Guillermo Vadala,Younger and Younger: Show Me Your Face,2011-08-01
3316,Isabel De Sebastian,Guillermo Vadala,La vida segun Muriel: Princesita,2011-08-01
3317,Isabel De Sebastian,Guillermo Vadala,Salmonberries: Barefoot,2011-08-01
3318,Isabel De Sebastian,Guillermo Vadala,Bagdad Cafe: Calling You,2011-08-01
3319,Isabel De Sebastian,Guillermo Vadala,Bagdad Cafe: Here,2011-08-01
3320,Isabel De Sebastian,Nico Cota,Salmonberries: Barefoot,2011-08-01
3321,Los Tipitos,Emanero,Loco (Tu Forma de Ser),2017-11-03
3322,Los Tipitos,Ale Sergi,Apostar al Amor,2013-04-18
3323,Los Tipitos,Árbol,Como un Dragón,2001-11-12
3324,Los Tipitos,Árbol,Mirá Vos,2007-11-11
3325,Los Tipitos,Los Abuelos De La Nada,Tristeza de la Ciudad,2021-08-18
3326,Litto Nebbia,Adrián Abonizio,La fontana rosa,2022-09-23
3327,Litto Nebbia,Adrián Abonizio,Malevo criollo,2022-09-23
3328,Litto Nebbia,Adrián Abonizio,Algo duerme en el fondo - Parque Independencia,2022-09-23
3329,Litto Nebbia,Adrián Abonizio,La tos (a),2022-09-23
3330,Litto Nebbia,Adrián Abonizio,La rama que truena (b),2022-09-23
3331,Litto Nebbia,Adrián Abonizio,Cabriolas,2022-09-23
3332,Litto Nebbia,Adrián Abonizio,Cuando llueve por Pichincha - Barrio Pichincha,2022-09-23
3333,Litto Nebbia,Adrián Abonizio,Intro al río,2022-09-23
3334,Litto Nebbia,Adrián Abonizio,El Paraná,2022-09-23
3335,Litto Nebbia,Adrián Abonizio,Final del río,2022-09-23
3336,Litto Nebbia,Adrián Abonizio,Vals de mi hogar,2022-09-23
3337,Litto Nebbia,Adrián Abonizio,Para irse,2022-09-23
3338,Litto Nebbia,Adrián Abonizio,Señorita costurera - 1922 Singer,2022-09-23
3339,Litto Nebbia,Adrián Abonizio,La tela de araña,2022-09-23
3340,Litto Nebbia,Adrián Abonizio,Desde El Cairo,2022-09-23
3341,Litto Nebbia,Adrián Abonizio,Un sorbo de magia,2022-09-23
3342,Litto Nebbia,Adrián Abonizio,Rita la salvaje,2022-09-23
3343,Litto Nebbia,Adrián Abonizio,Cambia Rosario,2022-09-23
3344,Litto Nebbia,Adrián Abonizio,El clásico,2022-09-23
3345,Litto Nebbia,Adrián Abonizio,Contraviento,2022-09-23
3346,Litto Nebbia,Adrián Abonizio,Morisqueta,2022-09-23
3347,Litto Nebbia,Leopoldo Deza,"Lejos, Lejos el Verano",2018-09-14
3348,Litto Nebbia,Leopoldo Deza,"Mi Amor, Tu Pasajero",2018-09-14
3349,Litto Nebbia,Leopoldo Deza,Don Chivo,2018-09-14
3350,Litto Nebbia,Leopoldo Deza,Con Mi Caballo de Fuego,2018-09-14
3351,Litto Nebbia,Leopoldo Deza,Zamba Autista,2018-09-14
3352,Litto Nebbia,Leopoldo Deza,Vai Embora,2018-09-14
3353,Litto Nebbia,Leopoldo Deza,Noche en la Isla,2018-09-14
3354,Litto Nebbia,Leopoldo Deza,Escondido del Charatero,2018-09-14
3355,Litto Nebbia,Leopoldo Deza,Fuera de la Selva,2018-09-14
3356,Litto Nebbia,Leopoldo Deza,La Indecisa,2018-09-14
3357,Litto Nebbia,Leopoldo Deza,Balada para Martha,2018-09-14
3358,Litto Nebbia,Leopoldo Deza,Niña Bonita,2018-09-14
3359,Litto Nebbia,Leopoldo Deza,Intro de Flautas,2011-11-11
3360,Litto Nebbia,Facundo Cabral,Yo Conocí al Amor,2017-08-25
3361,Litto Nebbia,Facundo Cabral,Pasó el Circo,2012-05-05
3362,Litto Nebbia,Facundo Cabral,He Pensado Mucho en Ti,2012-05-05
3363,Litto Nebbia,Facundo Cabral,En Medio de los Hombres,2012-05-05
3364,Litto Nebbia,Facundo Cabral,Los Fantasmas de la Bien Amada,2012-05-05
3365,Litto Nebbia,Facundo Cabral,Intro al Carnaval,2012-05-05
3366,Litto Nebbia,Facundo Cabral,El Carnaval del Mundo,2012-05-05
3367,Litto Nebbia,Facundo Cabral,Me Gusta Cuando Juegas,2012-05-05
3368,Litto Nebbia,Facundo Cabral,La Catalina,2012-05-05
3369,Litto Nebbia,Facundo Cabral,Amigo Mío,2012-05-05
3370,Litto Nebbia,Ariel Minimal,Canción del Bosque,2017-07-31
3371,Litto Nebbia,Ariel Minimal,Huerta Grande,2019-11-08
3372,Litto Nebbia,Los Músicos del Centro,Ojos de Gamuza,2017-07-27
3373,Litto Nebbia,Los Músicos del Centro,Como Aprendí a Soportar Tus Inseguridades,1982-09-09
3374,Litto Nebbia,Los Músicos del Centro,La Gloria Está Aquí,1982-09-09
3375,Litto Nebbia,Los Músicos del Centro,"Ella, Él y Nosotros",1982-09-09
3376,Litto Nebbia,Los Músicos del Centro,Para los Jóvenes Aburridos,1982-09-09
3377,Litto Nebbia,Los Músicos del Centro,Todos los Hombres Fuimos Tontos Alguna Vez,1982-09-09
3378,Litto Nebbia,Los Músicos del Centro,Llegamos de los Barcos,1982-09-09
3379,Litto Nebbia,Los Músicos del Centro,Con Mi Pasión a Cuestas,1982-09-09
3380,Litto Nebbia,Los Músicos del Centro,La Guerra No Sabe,1982-09-09
3381,Litto Nebbia,Los Músicos del Centro,Ayúdame a Conocer,1982-09-09
3382,Litto Nebbia,Los Nuñez,Ahí Vienen los Núñez,2017-07-07
3383,Litto Nebbia,Los Nuñez,El Fiero,2017-07-07
3384,Litto Nebbia,Los Nuñez,Mañanita Posadeña,2017-07-07
3385,Litto Nebbia,Los Nuñez,Orillas del Alma,2017-07-07
3386,Litto Nebbia,Los Nuñez,Desde Aquel Entonces,2017-07-07
3387,Litto Nebbia,Los Nuñez,Viñeta de Juan,2017-07-07
3388,Litto Nebbia,Los Nuñez,Mi Razón de Amor,2017-07-07
3389,Litto Nebbia,Gustavo Giannini,Canto de la Luna,2016-07-07
3390,Litto Nebbia,Gustavo Giannini,Ecos del Beat (Dedicado a Brian Auger),2016-07-07
3391,Litto Nebbia,Gustavo Giannini,El Gran Imaginador,2016-07-07
3392,Litto Nebbia,Gustavo Giannini,Princesita,2016-07-07
3393,Litto Nebbia,Gustavo Giannini,Tu Puerta Toqué (I´m Gonna Knock On Your Door),2016-07-07
3394,Litto Nebbia,Gustavo Giannini,"Hijo de América (Dedicado a el Polen, De Perú)",2016-07-07
3395,Litto Nebbia,Gustavo Giannini,Niña Serrana,2016-07-07
3396,Litto Nebbia,Gustavo Giannini,Brazilear,2016-07-07
3397,Litto Nebbia,Gustavo Giannini,Hoy Te Vi,2016-07-07
3398,Litto Nebbia,Gustavo Giannini,Futuro,2016-07-07
3399,Litto Nebbia,Gustavo Giannini,Dame Felicidad (Free Me),2016-07-07
3400,Litto Nebbia,Gustavo Giannini,Sobre el Sol y la Luna,2016-07-07
3401,Litto Nebbia,Gustavo Giannini,Tarde de Lilas,2016-07-07
3402,Litto Nebbia,Gustavo Giannini,No Trates de Esconder Tu Pena,2016-07-07
3403,Litto Nebbia,Gustavo Giannini,El Ensoñado,2016-07-07
3404,Litto Nebbia,Gustavo Giannini,Paseo Hip Hop,2016-07-07
3405,Litto Nebbia,Gustavo Giannini,Canción de las Notas,2016-07-07
3406,Litto Nebbia,Gustavo Giannini,Balada para el Power Trío,2014-11-11
3407,Litto Nebbia,Gustavo Giannini,Lucila (Lucile),2014-11-11
3408,Litto Nebbia,Gustavo Giannini,Blues Desorbitado,2014-11-11
3409,Litto Nebbia,Gustavo Giannini,No Fui Hecho para Esta Tierra,2014-11-11
3410,Litto Nebbia,Gustavo Giannini,Una Nube en Tu Vida,2014-11-11
3411,Litto Nebbia,Gustavo Giannini,Dónde Está Esa Promesa,2014-11-11
3412,Litto Nebbia,Gustavo Giannini,Shuffle del Power Trío,2014-11-11
3413,Litto Nebbia,Silvina Garre,Falando de Amor,2016-06-06
3414,Litto Nebbia,Silvina Garre,Moça Flor,2016-06-06
3415,Litto Nebbia,Silvina Garre,Correnteza / O Cantador,2016-06-06
3416,Litto Nebbia,Silvina Garre,Para Tom,2016-06-06
3417,Litto Nebbia,Silvina Garre,Água de Beber,2016-06-06
3418,Litto Nebbia,Silvina Garre,O Amor em Paz,2016-06-06
3419,Litto Nebbia,Silvina Garre,Sue Ann - Spanish Version,2016-06-06
3420,Litto Nebbia,Silvina Garre,Vivo Sonhando,2016-06-06
3421,Litto Nebbia,Silvina Garre,Este Seu Olhar,2016-06-06
3422,Litto Nebbia,Silvina Garre,Ligia,2016-06-06
3423,Litto Nebbia,Silvina Garre,Só Danço Samba,2016-06-06
3424,Litto Nebbia,Silvina Garre,Two Kites,2016-06-06
3425,Litto Nebbia,Silvina Garre,Corcovado (English Version)[Bonus Track],2016-06-06
3426,Litto Nebbia,Silvina Garre,"Un Camino Nos Separa - Banda Sonora del Film ""Luna Caliente"" De Roberto Denis, 1985",2014-07-07
3427,Litto Nebbia,Lalo De Los Santos,"Luna Caliente (Final) - Banda Sonora del Film ""Luna Caliente"" De Roberto Denis, 1985",2014-07-07
3428,Litto Nebbia,Lalo De Los Santos,Las Voces del ´60,1994-04-04
3429,Litto Nebbia,Jorge González,Solo Piano en México,2014-06-06
3430,Litto Nebbia,Jorge González,Intro Trío,2014-06-06
3431,Litto Nebbia,Jorge González,The Drums,2014-06-06
3432,Litto Nebbia,Jorge González,Honestamente Libre,2014-06-06
3433,Litto Nebbia,Jorge González,Preferencias,2014-06-06
3434,Litto Nebbia,Nestor Astarita,Solo Piano en México,2014-06-06
3435,Litto Nebbia,Nestor Astarita,Intro Trío,2014-06-06
3436,Litto Nebbia,Nestor Astarita,The Drums,2014-06-06
3437,Litto Nebbia,Nestor Astarita,Honestamente Libre,2014-06-06
3438,Litto Nebbia,Nestor Astarita,Preferencias,2014-06-06
3439,Litto Nebbia,Nestor Astarita,"Astaría en Baterita - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3440,Litto Nebbia,Nestor Astarita,Padre Qué Nos Perseguía - Bonus Track,1994-04-04
3441,Litto Nebbia,Nestor Astarita,Jazztaríaenbaterita,2018-06-15
3442,Litto Nebbia,Guadalupe Raventos,Capas,2011-11-11
3443,Litto Nebbia,Guadalupe Raventos,Ilumina,2011-11-11
3444,Litto Nebbia,Pablo Agri,Nube de Verano,2011-11-11
3445,Litto Nebbia,Alejandro Picciano,La Canción del Mundo,2011-11-11
3446,Litto Nebbia,Alejandro Picciano,Esta en Tus Manos,2012-11-30
3447,Litto Nebbia,Ricardo Soule,Inmigración,2011-11-11
3448,Litto Nebbia,Andrés Ruiz,Yo Me Conozco (Todo el Mundo Sufre),2011-11-11
3449,Litto Nebbia,Andrés Ruiz,Permiso para Entrar,2011-11-11
3450,Litto Nebbia,Andrés Ruiz,Cartas Marcadas,2011-11-11
3451,Litto Nebbia,Andrés Ruiz,Como Si Nada,2011-11-11
3452,Litto Nebbia,Andrés Ruiz,Mi Pequeño Mundo,2011-11-11
3453,Litto Nebbia,Gonzalo Aloras,Ilumina,2011-11-11
3454,Litto Nebbia,Hugo Diz,El Sí del Viento,2009-09-09
3455,Litto Nebbia,Hugo Diz,Al Despedirme de Tu Boca,2009-09-09
3456,Litto Nebbia,Hugo Diz,La Virtud del Día,2009-09-09
3457,Litto Nebbia,Hugo Diz,Horas Inciertas,2009-09-09
3458,Litto Nebbia,Hugo Diz,Guitarrita - Intermezzo Instrumental,2009-09-09
3459,Litto Nebbia,Hugo Diz,Yo Nunca Quise Compartir Tu Lecho,2009-09-09
3460,Litto Nebbia,Hugo Diz,Muere una Despedida,2009-09-09
3461,Litto Nebbia,Hugo Diz,Tú Debías Encontrarme,2009-09-09
3462,Litto Nebbia,Hugo Diz,La Blusa Ausente,2009-09-09
3463,Litto Nebbia,Hugo Diz,Otra Confesión,2009-09-09
3464,Litto Nebbia,Hugo Diz,Por la Casa,2009-09-09
3465,Litto Nebbia,Hugo Diz,El Cordel,2009-09-09
3466,Litto Nebbia,Hugo Diz,Día de Carreras - Pasaje Instrumental,2009-09-09
3467,Litto Nebbia,Hugo Diz,Boina & Flores,2009-09-09
3468,Litto Nebbia,Hugo Diz,Abrigos del Mar - Bonus Track,2009-09-09
3469,Litto Nebbia,Rodolfo Alchourrón,"El Diablo No Sabe Nadar - From ""At Home At The Big Apple"" (Litto Nebbia & Rodolfo Alchourrón, 1980)",2005-05-05
3470,Litto Nebbia,Rodolfo Alchourrón,"Canción para Jóvenes en Primavera - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3471,Litto Nebbia,Rodolfo Alchourrón,"Algo Gracioso Nos Aborda al Huir - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3472,Litto Nebbia,Rodolfo Alchourrón,"Medley: Un Sueño No Es una Mentira / A Veces Soñamos una Mentira - From ""Parábola"" (Rodolfo Alchourrón, 1980)",2005-05-05
3473,Litto Nebbia,Rodolfo Alchourrón,Amor (Bonus Track),1975-10-01
3474,Litto Nebbia,Rodolfo Alchourrón,Niñez (Bonus Track),1975-10-01
3475,Litto Nebbia,Rodolfo Alchourrón,Vejez (Bonus Track),1975-10-01
3476,Litto Nebbia,Domingo Cura,"Canción para Dino Saluzzi - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3477,Litto Nebbia,Domingo Cura,"La Cumbiancita - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3478,Litto Nebbia,Domingo Cura,"Pequeño Corsario - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3479,Litto Nebbia,Domingo Cura,"Tú Vas a Ser (You´re Gonna Be) - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3480,Litto Nebbia,Domingo Cura,"Una Tarde de Invierno - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3481,Litto Nebbia,Domingo Cura,"Canción para Domingo Cura - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3482,Litto Nebbia,Domingo Cura,Charla Sobre el Bohemio,2003-03-03
3483,Litto Nebbia,Domingo Cura,Si No Son Más de las Tres - El Bohemio,2003-03-03
3484,Litto Nebbia,Domingo Cura,Despertemos en América - Bonus Track,2003-03-03
3485,Litto Nebbia,Domingo Cura,Canción para Domingo Cura - Bonus Track,2003-03-03
3486,Litto Nebbia,Domingo Cura,La Nebbiera - Bonus Track,2003-03-03
3487,Litto Nebbia,Domingo Cura,"Vamos Negro, Fuerza Negro - Bonus Track",2003-03-03
3488,Litto Nebbia,Domingo Cura,Canción para Domingo Cura,1979-09-09
3489,Litto Nebbia,Domingo Cura,Canción para Dino Saluzzi,1977-11-11
3490,Litto Nebbia,Domingo Cura,La Cumbiancita,1977-11-11
3491,Litto Nebbia,Domingo Cura,Tú Vas a Ser (You're Gonna Be),1977-11-11
3492,Litto Nebbia,Dino Saluzzi,"Pequeño Corsario - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3493,Litto Nebbia,Dino Saluzzi,"Pájaros de la Tarde de Buenos Aires - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3494,Litto Nebbia,Dino Saluzzi,"Gema - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3495,Litto Nebbia,Dino Saluzzi,"Una Tarde de Invierno - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3496,Litto Nebbia,Dino Saluzzi,Improvisación en la Trastienda,1981-10-10
3497,Litto Nebbia,Dino Saluzzi,Las Gardenias,1981-10-10
3498,Litto Nebbia,Dino Saluzzi,Pájaros de la Tarde de Buenos Aires,1977-11-11
3499,Litto Nebbia,Dino Saluzzi,Gema,1977-11-11
3500,Litto Nebbia,Dino Saluzzi,Tata Sarapura,1978-03-01
3501,Litto Nebbia,Dino Saluzzi,Capullo de Madrugada,1978-03-01
3502,Litto Nebbia,Dino Saluzzi,Cancion para los Hombres Que No Lloran,1978-03-01
3503,Litto Nebbia,Dino Saluzzi,Dos Loritos,1978-03-01
3504,Litto Nebbia,Dino Saluzzi,Siempre una Cancion,1978-03-01
3505,Litto Nebbia,Mirtha Defilpo,"Frente al Portal - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)",2005-05-05
3506,Litto Nebbia,Mirtha Defilpo,"Introducción - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3507,Litto Nebbia,Mirtha Defilpo,"Nadie Es Tan Importante Como Uno Cree - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3508,Litto Nebbia,Mirtha Defilpo,"Acto Mágico - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3509,Litto Nebbia,Mirtha Defilpo,"No Será Éste y No Es Aquel - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3510,Litto Nebbia,Mirtha Defilpo,"Hasta el Final Te Mueres - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3511,Litto Nebbia,Mirtha Defilpo,"Brian's Coral (Dedicado a Brian Wilson) - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3512,Litto Nebbia,Mirtha Defilpo,"Historia de la Infiel - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3513,Litto Nebbia,Mirtha Defilpo,"Los Motivos del Azul - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3514,Litto Nebbia,Mirtha Defilpo,"En la Tierra el Sol - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3515,Litto Nebbia,Mirtha Defilpo,"Diré Mi Nombre - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3516,Litto Nebbia,Mirtha Defilpo,"Canción para Domingo Cura - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3517,Litto Nebbia,Mirtha Defilpo,"Canción de 30 Años - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3518,Litto Nebbia,Mirtha Defilpo,"Lamentos del Rosario - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3519,Litto Nebbia,Mirtha Defilpo,"Retrato de Eric Satie - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3520,Litto Nebbia,Mirtha Defilpo,Bazar de los milagros,1976-10-01
3521,Litto Nebbia,Mirtha Defilpo,El Nuevo Testamento,1976-10-01
3522,Litto Nebbia,Mirtha Defilpo,Transeuntes,1976-10-01
3523,Litto Nebbia,Mirtha Defilpo,La Muerte y la Mirada,1976-10-01
3524,Litto Nebbia,Mirtha Defilpo,La Caída,1976-10-01
3525,Litto Nebbia,Mirtha Defilpo,Bituca,1976-10-01
3526,Litto Nebbia,Mirtha Defilpo,Reflexiones Sobre la Soledad,1976-10-01
3527,Litto Nebbia,Mirtha Defilpo,Mañana de Amapolas,1976-12-01
3528,Litto Nebbia,Mirtha Defilpo,En Caso de Vida,1976-12-01
3529,Litto Nebbia,Mirtha Defilpo,Canción para Perdedores,1976-12-01
3530,Litto Nebbia,Mirtha Defilpo,La Vuelta de Adán,1976-12-01
3531,Litto Nebbia,Mirtha Defilpo,A la Memoria de Frankestein,1976-12-01
3532,Litto Nebbia,Mirtha Defilpo,Simple Detalle,1976-12-01
3533,Litto Nebbia,Mirtha Defilpo,Cuando Yo No Soy,1976-12-01
3534,Litto Nebbia,Mirtha Defilpo,Todos los Cielos Son Memoria,1976-12-01
3535,Litto Nebbia,Mirtha Defilpo,Cuidate de Jabberwock Hijo Mio,1976-12-01
3536,Litto Nebbia,Chivo Borraro,"Una Tarde de Invierno - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3537,Litto Nebbia,Norberto Minichillo,"Introducción - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3538,Litto Nebbia,Norberto Minichillo,Introducción,1979-09-09
3539,Litto Nebbia,César Franov,Intro / Está en Tus Manos,2003-03-03
3540,Litto Nebbia,César Franov,Palabras de Nebbia,2003-03-03
3541,Litto Nebbia,César Franov,Variaciones de César y Quintino (Sobre ¨la Telesita¨),2003-03-03
3542,Litto Nebbia,César Franov,Cueca para Waldo (Dedicada a Waldo de los Ríos),1990-11-11
3543,Litto Nebbia,César Franov,Quiere Ver la Marea,1990-11-11
3544,Litto Nebbia,César Franov,Suite para los 149 Barrios Porteños,1981-10-01
3545,Litto Nebbia,César Franov,Saliendo para México,1981-10-01
3546,Litto Nebbia,César Franov,Dentro de Mi Bosque,1981-10-01
3547,Litto Nebbia,Quintino Cinalli,Intro / Está en Tus Manos,2003-03-03
3548,Litto Nebbia,Quintino Cinalli,Palabras de Nebbia,2003-03-03
3549,Litto Nebbia,Quintino Cinalli,Variaciones de César y Quintino (Sobre ¨la Telesita¨),2003-03-03
3550,Litto Nebbia,Alfredo Lichter,Carta para Isabel - Intro,2002-02-02
3551,Litto Nebbia,Alfredo Lichter,Luna en el Vidrio,2002-02-02
3552,Litto Nebbia,Alfredo Lichter,Campo Adentro,2002-02-02
3553,Litto Nebbia,Alfredo Lichter,Punta Norte,2002-02-02
3554,Litto Nebbia,Alfredo Lichter,Pescador,2002-02-02
3555,Litto Nebbia,Alfredo Lichter,Lluvia (La Tierra Vive),2002-02-02
3556,Litto Nebbia,Alfredo Lichter,Playas y Libertad,2002-02-02
3557,Litto Nebbia,Alfredo Lichter,El Abismo y las Ballenas,2002-02-02
3558,Litto Nebbia,Alfredo Lichter,Viñeta de la Luna,2002-02-02
3559,Litto Nebbia,Alfredo Lichter,La Canción del Mar - Nueva Versión,2002-02-02
3560,Litto Nebbia,Alfredo Lichter,La Marea - Toma Alternativa,2002-02-02
3561,Litto Nebbia,Alfredo Lichter,La Ventana - Nueva Versión,2002-02-02
3562,Litto Nebbia,Alfredo Lichter,Carta para Isabel - Final,2002-02-02
3563,Litto Nebbia,Walter Ríos (bandoneón),Intro a Federico (Instrumental),1998-08-08
3564,Litto Nebbia,Tito Reyes,Preciosa y el Aire,1998-08-08
3565,Litto Nebbia,Tito Reyes,Muerte de Antonito el Camborio,1998-08-08
3566,Litto Nebbia,Tito Reyes,El Hombre Que Amaba a Todas las Mujeres,1997-05-05
3567,Litto Nebbia,Tito Reyes,Como en un Sueño,2005-05-05
3568,Litto Nebbia,Tito Reyes,Íntima,1996-10-10
3569,Litto Nebbia,Tito Reyes,Nobleza de Arrabal,1996-10-10
3570,Litto Nebbia,Antonio Agri,Alma Ausente,1998-08-08
3571,Litto Nebbia,Antonio Agri,Adiós a Federico (Instrumental),1998-08-08
3572,Litto Nebbia,Antonio Agri,Qué Clase de Mujer,1997-05-05
3573,Litto Nebbia,Antonio Agri,Yo No Apagué las Velas,1997-05-05
3574,Litto Nebbia,Antonio Agri,Carne y Uña,1995-06-06
3575,Litto Nebbia,Antonio Agri,La Luz de un Fósforo,1995-06-06
3576,Litto Nebbia,Walter Ríos,Los Sueños de Federico (Instrumental),1998-08-08
3577,Litto Nebbia,Walter Ríos,Las Rosas Golondrinas,2016-10-24
3578,Litto Nebbia,Walter Ríos,Bar Nocturno,1997-05-05
3579,Litto Nebbia,Walter Ríos,Claro de Luna en el Suburbio,1997-05-05
3580,Litto Nebbia,Walter Ríos,Academia - Tango Classique,1997-05-05
3581,Litto Nebbia,Walter Ríos,Las Milongueras - 1930 Cabaret Girls,1997-05-05
3582,Litto Nebbia,Walter Ríos,Cheri,1997-05-05
3583,Litto Nebbia,Walter Ríos,La Calle de las Brumas,1997-05-05
3584,Litto Nebbia,Walter Ríos,En un Andén Lejano,1997-05-05
3585,Litto Nebbia,Walter Ríos,Bailarín de Lujo,1997-05-05
3586,Litto Nebbia,Walter Ríos,"La Negra del Arrabal, Pt. 1",1997-05-05
3587,Litto Nebbia,Walter Ríos,"La Negra del Arrabal, Pt. 2",1997-05-05
3588,Litto Nebbia,Walter Ríos,París toujours,1997-05-05
3589,Litto Nebbia,Bernardo Baraj,Qué Clase de Mujer,1997-05-05
3590,Litto Nebbia,Bernardo Baraj,Canción de un Servidor (Malvinas ´82),1992-01-01
3591,Litto Nebbia,Bernardo Baraj,Si el País Me Llama,1992-01-01
3592,Litto Nebbia,Bernardo Baraj,Scherzo de Brumas,1992-01-01
3593,Litto Nebbia,Bernardo Baraj,Las Tres Corazonadas,1989-07-07
3594,Litto Nebbia,Bernardo Baraj,Danza Primera,1989-07-07
3595,Litto Nebbia,Bernardo Baraj,El Cubanito Porteño,1989-07-07
3596,Litto Nebbia,Bernardo Baraj,Días de Guardar,1989-07-07
3597,Litto Nebbia,Bernardo Baraj,"Cerca, Pero No Tan Lejos",1989-07-07
3598,Litto Nebbia,Bernardo Baraj,El Viento y la Rutina,1989-07-07
3599,Litto Nebbia,Bernardo Baraj,El Viaje de John Pez,1989-07-07
3600,Litto Nebbia,Bernardo Baraj,San Bernardo,1989-07-07
3601,Litto Nebbia,Bernardo Baraj,Tema de Petreca,1989-07-07
3602,Litto Nebbia,Bernardo Baraj,Poesía en la Tarde,1981-10-10
3603,Litto Nebbia,Bernardo Baraj,El Retorno de Nadie Es Tan Importante Como Uno Cree (Dos),1981-10-10
3604,Litto Nebbia,Bernardo Baraj,Sabor de Amigo,1981-10-10
3605,Litto Nebbia,Bernardo Baraj,Suite para los 149 Barrios Porteños,1981-10-01
3606,Litto Nebbia,Bernardo Baraj,Saliendo para México,1981-10-01
3607,Litto Nebbia,Bernardo Baraj,Dentro de Mi Bosque,1981-10-01
3608,Litto Nebbia,Juan Carlos Ingaramo,El Cielo Protector,1997-05-05
3609,Litto Nebbia,Juan Carlos Ingaramo,Canción de los Ríos Ebrios,2019-03-22
3610,Litto Nebbia,Juan Carlos Ingaramo,Mulata de Aquí,2019-03-22
3611,Litto Nebbia,Juan Carlos Ingaramo,"Cuando Yo Me Transforme, Pt. 2",2019-03-22
3612,Litto Nebbia,Jorge López Ruiz,Yo Te Daré una Mano Hermano,1994-05-05
3613,Litto Nebbia,Oscar Moro,El Secreto de la Vida (O Segredo da Vida),1994-05-05
3614,Litto Nebbia,Oscar Moro,Todo Lo Que Debo Hacer,1992-07-07
3615,Litto Nebbia,Quique Sinesi,Gato Encerrado - Bonus Track,1994-05-05
3616,Litto Nebbia,Quique Sinesi,Olia,1987-10-24
3617,Litto Nebbia,Alejandro Del Prado,Las Voces del ´60,1994-04-04
