numero,Id,Label,id_artista,popularidad,generos_musicales,genero
743,Alberto Cortez,Alberto Cortez,spotify:artist:0Iww53p8UY2oYtQhfzsSY9,47,"['bolero', 'cantautor', 'pop romantico', 'trova']",male
744,Lola Arias,Lola Arias,spotify:artist:53eB0ZnT2mF21xdu9JPDVs,4,[],female
745,Rosario Bléfari,Rosario Bléfari,spotify:artist:048Ps9xL1nU6dsliRDJi3y,28,"['argentine indie', 'argentine rock', 'latin rock']",female
746,Sara Hebe,Sara Hebe,spotify:artist:4pFUriuYqqAmBCvqF9o6LW,46,"['rap latina', 'rap politico']",female
747,Potra,Potra,spotify:artist:2qP9rlQySpfxXYrHZ8IkAO,15,[],NA
748,José Colángelo,José Colángelo,spotify:artist:6pyaY7LYRUDak5V2GJ1hcP,0,[],male
749,Cristian Zárate,Cristian Zárate,spotify:artist:3DxNxcSmNfdPAmxTNcPGCd,10,[],male
750,Leonardo Suarez Paz,Leonardo Suarez Paz,spotify:artist:0xloWULNg6JINYMYocvL0f,0,[],male
751,Osvaldo Requena,Osvaldo Requena,spotify:artist:0u4Ts2jzqhhQxgnIgLB9E0,1,[],male
752,Angel Villoldo,Angel Villoldo,spotify:artist:58zqZbO02GoqvH117YPH5D,5,[],male
753,Carlos Guastavino,Carlos Guastavino,spotify:artist:5tsUYkQxnLGOzfj31dWmvL,23,['latin classical'],male
754,Juan Lauga,Juan Lauga,spotify:artist:6P20S9msop8UKKqOwZJNHF,0,[],male
755,Roberto Díaz,Roberto Díaz,spotify:artist:1IJYhhzWRIeIs7HSLe72Wd,9,"['classical performance', 'viola']",male
756,Saul Cosentino,Saul Cosentino,spotify:artist:5By5B7dqOWnPsZvhbk6LJ3,2,[],male
757,Luis Gianneo,Luis Gianneo,spotify:artist:6GbjnWeQqrEb6FvCY76V7W,2,['neoclassicism'],male
758,Eduardo Falú,Eduardo Falú,spotify:artist:3GmAEo2lOqrVb7BrHvUS5M,26,"['folclore salteno', 'folklore argentino', 'guitarra argentina']",male
759,Francisco Fiorentino,Francisco Fiorentino,spotify:artist:0chC6Ta4I8hpmaZ28GUdMT,26,['vintage tango'],male
760,Roberto Rufino,Roberto Rufino,spotify:artist:77lIcMj8n8EME52oE0pcxN,23,['vintage tango'],male
761,Aldo Calderón,Aldo Calderón,spotify:artist:0kvB65iiRFMo0m4KHSvBas,2,[],male
762,Jorge Casal,Jorge Casal,spotify:artist:6L7O04OiT9fGaG5jdfY5ox,7,['vintage tango'],male
763,Raul Beron,Raul Beron,spotify:artist:5MUxvhkKJ6F52OtoV3i93A,16,[],male
764,Raúl Berón,Raúl Berón,spotify:artist:47CI3rPwwFOaUBq5HO1WEl,23,['vintage tango'],male
765,Roberto Grela,Roberto Grela,spotify:artist:4NkIT9ejpKX3c6zfz3VzrT,20,"['guitarra argentina', 'tango']",male
766,Amadeo Mandarino,Amadeo Mandarino,spotify:artist:05KONw4k9cdArmCSNtLFpd,1,[],male
767,Roberto Grela y su Cuarteto Tipico,Roberto Grela y su Cuarteto Tipico,spotify:artist:4c4kNhPWU2pWENyVksGXxo,4,[],male
768,Aníbal Troilo & Su Orquestra Típica,Aníbal Troilo & Su Orquestra Típica,spotify:artist:3qkg4Dt4McF45UgaK4KvR2,2,[],male
769,Aníbal Troilo & Su Orquesta Típica,Aníbal Troilo & Su Orquesta Típica,spotify:artist:5R6Fuy8jrunkG6SUKfTud3,1,[],male
770,Anibal Troilo Y Su Cuarteto,Anibal Troilo Y Su Cuarteto,spotify:artist:3RAITnsTRERT9ZEchPerdL,1,['orquesta tipica'],male
771,Rodolfo Biagi,Rodolfo Biagi,spotify:artist:50BzmPPHNTQjeLW5JvrZJs,30,"['orquesta tipica', 'tango', 'vintage tango']",male
772,Carlos Di Sarli,Carlos Di Sarli,spotify:artist:0gAbrqBahiaTF69TmVb9fQ,36,"['orquesta tipica', 'tango', 'tango cancion', 'vintage tango']",male
773,Osvaldo Fresedo,Osvaldo Fresedo,spotify:artist:30tf3CsLuv3h4nR6n7ianI,25,"['orquesta tipica', 'tango', 'vintage tango']",male
774,Alfredo Gobbi,Alfredo Gobbi,spotify:artist:62ABL5pqowZJin1fkheWo7,22,"['orquesta tipica', 'tango', 'vintage tango']",male
775,Julio De Caro,Julio De Caro,spotify:artist:5sH2omybKmPkkDYHzpyseu,22,"['orquesta tipica', 'tango', 'vintage tango']",male
776,Alfredo De Angelis,Alfredo De Angelis,spotify:artist:1T5fdN2r38UO5jz6cb4tHD,38,"['tango', 'vintage tango']",male
777,Roberto Firpo,Roberto Firpo,spotify:artist:57r4BX1GO0yZfvh0hoE4nT,19,"['orquesta tipica', 'tango', 'vintage tango']",male
778,Ricardo Tanturi,Ricardo Tanturi,spotify:artist:2qMnZ26W08LGkJx2WfM6DK,28,"['orquesta tipica', 'tango', 'vintage tango']",male
779,Horacio Salgán,Horacio Salgán,spotify:artist:2Bh9iQTtKB9vzl6iLtwZ9W,21,"['tango', 'vintage tango']",male
780,Antonio Carrizo,Antonio Carrizo,spotify:artist:7rDJMckKZVBWV6U3eA9Ap4,1,[],male
781,Osvaldo Pugliese Orquesta,Osvaldo Pugliese Orquesta,spotify:artist:3C89j2K7J3h5HC9kmWKSLX,0,[],male
782,Néstor Marconi Octeto,Néstor Marconi Octeto,spotify:artist:25brXO9f7sbtGz0z0vWvwi,0,[],male
783,Atilio Stampone y su Orquesta Tipica,Atilio Stampone y su Orquesta Tipica,spotify:artist:7BaxhBweRJpcPzkowkOquu,25,[],NA
784,Orquesta Típica Porteña,Orquesta Típica Porteña,spotify:artist:0T2pUjslozM5ZcYQzqUdR0,20,['orquesta tipica'],NA
785,Osvaldo Berlingieri y su Orquesta,Osvaldo Berlingieri y su Orquesta,spotify:artist:4WwZ9Qb6pgNDjKtvGSxa3j,16,[],NA
786,Sexteto Tango,Sexteto Tango,spotify:artist:0XRtBMgyBDVmBKAR2mqmR4,11,['tango'],NA
787,Púrpura Pansa,Púrpura Pansa,spotify:artist:3S0p6wFjHGXLJ5QUaeYJc6,3,[],NA
788,Osvaldo Pugliese,Osvaldo Pugliese,spotify:artist:2HO9rAU2R7CRnmhx0ytN41,37,"['latin classical', 'tango', 'vintage tango']",male
789,Camerata Bariloche,Camerata Bariloche,spotify:artist:3vWOBUq3oL2UyI0FlKYDic,7,"['chamber ensemble', 'chamber orchestra', 'classical performance']",NA
790,Hugo Romero,Hugo Romero,spotify:artist:0K3OMNOb1H2pis6fioh2qY,0,[],male
791,Ernesto Jodos,Ernesto Jodos,spotify:artist:7CMEUsgU1PmgGWgJbxXEKb,6,['argentine jazz'],male
792,Maximo Diego Pujol,Maximo Diego Pujol,spotify:artist:7vaQnHl1Lilh5EtrWX36YP,29,"['guitarra argentina', 'latin classical']",male
793,Carlos Moscardini,Carlos Moscardini,spotify:artist:0yTPyCny2T9VZmIrPvfIQD,26,['guitarra argentina'],male
794,Sergio Natali,Sergio Natali,spotify:artist:4D6fUZqicWz4qFFdoWaN6Q,1,[],male
795,Pepe Ferrer,Pepe Ferrer,spotify:artist:5g2q3dfpl3Zz53gQnY7h7K,0,[],male
796,Marcelo Coronel,Marcelo Coronel,spotify:artist:2Y1jeDSIJbFlhRIUUYn3Qw,2,[],male
797,Julio Santillan,Julio Santillan,spotify:artist:6LXk56Uhs9RBXSn1CcQdhw,0,[],male
798,Mariano Mores,Mariano Mores,spotify:artist:7Erj4RY7uctPQKcfSUMe3x,30,"['latin classical', 'tango', 'vintage tango']",male
799,Julian Plaza,Julian Plaza,spotify:artist:0TnzChxXy6cEruUOswhF2f,4,[],male
800,Pedro Laurenz,Pedro Laurenz,spotify:artist:5UGl3tpHti3d06IXlMoZx2,27,"['bandoneon', 'orquesta tipica', 'tango', 'vintage tango']",male
801,Narciso Saúl,Narciso Saúl,spotify:artist:43M9G0oN7c2agT8pYkUIii,9,[],male
802,Hector Ayala,Hector Ayala,spotify:artist:7CJPDyyeZ2Qets8c2i39cx,17,['latin classical'],male
803,Walter Heinze,Walter Heinze,spotify:artist:2kK7cTKDllW6NFtFlPi2p9,9,[],male
804,Orquesta Filarmonica De Buenos Aires,Orquesta Filarmonica De Buenos Aires,spotify:artist:6y8opLXKsuQsUpbsdjKGgz,0,[],NA
805,Héctor Pilatti,Héctor Pilatti,spotify:artist:4lGn8EIke3nvJs0Cef6axI,2,[],male
806,"Lalo Schifrin Conducts Stravinsky, Schifrin, And Ravel","Lalo Schifrin Conducts Stravinsky, Schifrin, And Ravel",spotify:artist:6ChH9nLKIVyW2KXuCN82Y8,0,[],male
807,Demian Chorovicz,Demian Chorovicz,spotify:artist:13brZH2hCfStTQIVXLxrYK,10,[],male
808,Ubaldo De Lio,Ubaldo De Lio,spotify:artist:44B4fZoPUd9dk4vtLAQnBC,11,[],male
809,Carlos Pesce,Carlos Pesce,spotify:artist:3Z3BWlR90ODdf0xOXmqefO,0,[],male
810,Antonio Polito,Antonio Polito,spotify:artist:0IdBaFIypYTGX5vcLSq9gU,0,[],male
811,Juan José Mosalini,Juan José Mosalini,spotify:artist:6GW5iZCGywgT40khnKoES6,8,['bandoneon'],male
812,Juan Carlos Cobián,Juan Carlos Cobián,spotify:artist:5p3L4fc0TnpztES5RM9h1q,3,[],male
813,Sebastian Piana,Sebastian Piana,spotify:artist:0oTwcgd222TeuB2a6EZP9H,3,[],male
814,Fede Gareis,Fede Gareis,spotify:artist:3PzTxYLLpGyRX9U9aPbgHB,0,[],male
815,Nini Flores,Nini Flores,spotify:artist:2L6mboWstcbFLClRW0ckjL,7,[],male
816,Julio Pane,Julio Pane,spotify:artist:4LfXtXfhAtyH6Htp0x0mUV,10,['bandoneon'],male
817,Lola Ponce,Lola Ponce,spotify:artist:6GjbWWx5Zmmwc5lSF8095y,28,['spanish pop rock'],female
818,Lorelei Taron,Lorelei Taron,spotify:artist:4BgKgow0sYMYbeCwch19Bo,41,[],female
819,Jambao,Jambao,spotify:artist:37zUz0gjTaNCWTOymnuWGG,52,"['cuarteto', 'cumbia villera']",NA
820,Oscar Belondi,Oscar Belondi,spotify:artist:5tHwSexlHs2HGihqfOoWNM,28,[],male
821,La Repandilla,La Repandilla,spotify:artist:4TeM4orWQq9H1Wj2intCub,48,['cumbia villera'],NA
822,Santiago Moraes,Santiago Moraes,spotify:artist:2pfLPT9ZTkPrLd8ZJiDBld,16,[],male
823,Celina Varela,Celina Varela,spotify:artist:2LWkZ1ShsBKQJvEhQ0BGuk,0,[],female
824,Ciro y los Persas,Ciro y los Persas,spotify:artist:2Eo4Yaukt9d6dnZrY5hQKi,60,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",NA
825,Piti Fernández,Piti Fernández,spotify:artist:4PJtMqmJX54aKaztYQfFYb,41,['argentine rock'],male
826,"Javier ""La Pepa"" Brizuela","Javier ""La Pepa"" Brizuela",spotify:artist:1WuV3Ckw4mdPZnXwUvUoel,9,[],male
827,"Martín ""Mono"" Fabio","Martín ""Mono"" Fabio",spotify:artist:6AFfpDrjHzltnml4HygkvC,11,[],male
828,El Otro Yo,El Otro Yo,spotify:artist:3iSYxEandRd7lJSmxWHXkk,32,"['argentine indie', 'argentine punk', 'argentine rock', 'latin rock']",NA
829,Romina Cohn,Romina Cohn,spotify:artist:2IZzBDyzXaUQ7pu9gbmXI8,5,['techno argentina'],female
830,Altocamet,Altocamet,spotify:artist:0ZqTqI2yIMAtxEfDi0ZODe,10,['argentine indie'],NA
831,Bruno Galindo,Bruno Galindo,spotify:artist:6h9pNPHH7lzji2orGktjdN,18,[],NA
832,Walter Meza,Walter Meza,spotify:artist:5wSEBJTNePVQJyveXptJxE,5,[],male
833,Juliana Gattas,Juliana Gattas,spotify:artist:4beHLf0L7m2eBwhyifF9Kn,29,[],female
834,Ricardo Tanturi y su Orquesta Típica Los Indios,Ricardo Tanturi y su Orquesta Típica Los Indios,spotify:artist:44yvH6jBSzsZBi6LEleHg6,7,['orquesta tipica'],NA
835,Milrayos,Milrayos,spotify:artist:1UsjNWRCoTx3Y2beFtFyq2,4,[],NA
836,Vitillo Ábalos,Vitillo Ábalos,spotify:artist:3yl80HDvTxgxH6DvodRilJ,3,[],male
837,Julian Kartun,Julian Kartun,spotify:artist:04f2OyzgBLH7Wh4m57OPv8,36,[],male
838,Pablo Vidal,Pablo Vidal,spotify:artist:7FKeMwquuGvtbBmSIHCYcC,10,['galician jazz'],male
839,De La Rivera,De La Rivera,spotify:artist:4U48zETkokPB76fnXQiO2b,22,"['indie cordoba', 'latin funk']",NA
840,Silvina Moreno,Silvina Moreno,spotify:artist:2wMN1UAgISJA8yQusQL18G,38,"['argentine telepop', 'pop argentino']",female
841,Nolberto Al k la,Nolberto Al k la,spotify:artist:0y2UIyqXN4KctxsMLgSMhm,41,['cumbia villera'],NA
842,Tei Shi,Tei Shi,spotify:artist:1xcMOgFUM1IYZE22YjCvsL,48,"['alternative r&b', 'art pop', 'electropop', 'escape room', 'gauze pop', 'pop', 'shimmer psych', 'spectra', 'vapor pop', 'vapor soul']",female
843,Daniela Spalla,Daniela Spalla,spotify:artist:2VSRhqonKsL7KRAIk8SMmt,57,"['indie cordoba', 'latin rock', 'mexican indie']",female
844,FLORIAN,FLORIAN,spotify:artist:6C3bLjpIfVoapHjMfpYAy2,26,['argentine indie'],male
845,Delfina Campos,Delfina Campos,spotify:artist:4d0lC4AT0DwcybhN6SSB0G,31,"['argentine alternative rock', 'argentine indie']",female
846,Galean,Galean,spotify:artist:3usCwS0jcb6SFJe3ZPiFA8,7,['electronica argentina'],male
847,Mariano Godoy,Mariano Godoy,spotify:artist:7gpYDxVfirNyKXORQncECR,25,['indie folk argentino'],male
848,Francisca y Los Exploradores,Francisca y Los Exploradores,spotify:artist:2axDF0woEL8GYIoW93gPPf,32,"['argentine indie', 'latin rock']",NA
849,Jazmin Esquivel,Jazmin Esquivel,spotify:artist:0fIYDdq51EapT0JErprhvm,0,[],female
850,Julio Franchi,Julio Franchi,spotify:artist:3TeDjB8WPQ9bfPY1rThZAt,7,['rosario indie'],male
851,Juan Carlos Tolosa,Juan Carlos Tolosa,spotify:artist:7vVE1WJaN5F1C7IsO1OQN0,10,[],male
852,Alejandro Manzoni,Alejandro Manzoni,spotify:artist:1Nr4ZefadwBH0cQrjnHMtE,0,[],male
853,Guadalupe Gómez,Guadalupe Gómez,spotify:artist:06HmXqT0IRQfut1o11YDHd,5,[],female
854,Alejandro Franov,Alejandro Franov,spotify:artist:2ocOLQWZUMc8Q1BjjGyvjz,6,['argentine ambient'],male
855,Miriam García,Miriam García,spotify:artist:2mOHlObkV2dhspvDzllGOS,19,[],female
856,Kaleema,Kaleema,spotify:artist:7o5v2sjfFaMOgUKtfMQRWW,26,['latintronica'],female
857,Frikstailers,Frikstailers,spotify:artist:3kGiP6mQDtEZG5UD7mAlBH,18,['nu-cumbia'],NA
858,Thornato,Thornato,spotify:artist:6ghG9s4GfKVwxKtSdCtgwP,40,"['ethnotronica', 'latintronica']",male
859,King Coya,King Coya,spotify:artist:0HrREC22dh7WCLLtf5Tewy,25,"['nu-cumbia', 'nuevo folklore argentino']",male
860,El Remolón,El Remolón,spotify:artist:2ubr2Ri0ue6a0XHFWLJyaR,28,['nu-cumbia'],male
861,SidiRum,SidiRum,spotify:artist:6aCzyU3S7tQc31Cv09EcYu,30,['latintronica'],NA
862,Barrio Lindo,Barrio Lindo,spotify:artist:6AHDMBhI1OTokvO5DkBB9p,32,"['latintronica', 'nuevo folklore argentino', 'tropical alternativo']",male
863,Fauna,Fauna,spotify:artist:3FH2vhSAC0MVydlM1db1tv,21,['nu-cumbia'],NA
864,Wenceslada,Wenceslada,spotify:artist:6ocPxR8KkxBQmMB41CqeKU,12,[],female
865,Princesa,Princesa,spotify:artist:72hn6ql4BrmF1BOuwaqnWT,8,[],NA
866,Fémina,Fémina,spotify:artist:6Saxi5uCjuMzIGcqqvTumR,44,"['argentine indie', 'nuevo folklore argentino', 'rap latina']",NA
867,Luvi Torres,Luvi Torres,spotify:artist:47N9RCYsJnQu0MxvyeYvG5,2,[],female
868,Hermetics,Hermetics,spotify:artist:4FOl3ytTF0JV9hh9rsv03u,13,[],male
869,LUVI TORRES,LUVI TORRES,spotify:artist:0U6e4AWJDteC3blrD46avQ,19,[],female
870,Paloma del Cerro,Paloma del Cerro,spotify:artist:6jCZSq4NyG2Ry0LyKHqClp,36,"['cantautora argentina', 'latintronica', 'nuevo folklore argentino', 'shamanic']",female
871,Gus Goncalves,Gus Goncalves,spotify:artist:32ZS8Tpe0xWuLP3LZE8a4C,3,[],male
872,Shaman Herrera,Shaman Herrera,spotify:artist:6v6Zd9sNdAHCHBrrIs58So,11,[],male
873,Matías Méndez,Matías Méndez,spotify:artist:4Z4xMf2xHuZ6iXpw6Wkhxg,5,['r&b argentino'],male
874,Pedro Rossi,Pedro Rossi,spotify:artist:56lOMVymgFR7ay0cyhoodZ,1,[],male
875,Martín Pantyrer,Martín Pantyrer,spotify:artist:756n9N9pvvZAhqG43CuweV,1,[],male
876,Jeronimo Carmona,Jeronimo Carmona,spotify:artist:1aWDZz3CHFBlXquod6WKvd,4,[],male
877,Ezequiel Cantero,Ezequiel Cantero,spotify:artist:5hALmrTt4xrYMbXi78Mgui,1,[],male
878,Diego Schissi Quinteto,Diego Schissi Quinteto,spotify:artist:4ot8iEVkzB5p3K18cnGRdZ,13,"['argentine jazz', 'nuevo tango']",NA
879,Angel Dominguez,Angel Dominguez,spotify:artist:5GoP3TFHNQoim3g2esHMJX,0,[],male
880,Agustín Bardi,Agustín Bardi,spotify:artist:0x7NI5V4gHhF9BMLoS09Fr,2,[],male
881,Vicente Salerno,Vicente Salerno,spotify:artist:1wHeN5PrCuo3InrSB4kLU3,2,[],male
882,Argentino Galván,Argentino Galván,spotify:artist:68SMOaC2bdct1lmGTPZP03,1,[],male
883,Oscar Serpa,Oscar Serpa,spotify:artist:502zYKCS19z1ymcrxuLV7o,7,['vintage tango'],male
884,Manuel Sucher,Manuel Sucher,spotify:artist:3Gz1w85TNSQo5dB9nv9tr9,0,[],male
885,Juan Caldarella,Juan Caldarella,spotify:artist:6gH7gDUJpp5cLhAy3II2xJ,3,[],male
886,Rodolfo Sciammarella,Rodolfo Sciammarella,spotify:artist:6TYaVYGMC8tAIQ55KA2HF0,2,[],male
887,Oscar Castagniaro,Oscar Castagniaro,spotify:artist:0whH2vqEIW5Va2Tc6eYcmt,0,[],male
888,Alberto Morán,Alberto Morán,spotify:artist:3wyBHebXlJYt0eNy55iE1F,26,"['tango', 'vintage tango']",male
889,Luciano Leocata,Luciano Leocata,spotify:artist:1SHJoLQBPPxy0MnmDf9huh,2,[],male
890,Emilio Balcarce,Emilio Balcarce,spotify:artist:1nvkbZ9dDFxecWmgSYmziL,2,[],male
891,Ismael Spitalnik,Ismael Spitalnik,spotify:artist:19LMOF6MJQwxjO04cbLuqc,0,[],male
892,Osvaldo Ruggiero,Osvaldo Ruggiero,spotify:artist:0jGY7PS8wfg5EoK1bxhAfP,11,[],male
893,Nelly Omar,Nelly Omar,spotify:artist:6IyGH3tMgXudiE41XE6Y8f,24,"['tango', 'vintage tango']",female
894,Anibal Troilo,Anibal Troilo,spotify:artist:3RgXFYe2ymEIIZ4YAEnSsE,0,[],male
895,Edmundo Rivero con Acompañamiento de Guitarras,Edmundo Rivero con Acompañamiento de Guitarras,spotify:artist:5eefKoganiXVR7WknuCc5v,0,[],male
896,Jose Basso,Jose Basso,spotify:artist:1WO3dbf5srE7BLNkvZhWxm,16,['tango cancion'],male
897,Osvaldo Ramos,Osvaldo Ramos,spotify:artist:38RiYamOa7EzLpxRpZGDlB,3,[],male
898,Angel Vargas,Angel Vargas,spotify:artist:6aFniNaSJ0Pye4B2nqLxCJ,4,[],male
899,Miguel Calo,Miguel Calo,spotify:artist:74tkWjgprwTUFyWLQcSsG2,33,"['orquesta tipica', 'tango', 'vintage tango']",male
900,Quinteto Pirincho,Quinteto Pirincho,spotify:artist:2uelMFoEx5ngneQvQ99kzc,0,[],NA
901,Adolfo Carabelli,Adolfo Carabelli,spotify:artist:6qkvtGC8RSNYi1OL50QeMk,11,"['orquesta tipica', 'tango', 'vintage tango']",male
902,Guillermo Barbieri,Guillermo Barbieri,spotify:artist:0wwrK7Mpp9j2jsHqEklA1U,1,[],male
903,Jose Ricardo,Jose Ricardo,spotify:artist:6NGmCwCHeDBYop8iUxuaHG,0,[],male
904,José Ricardo,José Ricardo,spotify:artist:5kVm4JfH8qbIaGMzqjtycS,16,[],male
905,Francisco Canaro,Francisco Canaro,spotify:artist:2maQMqxNnlRrBrS1oAsrX9,35,"['tango', 'vintage tango']",male
906,Osmar Maderna,Osmar Maderna,spotify:artist:1uhe0qoW3jObTpGFTcIEc7,17,"['orquesta tipica', 'tango', 'vintage tango']",male
907,Marcelo Álvarez,Marcelo Álvarez,spotify:artist:5c8mByQu4Mk7JBWhxgGtlX,13,['classical tenor'],male
908,Olga Alba Barreto,Olga Alba Barreto,spotify:artist:34H09XgpX8Y5lNq3Ab3DQj,0,[],NA
909,Raul Garello,Raul Garello,spotify:artist:1VURQTVc0y9vdnSWMhWnYu,10,['bandoneon'],male
910,Julio Martel,Julio Martel,spotify:artist:69iWLqJq6ejA24aUZieSZo,26,['vintage tango'],male
911,Oscar Larroca,Oscar Larroca,spotify:artist:4TGsXIntcGStdQyNQCIniQ,29,['vintage tango'],male
912,Francisco Canaro Y Su Orquestra Tipica,Francisco Canaro Y Su Orquestra Tipica,spotify:artist:7DZSC98oqElhAu6sOVRXFa,2,[],male
913,Francisco Lomuto y su Orquesta Típica,Francisco Lomuto y su Orquesta Típica,spotify:artist:1w00BqRwTQRGJHTI7OuQG8,11,"['orquesta tipica', 'tango', 'vintage tango']",NA
914,Buenos Aires Jazz Fusión,Buenos Aires Jazz Fusión,spotify:artist:5WkNpxBJwdpuRQ5dHtm6yV,0,[],NA
915,Roberto Diaz Velado,Roberto Diaz Velado,spotify:artist:0G4tRT4eRJ0nJp8AVsccMI,1,[],male
916,Pablo Molina,Pablo Molina,spotify:artist:1PoD7Jl0frSiDWXY5Qt0fB,32,"['argentine reggae', 'reggae en espanol']",male
917,Fernando Albareda,Fernando Albareda,spotify:artist:7i1IHNIYGFQTlmpl7J90qP,0,[],male
918,Micaela Chauque,Micaela Chauque,spotify:artist:6kXy0aOhcZi7ee7NIQmKFX,19,['folclore jujeno'],female
919,Americo Belloto,Americo Belloto,spotify:artist:4GXUQib0hca7HZuASToGmq,6,[],male
920,Juan Ignacio Sueyro,Juan Ignacio Sueyro,spotify:artist:39Ak02Gh3WgYNdvlovjqpJ,0,[],male
921,Nicolás Enrich,Nicolás Enrich,spotify:artist:2o0lt2fIeC0GqqqEqEBje0,2,[],male
922,Daniel Maza,Daniel Maza,spotify:artist:5TI8IZa6vgPAcb8wuMZfN7,26,['argentine jazz'],male
923,Escalandrum,Escalandrum,spotify:artist:3QZEbpYuO36TVmqHEbxpkZ,19,['argentine jazz'],NA
924,Tango Negro Trio,Tango Negro Trio,spotify:artist:7LryQ2tTP3oJ4sqKGb1XEC,17,"['nuevo tango', 'tango']",NA
925,Franco Ramirez,Franco Ramirez,spotify:artist:3wtmjgdgUKVK3tonnKSh9a,28,"['folclore santiagueno', 'folklore argentino', 'folklore nuevo argentino']",male
926,Facundo Gimenez,Facundo Gimenez,spotify:artist:4chtvevsOwC1gy8kHdNAeG,1,[],male
927,Juan Esteban Cuacci,Juan Esteban Cuacci,spotify:artist:2MAbPufKz41fz0iFvcFmGP,10,['nuevo tango'],male
928,Osvaldo Berlingieri,Osvaldo Berlingieri,spotify:artist:6ZCEriaoNM29iADfHMGNHX,1,[],male
929,Guillermo Fernández,Guillermo Fernández,spotify:artist:6xfmmECT5pVOvnCeXt6saI,12,[],male
930,Marcelo Nisinman,Marcelo Nisinman,spotify:artist:5tfniwIvolU1ekmwVaDgUT,3,['bandoneon'],male
931,Christian Zárate,Christian Zárate,spotify:artist:0vStKEWgyh5Zde2cVW3Vkw,0,[],male
932,Horacio Romo,Horacio Romo,spotify:artist:6ArcXkBCCZaU7y3Vlgd92E,4,[],male
933,Tito Losavio,Tito Losavio,spotify:artist:41H3YL5GbiPWJ3OluCZvn4,3,[],male
934,Zaida Saiace,Zaida Saiace,spotify:artist:6mRCTsGXWohbxRHA2P0kvQ,0,[],female
935,Pablo Green,Pablo Green,spotify:artist:1WUyXFyGvDeRfUqvPYbdgY,0,[],male
936,Gillespi,Gillespi,spotify:artist:0lTOO8myl6VcmOP43pbuVb,31,"['argentine jazz', 'rock nacional']",male
937,Sergio Aranda,Sergio Aranda,spotify:artist:13hURQTnYpyln73wOwT0cV,0,[],male
938,Fernando Gelbard,Fernando Gelbard,spotify:artist:2su6TFhMEfmKwuvKsnVsGK,2,[],NA
939,Pocho Lapouble,Pocho Lapouble,spotify:artist:2ROeRcXLXw8Ic9SEZOyw0T,1,[],male
940,Lucía Boffo,Lucía Boffo,spotify:artist:4okRwzOTkHW7n6373ZvZOV,8,[],female
941,Gustavo Musso,Gustavo Musso,spotify:artist:4OyrnRvPB0hgGlAE0LGr0i,1,['argentine jazz'],male
942,Cecilia Zabala,Cecilia Zabala,spotify:artist:6eqOpzqZRWWVxv31nYX3Ku,5,['cantautora argentina'],NA
943,Orquesta Sinfónica Nacional de Paraguay,Orquesta Sinfónica Nacional de Paraguay,spotify:artist:12WZiOvt3kXnligqEgqOkg,0,[],NA
944,Liliana Rodriguez,Liliana Rodriguez,spotify:artist:5x91kr7sHnbGC8JaPT3ZSu,1,[],female
945,Javier Hinojosa,Javier Hinojosa,spotify:artist:2qffkq944KRDcs4st4tqmk,0,[],male
946,Lilián Saba,Lilián Saba,spotify:artist:2gAD59G4XLst9KbnHVD3Jo,10,[],female
947,Hernán Lucero,Hernán Lucero,spotify:artist:001b4VR8r9cFgS3vKTkTXs,9,[],male
948,Karamelo Santo,Karamelo Santo,spotify:artist:609ifGTYnL9iOfPI5KIzq1,36,"['argentine punk', 'argentine rock', 'folklore cuyano', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",NA
949,Ratones Paranoicos & Alfredo Toth,Ratones Paranoicos & Alfredo Toth,spotify:artist:2dYL43euqikvhP9tDHA9q7,5,[],NA
950,Ratones Paranoicos & Alejandro Lerner,Ratones Paranoicos & Alejandro Lerner,spotify:artist:65Hkjfa5RLkZwbLLiWJluI,3,[],NA
951,Lovorne,Lovorne,spotify:artist:1HJyorSX0NYIkc2Vp0U8y6,18,"['argentine metal', 'latin metal']",NA
952,Vivencia,Vivencia,spotify:artist:65IXQZtLc1OfW8H9YxRFwY,22,"['argentine rock', 'rock nacional']",NA
953,Fede Toledo,Fede Toledo,spotify:artist:6piQwNfaoxQBj6katm77rF,6,['folklore nuevo argentino'],male
954,"Miguel ""Maikel"" de luna campos","Miguel ""Maikel"" de luna campos",spotify:artist:7tfLCIPwrDXAqnG2kuQQ9M,8,[],male
955,Leo Villagra,Leo Villagra,spotify:artist:3ycKrdRHFlTCN9kOGtFzJL,3,['folclore tucumano'],NA
956,Waldo De Los Rios Y Su Orquesta,Waldo De Los Rios Y Su Orquesta,spotify:artist:150ZSy8q8QpfBMpRdbwMkN,14,[],male
957,Florencia Ruiz,Florencia Ruiz,spotify:artist:2LpUM08iUKWPGOc1qoWMBt,9,['cantautora argentina'],female
958,Sergio Mihanovich,Sergio Mihanovich,spotify:artist:2hPO6aP9HU0QsxpqYqNNCY,6,['argentine jazz'],male
959,Ezequiel Dutil,Ezequiel Dutil,spotify:artist:4Uk7IbNNwUXxEuE1j4OUV5,0,[],male
960,Rodrigo Reparaz,Rodrigo Reparaz,spotify:artist:7x9F455LEsi4uYT86T5u01,0,[],male
961,Elena Roger,Elena Roger,spotify:artist:3i3ZiJGsP5tkz69ad7Mbie,30,[],female
