numero,Id,Label,id_artista,popularidad,generos_musicales,genero
116,Jairo,Jairo,spotify:artist:45NmCZDtKwIIVLpl2c3csx,38,"['folklore argentino', 'pop romantico', 'rock nacional']",male
117,Adriana Varela,Adriana Varela,spotify:artist:5diAzb0BD6mSdU1xOhM7dc,36,"['tango', 'tango cancion']",female
118,Piero,Piero,spotify:artist:0kavuvnHTeqwjKLV7qPpQm,49,"['cantautor', 'nueva cancion', 'pop romantico', 'rock nacional', 'trova']",male
119,Miss Bolivia,Miss Bolivia,spotify:artist:4xx3PjUWxXY0qEXUdDhrwx,39,"['nu-cumbia', 'rap latina']",female
120,Lautaro Heredia,Lautaro Heredia,spotify:artist:7vihyogEq7rNUA6kcrYcUr,1,[],male
121,Motta Luna,Motta Luna,spotify:artist:2VwThHR4o6olzyThu7YJiz,1,"['folclore santiagueno', 'folklore nuevo argentino']",NA
122,Sandra Mihanovich,Sandra Mihanovich,spotify:artist:34wPpdJXRno0eRFI5IAOYh,40,"['cantautora argentina', 'rock nacional']",female
123,Adrián Iaies,Adrián Iaies,spotify:artist:38yosjfq6EXdWuWbLSKulh,10,['argentine jazz'],male
124,Peteco Carabajal,Peteco Carabajal,spotify:artist:5gii2fYcxLoUHWd1lWe4aT,43,"['chamame', 'folclore santiagueno', 'folklore argentino']",male
125,Nahuel Pennisi,Nahuel Pennisi,spotify:artist:4IjHltwoSKbUeZLPeULyDe,57,['folklore argentino'],male
126,Bersuit Vergarabat,Bersuit Vergarabat,spotify:artist:6MxyNXnnmwQwdW2PD0gXYO,60,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",NA
127,Liliana Herrero,Liliana Herrero,spotify:artist:6iqeypk1XRa2zQVRcIVmlF,32,"['folklore argentino', 'rock nacional']",female
128,Lito Vitale,Lito Vitale,spotify:artist:7lw1BVWquad5hKtDPU26JG,41,"['argentine rock', 'rock nacional']",male
129,Juanse,Juanse,spotify:artist:5AQlQBU9LCmQwReukeom2I,32,"['argentine rock', 'rock nacional']",male
130,Ricardo Mollo,Ricardo Mollo,spotify:artist:7M6qgWRcVoBqgkczMPT1x7,48,[],male
131,Franco Luciani,Franco Luciani,spotify:artist:4BWj4rAdhcYB8aQXfnzfHy,27,"['folklore argentino', 'harmonica jazz', 'nuevo tango']",NA
132,Rolando Sartorio,Rolando Sartorio,spotify:artist:7p5juUWSPwGbJH4BI3n8u1,29,[],male
133,Raly Barrionuevo,Raly Barrionuevo,spotify:artist:0mdD8YXAyJDJ2BHxIKF0Yf,49,"['argentine rock', 'folclore santiagueno', 'folklore argentino', 'rock en espanol', 'rock nacional']",male
134,Soledad,Soledad,spotify:artist:0K59Fm1y7s3j498ueS4qzY,59,"['argentine rock', 'folklore argentino', 'folklore surero']",female
135,Axel,Axel,spotify:artist:32x1uogH2zajP85pzZAtuE,56,"['argentine telepop', 'latin arena pop', 'latin pop']",male
136,León Gieco,León Gieco,spotify:artist:5yoimVE1rbc3kAx4uwr7eq,51,"['argentine rock', 'cantautor', 'folklore argentino', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'trova']",male
137,Pedro Aznar,Pedro Aznar,spotify:artist:2FFrhWZS9vJsh2UvxYPRr6,54,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",male
138,David Lebón,David Lebón,spotify:artist:48Idb5uZga8diRAMTc9q3E,46,"['argentine rock', 'rock en espanol', 'rock nacional']",male
139,Juan Carlos Baglietto,Juan Carlos Baglietto,spotify:artist:1Mt6JeVWV9Tvgk8ercp5O9,45,"['argentine rock', 'cantautor', 'rock en espanol', 'rock nacional', 'trova']",male
140,Marcela Morelo,Marcela Morelo,spotify:artist:63xFjf6Ww22O5gHrBP79G9,51,"['argentine telepop', 'pop argentino']",female
141,Los Alonsitos,Los Alonsitos,spotify:artist:1sObDTvhRtaW8yjty7sT7H,37,"['chamame', 'folclore salteno', 'folklore argentino']",NA
142,Jorge Fandermole,Jorge Fandermole,spotify:artist:4l6qncc7ne4yU7z9i1Mtet,36,"['argentine rock', 'folklore argentino', 'rock nacional']",male
143,Mercedes Sosa,Mercedes Sosa,spotify:artist:2HvyR5FsU37QMqVzIbGwl7,57,"['cantautor', 'folclore tucumano', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'rock nacional', 'trova']",female
144,Brian Taylor,Brian Taylor,spotify:artist:21dDxmfnJOLAHZ41gyXqIL,1,[],male
145,MANU OLIVA,MANU OLIVA,spotify:artist:48nIO59mzn0UWSrh73T43N,36,[],male
146,Baltasar Comotto,Baltasar Comotto,spotify:artist:0C9GmkE2ni3bXFaJbHw01b,30,"['argentine alternative rock', 'rock nacional']",male
147,QuixSmell,QuixSmell,spotify:artist:0MrBxgZbiw0uUO3NUqWFKp,6,[],male
148,TAILS,TAILS,spotify:artist:0LCbbe7pXn19Ecz0jLJkl2,43,[],male
149,ARTIX!,ARTIX!,spotify:artist:2d7Oro82tVznMBYXDoGiHy,23,['riddim dubstep'],male
150,Poncho,Poncho,spotify:artist:4ADdzb8h9qQTE8XPmSxY8r,34,"['argentine indie', 'electronica argentina', 'pop electronico']",NA
151,MAX,MAX,spotify:artist:1bqxdqvUtPWZri43cKHac8,69,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",NA
152,Odino Faccia,Odino Faccia,spotify:artist:6hFoJyBrrgb02Ajs1UKIe2,23,[],NA
153,XXL Irione,XXL Irione,spotify:artist:4xqLeiTEE5VmPu5nQFWjHY,32,['argentine hip hop'],male
154,boom boom kid,boom boom kid,spotify:artist:2h2frsYL6pssri5AZdlMUU,40,"['argentine indie', 'argentine punk', 'argentine rock', 'latin rock', 'latincore']",NA
155,Junior P,Junior P,spotify:artist:6AqDuHffz5nfWgsZFp9pb9,2,"['traditional reggae', 'virgin islands reggae']",NA
156,Junior P Jahorah,Junior P Jahorah,spotify:artist:4kzHPaGvUZGT4J0PR5m8o1,0,[],NA
157,Joan Sprei,Joan Sprei,spotify:artist:0QyJKIHzo2iUJFwSg5YfhW,9,[],male
158,Andrés Calamaro,Andrés Calamaro,spotify:artist:3tAICgiSR5PfYY4B8qsoAU,68,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",male
159,Jimmy Y Su Combo Negro,Jimmy Y Su Combo Negro,spotify:artist:2Kos2hpYxoC9itiKmODwNY,37,['cumbia villera'],NA
160,La Mona Jimenez,La Mona Jimenez,spotify:artist:64DFKvGarD5nmkfaIiiakf,51,['cuarteto'],male
161,Axel Martinez,Axel Martinez,spotify:artist:2t1ZsbDZvUzguvptvRZvpn,16,[],male
162,Tomy DJ,Tomy DJ,spotify:artist:6e7knXUrhWcp85TTN6za9z,59,"['cumbia pop', 'previa']",male
163,Matt Lasong,Matt Lasong,spotify:artist:3ooeOAsZUBeK0cHNpIclu2,20,[],NA
164,Alejandro Lerner,Alejandro Lerner,spotify:artist:6ESkuwldylZr39AIAPC63J,57,"['argentine rock', 'latin pop', 'rock en espanol']",male
165,Ivan Noble,Ivan Noble,spotify:artist:2MfTaq5E3ClttaUjoBdI6p,45,"['argentine rock', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol', 'rock nacional']",male
166,El Retutu,El Retutu,spotify:artist:3WSePpVeFAwNAI4vQc19rG,48,[],male
167,Karen Méndez,Karen Méndez,spotify:artist:0txXDZCdXBzha20sgN1GRk,50,['latin viral pop'],female
168,dinastia,dinastia,spotify:artist:34y6hMib20KsOtCnuXRNgp,18,[],male
169,0-600,0-600,spotify:artist:07Hm9w6ksRaggaDBpN8RRd,36,"['argentine hip hop', 'trap argentino']",NA
170,Coqeéin Montana,Coqeéin Montana,spotify:artist:4StQh17zinsbJ4r5ekmPj7,49,"['argentine hip hop', 'emo trap en espanol', 'trap argentino']",male
171,Fianru,Fianru,spotify:artist:6RAj8Czs5jmwbbXU7r2SmW,36,['rap underground argentino'],male
172,Contra Las Cuerdas,Contra Las Cuerdas,spotify:artist:48HhU4LgR1aVU5ci8tuf4x,8,"['rap uruguayo', 'uruguayan indie']",NA
173,Mya feat. Spice,Mya feat. Spice,spotify:artist:60rXF3irLkca3JYWgoGC8v,1,[],NA
174,Mya feat. Trina,Mya feat. Trina,spotify:artist:5ULZ5RofkZBtwye43C6GG5,0,[],NA
175,Mya feat. Stacie & Lacie,Mya feat. Stacie & Lacie,spotify:artist:4ghBE7gqL1KtSzLktFVxoB,0,[],NA
176,Valeria Bertuccelli,Valeria Bertuccelli,spotify:artist:1Kz4kgtxJWKTmi4w2ZnDEN,37,[],female
177,Santiago Motorizado,Santiago Motorizado,spotify:artist:1ldpEB62bhHdKBLnaYYLvs,37,['argentine indie'],male
178,Las manos de Filippi,Las manos de Filippi,spotify:artist:53Ik4pv6iE2gZ7Xc4BKlFJ,35,"['argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional', 'ska argentino']",NA
179,Mati Zapata,Mati Zapata,spotify:artist:5DheECcZFmCsUMX5U354A1,6,[],male
180,Kevin Johansen,Kevin Johansen,spotify:artist:7qjoG7bwhAjSd7nJTcjgAk,55,"['argentine rock', 'cantautor', 'chicha', 'latin alternative', 'latin rock', 'nu-cumbia', 'rock en espanol', 'rock nacional']",male
181,Fito Paez,Fito Paez,spotify:artist:1bZNv4q3OxYq7mmnLha7Tu,64,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",male
182,Fernando Ruiz Diaz,Fernando Ruiz Diaz,spotify:artist:4DqWhVhkmy4QC5d32i591c,30,[],male
183,Luis Salinas,Luis Salinas,spotify:artist:6lfuGeSEIAZl1WlXN3lSjk,36,"['argentine jazz', 'folklore argentino', 'folklore cuyano', 'guitarra argentina', 'rock nacional']",male
184,Raúl Carnota,Raúl Carnota,spotify:artist:2qA6QJKyk9W627mEn65hob,29,"['folclore santiagueno', 'folklore argentino']",male
185,Luis Alberto Spinetta,Luis Alberto Spinetta,spotify:artist:1MuQ2m2tg7naeRGAOxYZer,57,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",male
186,Pablo Mainetti,Pablo Mainetti,spotify:artist:15lQ51CRGD5wu2f8Pmw9sZ,13,['bandoneon'],male
187,Leopoldo Federico,Leopoldo Federico,spotify:artist:3RibY876FBPC7kuqm4YqzJ,22,"['bandoneon', 'tango']",male
188,Astor Piazzolla,Astor Piazzolla,spotify:artist:7dsugSamBB7enWE2IrlbFg,48,"['bandoneon', 'latin classical', 'nuevo tango', 'tango']",male
189,Rodrigo Puente,Rodrigo Puente,spotify:artist:71ywCmB4SgVeQnjyKhgx5u,13,[],male
190,Alex Hoyer,Alex Hoyer,spotify:artist:45ztMs8dTg6GRQ41yY4xtr,43,"['latin talent show', 'mexican pop']",male
191,Said,Said,spotify:artist:4IXpKvMb4jsNyMKlXBtWSR,31,[],male
192,Dabow,Dabow,spotify:artist:6GQx1heM2wyI3iHpAC5P8X,23,['electronic trap'],male
193,Enlace Styla,Enlace Styla,spotify:artist:75Coyh7oHNwQcgKiGUhDp0,3,[],NA
194,Ideal,Ideal,spotify:artist:07omkIhgrCUOLXq4xW6p5g,0,[],NA
195,Los Nocheros,Los Nocheros,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,54,"['argentine rock', 'folclore salteno', 'folklore argentino']",NA
196,Chaqueño Palavecino,Chaqueño Palavecino,spotify:artist:1GlOpg3dPUft550esb82K3,56,"['cumbia villera', 'folclore salteno', 'folklore argentino']",male
197,Coti,Coti,spotify:artist:1OUDQLymoysITxprkd0Qvj,62,"['latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",male
198,Los Auténticos Decadentes,Los Auténticos Decadentes,spotify:artist:3HrbmsYpKjWH1lzhad7alj,67,"['argentine rock', 'cuarteto', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",NA
199,La Delio Valdez,La Delio Valdez,spotify:artist:3tzacGOmngxUV8W8lU9h3Q,59,['cumbia'],NA
200,Valeria Lynch,Valeria Lynch,spotify:artist:60zawKIAJS16ul7OSY91wM,44,"['cancion melodica', 'pop romantico']",female
201,Mariano Martinez,Mariano Martinez,spotify:artist:1CL1NnuyndaL52YgyPVL73,24,[],male
202,Jeebz,Jeebz,spotify:artist:5lXbNbyacKy56O5sDsDQHG,1,[],NA
203,Kaktov,Kaktov,spotify:artist:6grKQwf014n6jBjZiUIIq8,12,[],male
204,Pyura,Pyura,spotify:artist:77cMdN9JK8HlrCtHdPKSHi,22,"['argentine indie', 'electronica argentina', 'pop electronico']",NA
205,Gilda,Gilda,spotify:artist:6Q6qTNC2rAegcR5QjzcRgE,57,"['argentine rock', 'cumbia villera', 'rock en espanol']",female
206,Emmanuel Horvilleur,Emmanuel Horvilleur,spotify:artist:3Pc0Gebx1aAAJlZh3zysmI,50,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol', 'rock nacional']",male
207,ODD MAMI,ODD MAMI,spotify:artist:2Y6AtL4xQFvg8nroRM3ZV6,45,"['hyperpop en espanol', 'r&b argentino']",female
208,Dakillah,Dakillah,spotify:artist:4SzAEZqVVfHO0El8eDu9KJ,38,"['argentine hip hop', 'rap latina', 'trap argentino']",female
209,Rosario Ortega,Rosario Ortega,spotify:artist:6AvVNBiwAW7CXZPACAo2OB,38,['pop argentino'],female
210,Clara Cava,Clara Cava,spotify:artist:5bOm9wAui94GDhPOCKgmhY,43,"['argentine indie', 'electronica argentina', 'r&b argentino']",female
211,Cítrico,Cítrico,spotify:artist:00CoCNLLdB7cWFgA8NG5q9,28,['argentine indie'],male
212,El Zar,El Zar,spotify:artist:1cj1ov4uZ0Htsx9PWDpNvi,51,"['argentine alternative rock', 'argentine indie']",NA
213,Luciana Jury,Luciana Jury,spotify:artist:6lPYU9UIxc7E2cS0cSJ6Lt,27,"['folklore argentino', 'folklore cuyano']",female
214,Juan Quintero,Juan Quintero,spotify:artist:3No5HqLrMqJbmpJ1nUjUiM,27,"['folklore argentino', 'folklore cuyano']",male
215,Nadia Larcher,Nadia Larcher,spotify:artist:7qCEjoCmUjJ0F8ACB0WUX5,21,[],female
216,Carlos Aguirre,Carlos Aguirre,spotify:artist:42aKOZOUTiO5DmS1FF4nVN,27,[],male
217,Chango Spasiuk,Chango Spasiuk,spotify:artist:0qGRkfnUqWeG49vbCv6rMY,39,['folklore argentino'],male
218,Ramona Galarza,Ramona Galarza,spotify:artist:6SgxxKwvGosbX2WvlVyCmm,30,"['chamame', 'folklore argentino']",female
219,Rafael Varela,Rafael Varela,spotify:artist:4U5EaR8hJD8J5Ov5L78KKa,10,[],male
220,Guillermo Rubino,Guillermo Rubino,spotify:artist:0WySw2unsPSHsyKnaeIbro,1,[],male
221,Julio Domínguez,Julio Domínguez,spotify:artist:7MMSYKX0JCWR0TE4Mbo7sk,1,[],male
222,Paula Pomeraniek,Paula Pomeraniek,spotify:artist:31dHfRj6P93GP3be6JsYIe,8,[],female
223,Hernán Jacinto,Hernán Jacinto,spotify:artist:3waJSGCslQ87FHecJ3aRpl,23,['argentine jazz'],male
224,Mariano Otero,Mariano Otero,spotify:artist:48Dbz6uh32ESOMasfSP1DV,10,['argentine jazz'],male
225,Fito Páez,Fito Páez,spotify:artist:4ZgWNQWb0Qz9QeF67IUVk8,7,[],male
226,Deborah Dixon,Deborah Dixon,spotify:artist:1aHdv3nIrpIqY0Ot84aUCl,36,['coverchill'],female
227,Pablo Márquez,Pablo Márquez,spotify:artist:7t8dXxk67LatGoCbXsMC1k,2,[],male
228,Daniel Colombres,Daniel Colombres,spotify:artist:5UxNNk5mnz9zLq5nIrv3HO,1,[],male
229,Enrique Cadícamo,Enrique Cadícamo,spotify:artist:4W9ZwGDEGNJpD4UPniDXZc,6,[],male
230,Gato Barbieri,Gato Barbieri,spotify:artist:7dXBi98p0mN5JCpBnU0XEm,35,"['jazz saxophone', 'latin soundtrack', 'smooth jazz']",male
231,Luis Bacalov,Luis Bacalov,spotify:artist:4iy3JrFlBLHPvXqN1OcQS1,44,"['classic soundtrack', 'italian soundtrack']",male
232,Leo García,Leo García,spotify:artist:54YdJC33Ztc1CNIuodmyUb,38,['argentine indie'],male
233,Mimi Maura,Mimi Maura,spotify:artist:4VKHNaUBImLsxPOCdG5Mwl,44,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'rock nacional', 'ska argentino']",NA
234,Pocho La Pantera,Pocho La Pantera,spotify:artist:2q6X99CH0WLrL5YFJVOhZc,27,[],male
235,Perotá Chingó,Perotá Chingó,spotify:artist:5cMTiWeaWidGI8hVoZY8Ox,51,"['argentine indie', 'nuevo folklore argentino']",NA
236,Lucho Gonzalez,Lucho Gonzalez,spotify:artist:33sboCc76D1i5TMxJZ9CrX,23,[],male
237,Sol Mihanovich,Sol Mihanovich,spotify:artist:79BGPrOD4VVBStCNUiSVgf,5,[],female
238,Vane Mihanovich,Vane Mihanovich,spotify:artist:5LvBye34bQCrxLLYWolBM0,4,[],male
239,Horacio Fumero,Horacio Fumero,spotify:artist:5lAHWc2DhtCr5W1ELS4Sf7,20,"['jazz catala', 'jazz double bass']",male
240,Fernando Martínez,Fernando Martínez,spotify:artist:6dAA2x9S3ejO2shGKU2a9q,3,[],male
241,Mariano Loiácono,Mariano Loiácono,spotify:artist:0n2cKxIZExsHl61a0BrUi0,0,[],male
242,Diego Arnedo,Diego Arnedo,spotify:artist:4EL27iYJ5qyi75SKNcekCI,2,[],male
243,Jacinto Piedra,Jacinto Piedra,spotify:artist:3gUs4foho2rbIjihCN0d2a,20,['folclore santiagueno'],male
244,Rodolfo Garcia,Rodolfo Garcia,spotify:artist:2Qto84FlIG2TGAERd59hMh,10,[],male
245,Amadeo Monges,Amadeo Monges,spotify:artist:7AGRJBPojSoIkGIILAfoe9,2,[],male
246,Verónica Condomí,Verónica Condomí,spotify:artist:1F3OoWrtwNepD4CbxMCVk8,6,[],female
247,Daniel Buira,Daniel Buira,spotify:artist:4LOOvONTOjDME2R1p1ucyL,1,[],male
248,Luciano Pereyra,Luciano Pereyra,spotify:artist:6ZZ2DeepA3GpoGU4KwqSlU,63,"['argentine telepop', 'folklore argentino', 'latin pop']",male
249,Los Tucu Tucu,Los Tucu Tucu,spotify:artist:793ACUr9nbTLP7KZUddXzU,35,"['chamame', 'folclore tucumano', 'folklore argentino', 'zamba']",NA
250,Charly García,Charly García,spotify:artist:3jO7X5KupvwmWTHGtHgcgo,63,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",male
251,Carlos Carabajal,Carlos Carabajal,spotify:artist:01R68b3QwneYjjQOrvtrtJ,24,"['chamame', 'folklore argentino']",male
252,Ica Novo,Ica Novo,spotify:artist:4kObiLMlQPb3jTLxhEpim4,7,[],male
253,Roberto Carabajal,Roberto Carabajal,spotify:artist:5Tw6enF7ZutIbWNTu3ZmVd,31,[],male
254,Claudia Puyó,Claudia Puyó,spotify:artist:19TslKl8qhtMCbzoujrhv9,14,['rock nacional'],female
255,Duo Coplanacu,Duo Coplanacu,spotify:artist:4PGCodvYkKFR1qPfeDlIPQ,41,"['folclore santiagueno', 'folklore argentino']",NA
256,Taa Huayras,Taa Huayras,spotify:artist:56IDT1uYz4O3bNIXzqoymQ,2,['folclore tucumano'],NA
257,Hernán Langer,Hernán Langer,spotify:artist:5FTiRYlzsYspMsAx4dXks9,7,[],male
258,Claudia Brant,Claudia Brant,spotify:artist:10k5cHGYX3Ajunxd7oPYFm,31,[],female
259,Sig Ragga,Sig Ragga,spotify:artist:7hBKLnKOnLXNBwJ1l6p24J,32,"['argentine indie', 'argentine reggae']",NA
260,Richard Nant,Richard Nant,spotify:artist:2TbC35HAukvJvVhhEhYXXH,4,['argentine jazz'],male
261,Juan Falú,Juan Falú,spotify:artist:2NjcVfg5McVYV375Fm0rFH,26,"['folclore tucumano', 'folklore argentino', 'guitarra argentina', 'latin classical']",male
262,Facundo Guevara,Facundo Guevara,spotify:artist:6964LUCtdUXz5FyLEeTgK4,17,[],NA
263,Diego Rolón,Diego Rolón,spotify:artist:7zr3crIOjpigsdbwM55kK6,4,[],male
264,Cristina Banegas,Cristina Banegas,spotify:artist:54QQawwkIQiBq4wbe43yLx,4,['tango cancion'],female
265,Mariana Baraj,Mariana Baraj,spotify:artist:3kNByUYht34hI6ugWqMtCq,22,['folklore argentino'],female
266,Palo Pandolfo,Palo Pandolfo,spotify:artist:01wwxIe4Qgb0a4PCfzBjsf,27,"['argentine indie', 'argentine rock', 'rock nacional']",male
267,Karina Cohen,Karina Cohen,spotify:artist:5iAt4vIf5fUG1tFPpOSyUN,0,[],female
268,Juan Salinas,Juan Salinas,spotify:artist:3LkShlQRHHeTS7Y6iyOeX8,7,[],male
269,Celeste Carballo,Celeste Carballo,spotify:artist:1FIaDvGsK56jO0K0BUs1iW,33,"['argentine rock', 'rock en espanol', 'rock nacional']",female
270,Patricia Sosa,Patricia Sosa,spotify:artist:4kyLueNyhG8PKhJagDDOJD,41,"['argentine rock', 'rock nacional']",female
271,Hilda Lizarazu,Hilda Lizarazu,spotify:artist:1imu37uW2KnEiLMAKmQVgn,36,"['argentine rock', 'pop argentino', 'rock en espanol', 'rock nacional']",female
272,La Bruja Salguero,La Bruja Salguero,spotify:artist:1PvGlWWeeIvW3xeTjAZxda,26,"['folclore jujeno', 'folklore argentino', 'folklore nuevo argentino']",female
273,Julia Zenko,Julia Zenko,spotify:artist:5zsw1AANYqHiLeJ9GGHjLP,25,[],female
274,Manuel Wirzt,Manuel Wirzt,spotify:artist:27kA8TnszsSYSZDikpz0Ra,38,['rock nacional'],male
275,Victor Carrión,Victor Carrión,spotify:artist:1gjDYTQtjIUuGBOLnwjz96,5,[],male
276,Mariano Delgado,Mariano Delgado,spotify:artist:24isUheoITHraqgy9VRGhR,9,[],male
277,Indio Solari,Indio Solari,spotify:artist:0nUGkxUncFeXt0Dr0hhrc4,58,['argentine rock'],male
278,Isabel De Sebastian,Isabel De Sebastian,spotify:artist:6rgRWv9QW0LOCwpJxYfKFh,9,[],female
279,Ulises Butrón,Ulises Butrón,spotify:artist:264oCh73no9KvChVyWZoCe,29,['rock nacional'],male
280,Los Tipitos,Los Tipitos,spotify:artist:1SykQGBiBwkQ1fcGpJ1BJt,52,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",NA
281,Miguel Cantilo,Miguel Cantilo,spotify:artist:4MTd9MHb33LFgRKqWG0jZi,27,"['argentine rock', 'rock nacional', 'ska argentino']",male
282,Litto Nebbia,Litto Nebbia,spotify:artist:2SpMjzpc9CfI6WWtwdToiA,30,"['argentine rock', 'rock nacional']",male
283,Gustavo Cordera,Gustavo Cordera,spotify:artist:3dOfwznaY7FEKpF8aw1q9i,45,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",male
284,Árbol,Árbol,spotify:artist:6OO01j5rLKCyPg4i3FuzIT,52,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",NA
285,Los Piojos,Los Piojos,spotify:artist:0SnyKkoyBaB2fG8IJH4xmU,60,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",NA
286,Liliana Vitale,Liliana Vitale,spotify:artist:3lXtbYD0IVuJUKEtqBFcvF,14,['folklore argentino'],female
287,Veronica Condomi,Veronica Condomi,spotify:artist:0HRRgz3RdNIFJUaeo811Be,21,"['folklore argentino', 'folklore nuevo argentino']",female
288,María Elena Walsh,María Elena Walsh,spotify:artist:5gMEZRCMq0gWA3kuCPukEk,47,"['cancion infantil latinoamericana', 'musica para ninos']",female
289,Fabiana Cantilo,Fabiana Cantilo,spotify:artist:5R6YR0pasdxlynyq0Abq7x,53,"['argentine rock', 'argentine telepop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",female
290,Nacha Guevara,Nacha Guevara,spotify:artist:0439EWLqkNEatVwyJWb0Go,26,"['cantautor', 'nueva cancion', 'trova']",female
291,Alberto Ginastera,Alberto Ginastera,spotify:artist:08yq6CRUV0KSOn1J3t3vZk,33,"['early modern classical', 'latin classical', 'neoclassicism']",male
292,Javier Malosetti,Javier Malosetti,spotify:artist:0k0zJds09TLWzvBW9NoPqV,29,"['argentine jazz', 'argentine rock', 'latin funk', 'rock nacional']",male
293,Jorge Cumbo,Jorge Cumbo,spotify:artist:4y2x34fENU3IrjQKH245Q5,6,[],male
294,Eladia Blazquez,Eladia Blazquez,spotify:artist:0lHsA4VFPhU5bDBYPMskM8,23,"['tango', 'tango cancion']",female
295,ALEJANDRO DOLINA,ALEJANDRO DOLINA,spotify:artist:03WEHTz1fWCH7iWsnDDtdQ,3,[],male
296,Oscar Kreimer,Oscar Kreimer,spotify:artist:2inpugQjJeiYRp5NytloF7,0,[],NA
297,Marcelo Torres,Marcelo Torres,spotify:artist:2BGnDjUoBoxXzkRdJR5xuL,1,[],male
298,Jorge Araujo,Jorge Araujo,spotify:artist:72eRMBaSk9zLCC6lO2AETC,8,[],male
299,Bernardo Baraj,Bernardo Baraj,spotify:artist:4q0z8gYHQaPTLo2Y3A4U90,9,[],male
300,Gauchos de Acero,Gauchos de Acero,spotify:artist:7ySjN46W89lvuVJSu1VZUl,8,[],NA
301,Tangoloco (Daniel García Quinteto),Tangoloco (Daniel García Quinteto),spotify:artist:6kFy4Ql2YEcpaElKcnBGkj,9,[],NA
302,Lisandro Aristimuño,Lisandro Aristimuño,spotify:artist:0ovfSEcDqepf0vqJc811zQ,49,"['argentine indie', 'argentine rock', 'latin rock', 'rock en espanol', 'rock nacional']",male
303,Lidia Borda,Lidia Borda,spotify:artist:1SkyJrTK7wUmLxV9H7ekBt,23,"['nuevo tango', 'tango', 'tango cancion']",female
304,Manu Sija,Manu Sija,spotify:artist:0YJbC4MQ0KFv3bhFz8uUnx,14,"['folclore tucumano', 'nuevo folklore argentino']",male
305,Rocío Quiroz,Rocío Quiroz,spotify:artist:43PjjBbR7LawCx75hCbLmn,43,['cumbia pop'],female
306,Natalie Perez,Natalie Perez,spotify:artist:1Y99HOeRzRc27my6NJE3rE,57,"['argentine telepop', 'cumbia pop', 'pop argentino']",female
307,José Colangelo,José Colangelo,spotify:artist:2cBDNCWJR1YBWMGBxZDPgW,4,[],male
308,Federico Lechner,Federico Lechner,spotify:artist:5tEyp8bbcmlvlJHfGqzKui,9,[],male
309,Daniel Altamirano,Daniel Altamirano,spotify:artist:1aI3fe7Zgy101dUMankLRx,23,"['chamame', 'folklore argentino']",male
310,Ramón Navarro,Ramón Navarro,spotify:artist:3c9gEcnCgfUmMrkITo3hac,11,[],male
311,Demi Carabajal,Demi Carabajal,spotify:artist:5CQzGDENGT9jsefa285qId,28,"['folclore santiagueno', 'folklore argentino']",male
312,Ernesto Guevara,Ernesto Guevara,spotify:artist:2mzr1rdYmrDeNUQd75hwRL,13,['folclore santiagueno'],NA
313,Vivi Pozzebón,Vivi Pozzebón,spotify:artist:57jK2jsGdm48Pk7j9pgipR,8,"['cantautora argentina', 'indie cordoba']",female
314,El Quintetito de Marcelo Véliz,El Quintetito de Marcelo Véliz,spotify:artist:7A76ngUiD83HJEb1xpGYjy,2,[],NA
315,Walter Ríos,Walter Ríos,spotify:artist:5FCQvlbzr39o5QYf1ie5UD,16,['bandoneon'],male
316,Horacio Banegas,Horacio Banegas,spotify:artist:7B4W35mskl1bpKV8l9WezH,32,"['chamame', 'folclore santiagueno', 'folklore argentino']",male
317,Raul Porchetto,Raul Porchetto,spotify:artist:3WoxTj3fh8I58MpnwZyYyL,34,['rock nacional'],male
